county,license_number,operation_type,estab_type,entity_name,dba_name,street_number,street_name,city,state,zip_code,georeference,:@computed_region_yamh_8v7k,square_footage,address_line_2,address_line_3
LIVINGSTON,713622,Store,A,CVS ALBANY LLC,CVS PHARMACY #5072,225,MAIN ST #####,DANSVILLE,NY,14437,,,11750,,
ERIE,713620,Store,A,CVS ALBANY LLC,CVS PHARMACY #725,392,KENMORE AVE #####,BUFFALO,NY,14223,,,5500,,
WESTCHESTER,713619,Store,A,CVS ALBANY LLC,CVS PHARMACY #7032,450,MAIN ST #####,ARMONK,NY,10504,,,5000,,
ONEIDA,713616,Store,AC,SEXTON CHARLES C,EDIBLE ARRANGEMENTS,815,BLACK RIVER BLVD #####,ROME,NY,13440,,,1700,,
SCHOHARIE,713615,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14952,681,ROUTE 20,SHARON SPRINGS,NY,13459,"{'type': 'Point', 'coordinates': [-74.60831, 42.78626]}",144,9158,,
SULLIVAN,713614,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14958,5687,STATE ROUTE 42,FALLSBURG,NY,12733,"{'type': 'Point', 'coordinates': [-74.60549, 41.73156]}",660,9339,,
ONONDAGA,713613,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14963,922,STATE FAIR BLVD,GEDDES,NY,13209,"{'type': 'Point', 'coordinates': [-76.24424, 43.09615]}",699,7000,,
OTSEGO,713612,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14992,91,MAIN ST,OTEGO,NY,13825,"{'type': 'Point', 'coordinates': [-75.19203, 42.38611]}",915,9158,,
SUFFOLK,713604,Store,AC,DEEPANJALI INC,7 ELEVEN STORE #36043A,3785,HORSEBLOCK RD. ###,MEDFORD,NY,11763,"{'type': 'Point', 'coordinates': [-72.95544, 40.81384]}",1022,1000,,
NASSAU,713602,Store,AC,NEW FOOD MART INC,GREEN DELI JASSONS,1710,ROCKAWAY AVE,LYNBROOK,NY,11563,"{'type': 'Point', 'coordinates': [-73.68914, 40.64946]}",62,1700,,
ERIE,713596,Store,ABC,JOSEPH G. GONZALES,JAMMIN JOES FARM MARKET,11072,MAIN ST ###,CLARENCE,NY,14031,"{'type': 'Point', 'coordinates': [-78.57357, 42.98362]}",284,1500,,
NASSAU,713594,Store,AC,LYNBROOK SEAFOOD CORP,CROSS ISLAND SEAFOOD CONCESSION,246,HEMPSTEAD AVE,LYNBROOK,NY,11563,"{'type': 'Point', 'coordinates': [-73.67097, 40.66664]}",62,1000,,
KINGS,713585,Store,AC,ZUMY 833 INC,MR LIME,313,7TH AVE,BROOKLYN,NY,11215,"{'type': 'Point', 'coordinates': [-73.98124, 40.66729]}",894,3200,,
NEW YORK,713584,Store,AC,LOS ALAMOS MEAT & PRODUCE INC,CITY FRESH MARKET,235,E 106TH ST,NEW YORK,NY,10029,"{'type': 'Point', 'coordinates': [-73.94323, 40.79096]}",749,25000,,
KINGS,713565,Store,AC,BARRANCO ARMANDO,NEW STAR,1377,MADISON STREET,BROOKLYN,NY,11237,"{'type': 'Point', 'coordinates': [-73.91096, 40.69722]}",894,400,,
RICHMOND,713562,Store,ABC,TORTILLERIA OAXACA INC,TORTILLERIA OAXACA,121,PORT RICHMOND AVE,STATEN ISLAND,NY,10302,"{'type': 'Point', 'coordinates': [-74.13327, 40.63812]}",585,2000,,
ONONDAGA,713557,Store,AC,A.L.T. FUEL & FOOD INC,A.L.T. FUEL & FOOD,5846,S SALINA ST,SYRACUSE,NY,13205,"{'type': 'Point', 'coordinates': [-76.14384, 42.98562]}",687,2000,,
KINGS,713553,Store,AC,AMERICAN STOP DELI GROCERY CORP,AMERICAN STOP DELI GROCERY,422,DITMAS AVE,BROOKLYN,NY,11218,"{'type': 'Point', 'coordinates': [-73.97432, 40.63595]}",894,1000,,
SUFFOLK,713549,Store,AC,LOMBARDIS LOVE LANE MARKET INC,LOMBARDIS LOVE LANE MARKET,170,LOVE LANE #####,MATTITUCK,NY,11952,,,,,
QUEENS,713547,Store,AC,5 DE MAYO FOOD MARKET CORP,5 DE MAYO FOOD MARKET,81-06,ROOSEVELT AVENUE,JACKSON HEIGHTS,NY,11372,"{'type': 'Point', 'coordinates': [-73.8845, 40.74757]}",196,,,
NASSAU,713542,Store,AC,305 GUY LOMBARDO FOOD CENTER INC,305 GUY LOMBARDO FOOD CENTER,305,GUY LOMBARDO AVE,FREEPORT,NY,11520,"{'type': 'Point', 'coordinates': [-73.58294, 40.64647]}",62,1600,,
ORANGE,713541,Store,AC,HARMAN GAS INC,WALDEN SUNOCO,6,MAIN ST,WALDEN,NY,12586,"{'type': 'Point', 'coordinates': [-74.1876, 41.56075]}",893,2100,,
KINGS,713532,Store,AC,1523 AVENUE J FOODS INC,7-ELEVEN STORE #36802A,1523,AVE J ###,BROOKLYN,NY,11230,"{'type': 'Point', 'coordinates': [-73.96063, 40.62528]}",894,1800,,
QUEENS,713528,Store,AC,7-ELEVEN INC,7-ELEVEN #36100H,79-37,METROPOLITAN AVE #####,MIDDLE VILLAGE,NY,11379,,,1000,,
BRONX,713515,Store,AC,BUHRE MINI MART & DELI CORP,BUHRE MINI MART & DELI,3058,BUHRE AVE,BRONX,NY,10461,"{'type': 'Point', 'coordinates': [-73.83063, 40.84762]}",307,2000,,
WESTCHESTER,713513,Store,A,SUPER MART NR INC,SUPER MART NR,622B,MAIN ST,NEW ROCHELLE,NY,10801,"{'type': 'Point', 'coordinates': [-73.78576, 40.90613]}",960,,,
NEW YORK,713489,Store,ABC,ELIS BREAD ELIZABAR INC,ELIS BREAD ELIZABAR,426-432,E 91 ST ####,NEW YORK,NY,10128,"{'type': 'Point', 'coordinates': [-73.94585, 40.77955]}",749,3000,,
BRONX,713480,Store,AC,RAY DELI FOOD CORP,RAY DELI FOOD,4048,WHITE PLAINS RD,BRONX,NY,10466,"{'type': 'Point', 'coordinates': [-73.85935, 40.88985]}",307,,,
HERKIMER,713463,Store,AC,OIL WELL INC,OIL WELL,3049,ST RT 28 ###,OLD FORGE,NY,13420,"{'type': 'Point', 'coordinates': [-74.97477, 43.7096]}",666,2500,,
KINGS,713457,Store,AC,SHARAF H YAHYA,EXPRESS DELI,1119,HERKIMER ST,BROOKLYN,NY,11233,"{'type': 'Point', 'coordinates': [-73.91652, 40.67784]}",894,600,,
KINGS,713456,Store,ACH,CTAC HOLDINGS LLC,LI-LAC CHOCOLATES,68,35TH ST,BROOKLYN,NY,11232,"{'type': 'Point', 'coordinates': [-74.00677, 40.65661]}",894,9000,,
KINGS,713422,Store,A,NEW FIVE STAR 88 INC,NEW FIVE STAR 88,6505,14TH AVE,BROOKLYN,NY,11219,"{'type': 'Point', 'coordinates': [-73.99956, 40.62445]}",894,2000,,
ST. LAWRENCE,713421,Store,AC,MARTINS COUNTRY STORE LLC,MARTINS COUNTRY STORE,3738,COUNTY RTE 14   ####,MADRID,NY,13660,"{'type': 'Point', 'coordinates': [-75.13289, 44.74793]}",322,1200,,
TOMPKINS,713399,Store,AC,COPPER HORSE COFFEE ROASTERS LLC,COPPER HORSE COFFEE ROASTERS,2027,SLATERVILLE SPRINGS RD,ITHACA,NY,14850,"{'type': 'Point', 'coordinates': [-76.40928, 42.39616]}",714,1000,SUITE #1,
KINGS,713388,Store,AC,1522 CORTELYOU MART CORP,1522 CORTELYOU MART,1522,CORTELYOU RD,BROOKLYN,NY,11226,"{'type': 'Point', 'coordinates': [-73.96392, 40.64144]}",894,,,
QUEENS,713382,Store,AC,KISSENA BLVD DELI & GROCERY INC,MARS DELI,44-47,KISSENA BLVD,FLUSHING,NY,11355,"{'type': 'Point', 'coordinates': [-73.82141, 40.75299]}",196,1500,,
KINGS,713376,Store,ABHK,TASTY DELICIOUS BAKERY INC,TASTY DELICIOUS BAKERY,9211,DITMAS AVE,BROOKLYN,NY,11236,"{'type': 'Point', 'coordinates': [-73.91294, 40.64926]}",894,1800,,
NEW YORK,713371,Store,AC,CIBAO FOOD CENTER CORP,CIBAO FOOD CENTER,2059,7TH AVE,NEW YORK,NY,10027,"{'type': 'Point', 'coordinates': [-73.94929, 40.8075]}",749,2500,,
BRONX,713368,Store,AC,CHICKEN DELI GROCERY CORP THE,CHICKEN DELI GROCERY THE,555,EAST 180TH ST ####,BRONX,NY,10457,"{'type': 'Point', 'coordinates': [-73.8933, 40.85034]}",307,,,
QUEENS,713367,Store,AC,9005 MYRTLE CORP,MINI MART,9005,MYRTLE AVE,RIDGEWOOD,NY,11385,"{'type': 'Point', 'coordinates': [-73.85471, 40.70254]}",196,800,,
SULLIVAN,713359,Store,ACD,BEER STORE INC THE,BEER STORE,77,PLEASANT ST,MONTICELLO,NY,12701,"{'type': 'Point', 'coordinates': [-74.68029, 41.6583]}",650,2500,,
JEFFERSON,713356,Store,A,25 JAMES STREET LTD,SHIP GIFT SHOP THE,22,JAMES ST,ALEXANDRIA BAY,NY,13607,"{'type': 'Point', 'coordinates': [-75.9184, 44.33744]}",859,1800,,
BRONX,713333,Store,AC,BJS WHOLESALE CLUB INC,BJS WHOLESALE CLUB #363,184,237TH ST ###,BRONX,NY,10463,"{'type': 'Point', 'coordinates': [-73.90027, 40.8841]}",307,,,
MONROE,713332,Store,ACD,RD AMERICA LLC,RESTAURANT DEPOT,80,RIDGELAND RD,ROCHESTER,NY,14623,"{'type': 'Point', 'coordinates': [-77.60118, 43.0918]}",546,55000,,
ULSTER,713330,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14739,954,ROUTE 28,KINGSTON,NY,12401,"{'type': 'Point', 'coordinates': [-74.08538, 41.98382]}",424,6000,,
ONTARIO,713328,Store,AC,WATSONS CANDIES INC,WATSONS CANDIES,435,COMMERCE DR ####,VICTOR,NY,14564,"{'type': 'Point', 'coordinates': [-77.4371, 43.01803]}",799,1200,VICTOR CROSSING PLAZA,
BRONX,713324,Store,AC,E AND K AFRICAN MARKET INC,E AND K AFRICAN MARKET,56,E TREMONT AVE,BRONX,NY,10453,"{'type': 'Point', 'coordinates': [-73.9082, 40.85122]}",307,750,,
NASSAU,713321,Store,A,MIDDLE NECK NEWS & CONVENIENCE INC,MIDDLE NECK NEWS & CONVENIENCE,29,MIDDLE NECK RD ####,GREAT NECK,NY,11021,"{'type': 'Point', 'coordinates': [-73.72796, 40.7878]}",60,1500,,
NASSAU,713320,Store,ACN,SCAMAHOY INC,PICKLE PEOPLE,605,WOODFIELD RD ####,WEST HEMPSTEAD,NY,11552,"{'type': 'Point', 'coordinates': [-73.65106, 40.68874]}",62,200,,
ERIE,713308,Store,AC,HOGG EXPRESS LLC,HOGG EXPRESS,9299,ERIE ROAD,ANGOLA,NY,14006,"{'type': 'Point', 'coordinates': [-79.05248, 42.63164]}",291,2000,,
SUFFOLK,713305,Store,AC,MATERIAL OBJECTS CORP,LUMBER AND SALT,5570,SOUND AVE ###,RIVERHEAD,NY,11901,"{'type': 'Point', 'coordinates': [-72.60903, 40.97693]}",1017,,,
WARREN,713303,Store,AC,HARI & MIH CORP,NORTHCREEK MINI MART,3184,STATE RTE 28,NORTH CREEK,NY,12853,"{'type': 'Point', 'coordinates': [-73.97213, 43.68126]}",821,2200,,
WARREN,713301,Store,AC,OM RAM HARI CORP,CHESTERTOWN MINI MART,6356,STATE RTE 9,CHESTERTOWN,NY,12817,"{'type': 'Point', 'coordinates': [-73.80076, 43.65302]}",825,2500,,
BRONX,713298,Store,A,UNIVERSAL CANDY & GROCERY CORP,UNIVERSAL CANDY & GROCERY,1521,WESTCHESTER AVE,BRONX,NY,10472,"{'type': 'Point', 'coordinates': [-73.87892, 40.82861]}",307,1000,,
BRONX,713293,Store,AC,CHANNELS DELI GROCERY INC,CHANNELS DELI GROCERY,910,PROSPECT AVE,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.90091, 40.82136]}",307,900,,
ESSEX,713291,Store,A,ESSEX FARM OF NORTHERN NEW YORK LLC,ESSEX FARM,2503,NYS RT 22,ESSEX,NY,12936,"{'type': 'Point', 'coordinates': [-73.37125, 44.30789]}",444,200,,
ERIE,713290,Store,AC,NEW FIRST LINE CORP,FIRST LINE,1531,NIAGARA ST,BUFFALO,NY,14213,"{'type': 'Point', 'coordinates': [-78.8978, 42.92648]}",300,850,,
KINGS,713261,Store,A,NEWKIRK PHARMACY INC,NEWKIRK PHARMACY,1402,NEWKIRK AVE,BROOKLYN,NY,11226,"{'type': 'Point', 'coordinates': [-73.96415, 40.63512]}",894,,,
KINGS,713253,Store,ABC,BJS WHOLESALE CLUB INC,BJS WHOLESALE CLUB #195,1752,SHORE PKWY ###,BROOKLYN,NY,11214,"{'type': 'Point', 'coordinates': [-73.99715, 40.59306]}",894,50000,,
BRONX,713250,Store,AC,TONIALEE & ASSOCIATES,BOSTON ROAD GROCERY & DELI,3399,BOSTON RD,BRONX,NY,10469,"{'type': 'Point', 'coordinates': [-73.85078, 40.87542]}",307,,,
KINGS,713244,Store,AC,H&A GAS AND CONVENIENCE INC,H&A GAS AND CONVENIENCE,4102,AVENUE H,BROOKLYN,NY,11210,"{'type': 'Point', 'coordinates': [-73.93666, 40.63215]}",894,1500,,
STEUBEN,713234,Store,AC,SINGH KASHMIR,ONE STOP MINI MART,51,LIBERTY ST,BATH,NY,14810,"{'type': 'Point', 'coordinates': [-77.31823, 42.33518]}",46,1100,,
BRONX,713227,Store,AC,HOLLAND GOURMET DELI CORP,HOLLAND GOURMET DELI,2460,HOLLAND AVE,BRONX,NY,10467,"{'type': 'Point', 'coordinates': [-73.86549, 40.86291]}",307,1100,,
NEW YORK,713223,Store,AC,7TH AVE DELI GROCERY CORP,7TH AVE DELI GROCERY,2417,ADAM CLAYTON POWELL BLVD  ##,NEW YORK,NY,10030,"{'type': 'Point', 'coordinates': [-73.94077, 40.81918]}",749,1500,,
NEW YORK,713215,Store,AC,UNION AFRICAN AMERICA MARKET CORP,UNION AFRICAN AMERICAN MARKET,115,W 142ND ST,NEW YORK,NY,10030,"{'type': 'Point', 'coordinates': [-73.938, 40.81865]}",749,1200,,
KINGS,713212,Store,AC,CHOLULITA DELI GROCERY CORP,CHOLULITA DELI GROCERY,1501,AVE U  STORE 2 ###,BROOKLYN,NY,11229,"{'type': 'Point', 'coordinates': [-73.95626, 40.59884]}",894,600,STORE #2,
BRONX,713202,Store,AC,CYRIL POLETTE,CARIBBEAN VARIETY STORE AND FISH MARKET,1483,WESTCHESTER AVE,BRONX,NY,10472,"{'type': 'Point', 'coordinates': [-73.88077, 40.82846]}",307,1500,,
WAYNE,713191,Store,AC,NOTO JOHN,APPLE TOWN FARM MARKET,4734,RTE 104 ####,WILLIAMSON,NY,14589,"{'type': 'Point', 'coordinates': [-77.15613, 43.23574]}",626,3200,,
SUFFOLK,713185,Store,ABC,BJS WHOLESALE CLUB INC,BJS WHOLESALE CLUB #366,790,SUNRISE HWY ###,BELLPORT,NY,11713,"{'type': 'Point', 'coordinates': [-72.94967, 40.7865]}",1022,25000,,
KINGS,713181,Store,A,MAMA WINNERS AFRICAN MARKET INC,WINNERS AFRICAN MARKET,379,THOMAS-BOYLAND STREET,BROOKLYN,NY,11233,"{'type': 'Point', 'coordinates': [-73.91416, 40.67158]}",894,800,,
KINGS,713169,Store,AC,GATEWAY SHOPRITE ASSOCIATES LLC,SHOPRITE OF GATEWAY CENTER,590,GATEWAY DR #####,BROOKLYN,NY,11239,,,90000,,
YATES,713168,Store,AC,NEWSWANGER MERVIN & ROSALIE,SUGAR SHACK BLUEBERRY FARM,824,EAST SWAMP RD,PENN YAN,NY,14527,"{'type': 'Point', 'coordinates': [-77.14378, 42.7244]}",91,,,
QUEENS,713158,Store,AC,GREEN TARA INC,GREEN TARA,45-62,48TH ST,WOODSIDE,NY,11377,"{'type': 'Point', 'coordinates': [-73.9172, 40.74115]}",196,,,
ULSTER,713143,Store,AC,A&S FOOD MART INC,A&S FOOD MART,109,S MAIN ST ###,ELLENVILLE,NY,12428,"{'type': 'Point', 'coordinates': [-74.39578, 41.71672]}",407,4000,,
KINGS,713134,Store,A,UNITED GROCERY FOOD STORE INC,UNITED GROCERY FOOD STORE,7522,20TH AVE,BROOKLYN,NY,11214,"{'type': 'Point', 'coordinates': [-73.99229, 40.61033]}",894,1500,,
NEW YORK,713133,Store,AC,SULAI MINI MART INC,TAB DELI,1737,SECOND AVE,NEW YORK,NY,10128,"{'type': 'Point', 'coordinates': [-73.95, 40.78027]}",749,1600,,
KINGS,713125,Store,AC,GOLD STAR DELI & GRILL INC,STOP & GO BROADWAY DELI,1565,BROADWAY  ###,BROOKLYN,NY,11207,"{'type': 'Point', 'coordinates': [-73.91573, 40.68587]}",894,,,
NASSAU,713120,Store,A,HILLSIDE LAKEVILLE SERVICE INC,SUNOCO,720,HILLSIDE AVE,NEW HYDE PARK,NY,11040,"{'type': 'Point', 'coordinates': [-73.69386, 40.74299]}",60,500,,
KINGS,713099,Store,AC,JM DELI GROCERY CORP I,JM DELI GROCERY,1369,FULTON ST,BROOKLYN,NY,11216,"{'type': 'Point', 'coordinates': [-73.94656, 40.68023]}",894,1700,,
QUEENS,713078,Store,AC,SUTPHIN CROWN CONVENIENCE STORE INC,SUTPHIN CROWN CONVENIENCE STORE,109-14,SUTPHIN BLVD,JAMAICA,NY,11435,"{'type': 'Point', 'coordinates': [-73.79792, 40.69148]}",196,1000,,
QUEENS,713071,Store,AC,1683 JIMMY DELI GROCERY CORP,1683 JIMMY DELI GROCERY,1683,WOODBINE ST,RIDGEWOOD,NY,11385,"{'type': 'Point', 'coordinates': [-73.9085, 40.70085]}",196,1000,,
SUFFOLK,713068,Store,AC,ORIENTAL GROCERIES INC,ORIENTAL GROCERY & PRODUCE,2460,NESCONSET HWY,STONY BROOK,NY,11790,"{'type': 'Point', 'coordinates': [-73.11734, 40.87795]}",1022,3200,,
SUFFOLK,713067,Store,A,JMI SERVICE INC,USA PETROLEUM MART,25,NEW YORK AVE,HUNTINGTON,NY,11743,"{'type': 'Point', 'coordinates': [-73.42016, 40.88225]}",1020,750,,
NASSAU,713045,Store,ACH,PICKLE ME PETE LLC,PICKLE ME PETE,53,BLOOMINGDALE ROAD,HICKSVILLE,NY,11801,"{'type': 'Point', 'coordinates': [-73.50502, 40.74861]}",59,1500,,
KINGS,713039,Store,AC,CARROLL GARDENS DELI & GRILL CORP,FOOD U DESIRE,301,SMITH ST,BROOKLYN,NY,11231,"{'type': 'Point', 'coordinates': [-73.99383, 40.68179]}",894,1200,,
ERIE,713034,Store,AC,MAYER BROS APPLE PRODUCTS INC,MAYER BROS APPLE PRODUCTS,1540,SENECA CREEK RD ###,BUFFALO,NY,14224,"{'type': 'Point', 'coordinates': [-78.69802, 42.85533]}",276,1000,,
ERIE,713025,Store,AC,DAVID KAT,KAT FOOD MARKET,287,GRANT ST,BUFFALO,NY,14213,"{'type': 'Point', 'coordinates': [-78.89017, 42.92182]}",300,2000,,
NIAGARA,713024,Store,AC,REID STORES INC,CROSBYS 40031,110,TELEGRAPH RD ###,MIDDLEPORT,NY,14105,"{'type': 'Point', 'coordinates': [-78.47713, 43.20511]}",155,2200,,
SUFFOLK,713020,Store,AC,REDINGTON DELI INC,REDINGTON DELI,60,REDINGTON ST,BAY SHORE,NY,11706,"{'type': 'Point', 'coordinates': [-73.24001, 40.73103]}",1019,,,
NEW YORK,713019,Store,AC,1910 DELI GROCERY CORP,1910 DELI GROCERY,1901,LEXINGTON AVE,NEW YORK,NY,10035,"{'type': 'Point', 'coordinates': [-73.94053, 40.80011]}",749,650,,
DUTCHESS,713017,Store,AC,FDR FOOD MART INC,KRAUSZER FOOD MART,1106,VIOLET AVE ####,HYDE PARK,NY,12538,"{'type': 'Point', 'coordinates': [-73.91396, 41.78822]}",595,1000,,
KINGS,713008,Store,ABCH,PANE PURO LLC,SARAGHINA BAKERY,433,HALSEY ST,BROOKLYN,NY,11233,"{'type': 'Point', 'coordinates': [-73.93541, 40.68346]}",894,1800,,
KINGS,713003,Store,AC,ORGANIC GOURMET DELI CORP,ORGANIC GOURMET DELI,376,UNION AVE,BROOKLYN,NY,11211,"{'type': 'Point', 'coordinates': [-73.95121, 40.71158]}",894,700,,
KINGS,712997,Store,A,XIN LONG 88 INC,XIN LONG 88,6818,FT HAMILTON PKWY,BROOKLYN,NY,11219,"{'type': 'Point', 'coordinates': [-74.01195, 40.62882]}",894,2000,,
OSWEGO,712979,Store,AC,ROME ROAD PROPERTIES INC,ALTMAR UNION STATION,538,S ALBION RD ###,ALTMAR,NY,13302,"{'type': 'Point', 'coordinates': [-76.0015, 43.50582]}",252,4800,,
KINGS,712976,Store,AC,HAPPY EAT CORP,SWEET ISLAND,1214,AVENUE U  ###,BROOKLYN,NY,11229,"{'type': 'Point', 'coordinates': [-73.95968, 40.59847]}",894,1000,,
NEW YORK,712975,Store,AC,MAC PA LLC,WOOPS!,625,8TH AVE(SOUTH TERM ENT)#####,NEW YORK,NY,10018,,,100,,
BROOME,712970,Store,AC,MIRABITO HOLDINGS INC,MIRABITO STORE #86,49-53,DOWNS AVE ###,BINGHAMTON,NY,13905,"{'type': 'Point', 'coordinates': [-75.94484, 42.1169]}",946,9000,,
BROOME,712969,Store,AC,MIRABITO HOLDINGS INC,MIRABITO STORE #75,98,BROAD AVE,BINGHAMTON,NY,13904,"{'type': 'Point', 'coordinates': [-75.88934, 42.11261]}",968,2000,,
BROOME,712968,Store,AC,MIRABITO HOLDINGS INC,MIRABITO STORE #89,1590,MAIN ST RT 26 ###,VESTAL,NY,13850,"{'type': 'Point', 'coordinates': [-76.03049, 42.05277]}",937,1700,,
BROOME,712964,Store,AC,MIRABITO HOLDINGS INC,MIRABITO STORE #76,4005,VESTAL PKWY ###,VESTAL,NY,13850,"{'type': 'Point', 'coordinates': [-75.9768, 42.09615]}",937,,,
BROOME,712963,Store,AC,MIRABITO HOLDINGS INC,MIRABITO STORE #85,3117,WATSON BLVD ###,ENDWELL,NY,13760,"{'type': 'Point', 'coordinates': [-76.02353, 42.11066]}",938,1500,,
BRONX,712962,Store,AC,TARGET CORPORATION,TARGET STORE T-2811,815,E HUTCHINSON RIVER PKWY ###,BRONX,NY,10465,"{'type': 'Point', 'coordinates': [-73.83703, 40.82301]}",307,37000,,
SUFFOLK,712961,Store,AC,TARGET CORPORATION,TARGET STORE T-2847,5750,SUNRISE HWY,SAYVILLE,NY,11782,"{'type': 'Point', 'coordinates': [-73.06791, 40.76662]}",1019,144000,,
BROOME,712960,Store,AC,MIRABITO HOLDINGS INC,MIRABITO STORE #82,150-156,CONKLIN AVE ###,BINGHAMTON,NY,13903,"{'type': 'Point', 'coordinates': [-75.90183, 42.09369]}",968,3300,,
BROOME,712959,Store,AC,MIRABITO HOLDINGS INC,MIRABITO STORE #79,733,HARRY L DR ###,JOHNSON CITY,NY,13790,"{'type': 'Point', 'coordinates': [-75.97804, 42.12371]}",938,2300,,
BROOME,712958,Store,AC,MIRABITO HOLDINGS INC,MIRABITO STORE #81,1161,ROUTE 17 ###,WINDSOR,NY,13865,"{'type': 'Point', 'coordinates': [-75.61401, 42.05596]}",936,1500,,
BROOME,712957,Store,AC,MIRABITO HOLDINGS INC,MIRABITO STORE #83,2965,ROUTE 26 ###,GLEN AUBREY,NY,13777,"{'type': 'Point', 'coordinates': [-76.03559, 42.21444]}",942,2450,,
TOMPKINS,712956,Store,AC,MIRABITO HOLDINGS INC,MIRABITO STORE #87,1103,DANBY RD ###,ITHACA,NY,14850,"{'type': 'Point', 'coordinates': [-76.503, 42.4069]}",708,,,
BROOME,712955,Store,AC,MIRABITO HOLDINGS INC,MIRABITO STORE #80,201,VESTAL PKWY E ###,VESTAL,NY,13850,"{'type': 'Point', 'coordinates': [-76.0493, 42.08712]}",937,2400,,
BROOME,712954,Store,AC,MIRABITO HOLDINGS INC,MIRABITO STORE #91,1000,PENNSYLVANIA/PARK AVE ###,BINGHAMTON,NY,13903,"{'type': 'Point', 'coordinates': [-75.915, 42.02221]}",967,1800,,
BROOME,712953,Store,AC,MIRABITO HOLDINGS INC,MIRABITO STORE #88,879-881,FRONT ST ###,BINGHAMTON,NY,13905,"{'type': 'Point', 'coordinates': [-75.90518, 42.13139]}",946,3500,,
BROOME,712952,Store,AC,MIRABITO HOLDINGS INC,MIRABITO STORE #78,715,UPPER COURT ST ###,BINGHAMTON,NY,13904,"{'type': 'Point', 'coordinates': [-75.84458, 42.10235]}",944,2000,,
BROOME,712951,Store,AC,MIRABITO HOLDINGS INC,MIRABITO STORE #77,1323,FRONT ST ###,BINGHAMTON,NY,13905,"{'type': 'Point', 'coordinates': [-75.89305, 42.16224]}",966,2750,,
BROOME,712945,Store,AC,MIRABITO HOLDINGS INC,MIRABITO STORE #84,215,CLINTON ST ###,BINGHAMTON,NY,13905,"{'type': 'Point', 'coordinates': [-75.92986, 42.10669]}",968,4000,,
SUFFOLK,712931,Store,AC,EAST ISLIP FOODS LLC,PATS MARKETPLACE,300,MONTAUK HGHWY #####,EAST ISLIP,NY,11730,,,30000,,
NASSAU,712907,Store,A,NASSAU LAND TRUST INC,CROSSROADS FARM,480,HEMPSTEAD AVE,MALVERNE,NY,11565,"{'type': 'Point', 'coordinates': [-73.66382, 40.68059]}",62,1000,,
STEUBEN,712906,Store,ACW,STEUBEN BREWING CO LLC,STEUBEN BREWING COMPANY,10286,JUDSON RD,HAMMONDSPORT,NY,14840,"{'type': 'Point', 'coordinates': [-77.18757, 42.5016]}",26,,,
SENECA,712905,Store,A,DOLLAR TREE STORES INC,DOLLAR TREE 4838,2109,US ROUTE 20  #20,SENECA FALLS,NY,13148,"{'type': 'Point', 'coordinates': [-76.82638, 42.90756]}",577,7000,,
KINGS,712904,Store,AC,H&K MART INC,H&K FOOD MART,2001,CROPSEY AVE,BROOKLYN,NY,11214,"{'type': 'Point', 'coordinates': [-74.00258, 40.60003]}",894,1000,,
NEW YORK,712891,Store,AC,DORIA ENTERPRISES NYC LLC,GRACES MARKETPLACE,1299,SECOND AVE,NEW YORK,NY,10065,"{'type': 'Point', 'coordinates': [-73.95999, 40.76656]}",749,13000,,
KINGS,712859,Store,A,SBSC LLC,BAY RIDGE RX PHARMACY,6910,3RD AVE,BROOKLYN,NY,11209,"{'type': 'Point', 'coordinates': [-74.02616, 40.63545]}",894,1000,,
QUEENS,712858,Store,A,SKILLMAN MINI MKT INC,SKILLMAN MINI MKT,48-08,SKILLMAN AVE ####,SUNNYSIDE,NY,11104,"{'type': 'Point', 'coordinates': [-73.91574, 40.7463]}",196,1200,,
KINGS,712857,Store,AC,KING HWY MEAT CORP,KINGS MEAT,1673,E 16TH ST,BROOKLYN,NY,11229,"{'type': 'Point', 'coordinates': [-73.95731, 40.60861]}",894,2000,,
BRONX,712851,Store,AC,217 BAITOA DELI GROCERY CORP,217 BAITOA DELI GROCERY,217,ST ANNS AVE,BRONX,NY,10454,"{'type': 'Point', 'coordinates': [-73.91776, 40.8064]}",307,950,,
QUEENS,712842,Store,AC,CARNICERIA MEXICANA INC,CARNICERIA MEXICANA,105-09,NORTHERN BLVD,CORONA,NY,11368,"{'type': 'Point', 'coordinates': [-73.86331, 40.75774]}",196,,,
NEW YORK,712840,Store,AC,IN & OUT TOBACCO DELI CORP,IN & OUT TOBACCO DELI,1020,6TH AVE ##,NEW YORK,NY,10018,"{'type': 'Point', 'coordinates': [-73.98582, 40.75249]}",749,1200,,
SUFFOLK,712827,Store,A,STAT SCRIPT SPECIALTY INC,STAT SCRIPT SPECIALTY,1800A,NEW YORK AVE,HUNTINGTON STATION,NY,11746,"{'type': 'Point', 'coordinates': [-73.41173, 40.83852]}",1020,,,
