county,license_number,operation_type,estab_type,entity_name,dba_name,street_number,street_name,city,state,zip_code,georeference,:@computed_region_yamh_8v7k,square_footage,address_line_2,address_line_3
BRONX,758711,Store,AC,TIM LOTTERY AND GROCERY CORP,TIM LOTTERY AND GROCERY,3968,WHITE PLAINS RD,BRONX,NY,10466,"{'type': 'Point', 'coordinates': [-73.86057, 40.88766]}",307,1000,,
DUTCHESS,758705,Store,AC,REFILLERY STOREHOUSE LLC,REFILLERY STOREHOUSE,23,EASTDALE S AVENUE  ##,POUGHKEEPSIE,NY,12603,"{'type': 'Point', 'coordinates': [-73.86532, 41.70921]}",587,2700,,
KINGS,758703,Store,AC,FELIX ORGANICS DELI CORP,FELIX ORGANICS DELI,1017,BEDFORD AVENUE,BROOKLYN,NY,11205,"{'type': 'Point', 'coordinates': [-73.95507, 40.68916]}",894,2000,,
BRONX,758699,Store,AC,MI GERIZIN MARKET CORP,MI GERIZIN MARKET,777,ELTON AVE,BRONX,NY,10451,"{'type': 'Point', 'coordinates': [-73.9135, 40.82127]}",307,2000,,
QUEENS,758698,Store,AC,AFRICA PRODUCT DEVELOPMENT CENTER LLC,AFRICA PRODUCT DEVELOPMENT CENTER,23-23,BORDEN AVE,LONG ISLAND CITY,NY,11101,"{'type': 'Point', 'coordinates': [-73.9466, 40.7398]}",196,,,
NEW YORK,758697,Store,AC,ELITE 128 LLC,7-ELEVEN STORE #42327A,128,W 34TH ST. ###,NEW YORK,NY,10001,"{'type': 'Point', 'coordinates': [-73.98909, 40.75034]}",749,3500,,
NEW YORK,758696,Store,AC,NEW YORK SEAFOOD MARKET CORP,NEW YORK SEAFOOD MARKET,454,LENOX AVENUE,NEW YORK,NY,10037,"{'type': 'Point', 'coordinates': [-73.94195, 40.81251]}",749,1500,,
BRONX,758694,Store,AC,ABU AND BROTHERS CORP,ABU AND BROTHERS,1393,WEBBSTER AVE ###,BRONX,NY,10456,"{'type': 'Point', 'coordinates': [-73.90746, 40.83618]}",307,3000,,
ONEIDA,758693,Store,AC,RACEWAY SUPER STORE INCORP,RACEWAY SUPER STORE,5458,E SENECA ST,VERNON,NY,13476,"{'type': 'Point', 'coordinates': [-75.52611, 43.07694]}",983,800,,
BRONX,758690,Store,AC,HALAL LINCOLN DELI CORP,HALAL LINCOLN DELI,522,MORRIS AVE,BRONX,NY,10451,"{'type': 'Point', 'coordinates': [-73.92304, 40.81681]}",307,1500,,
KINGS,758687,Store,AC,EL CONUQUITO 3432 CORP,EL CONUQUITO 3432,3432,FULTON ST,BROOKLYN,NY,11208,"{'type': 'Point', 'coordinates': [-73.86907, 40.68453]}",894,,,
BRONX,758686,Store,AC,717 DELI GROCERY CORP,717 DELI GROCERY,717,E 187TH ST,BRONX,NY,10458,"{'type': 'Point', 'coordinates': [-73.88389, 40.85399]}",307,,,
SARATOGA,758683,Store,AC,QUICK SHOP DELI INC,QUICK SHOP DELI,66,3RD ST,WATERFORD,NY,12188,"{'type': 'Point', 'coordinates': [-73.67755, 42.79134]}",992,,,
KINGS,758682,Store,AC,BEST FAMILY GROCERY CORPORATION,BEST FAMILY GROCERY,619,CLASSON AVE,BROOKLYN,NY,11238,"{'type': 'Point', 'coordinates': [-73.95843, 40.67939]}",894,,,
KINGS,758677,Store,AC,DELI 200 ALBANY CORP,DELI 200 ALBANY,200,ALBANY AVE,BROOKLYN,NY,11213,"{'type': 'Point', 'coordinates': [-73.93901, 40.67359]}",894,,,
ROCKLAND,758676,Store,AC,R&A GROCERY OF HAVERSTRAW INC,R&A GROCERY OF HAVERSTRAW,36,MAIN ST,HAVERSTRAW,NY,10927,"{'type': 'Point', 'coordinates': [-73.9628, 41.19652]}",531,,,
BRONX,758675,Store,AC,AZ DELI & GRILL NY INC,AZ DELI & GRILL NY,3827,3RD AVE,BRONX,NY,10457,"{'type': 'Point', 'coordinates': [-73.90134, 40.83799]}",307,,,
OTSEGO,758673,Store,AC,UNITED FOOD MARKET INC,UNITED FOOD MARKET,229,MAIN ST,ONEONTA,NY,13820,"{'type': 'Point', 'coordinates': [-75.06135, 42.45444]}",903,,,
RICHMOND,758671,Store,A,TODT HILL MINI MART INC,TODT HILL MINI MART,1060,RICHMOND RD,STATEN ISLAND,NY,10304,"{'type': 'Point', 'coordinates': [-74.09247, 40.60083]}",585,,,
QUEENS,758666,Store,A,TRADER JOES EAST INC,TRADER JOES #565,22-43,JACKSON AVE,LONG ISLAND CITY,NY,11101,"{'type': 'Point', 'coordinates': [-73.94607, 40.74567]}",196,10000,,
NEW YORK,758663,Store,AC,2401 FOOD CORP,KEY FOOD UWS,2401,BROADWAY,NEW YORK,NY,10024,"{'type': 'Point', 'coordinates': [-73.97542, 40.78981]}",749,7200,,
SUFFOLK,758662,Store,AC,ROYAL MINI MART INC,ROYAL MINI MART,3585,YOUNGS AVENUE ###,SOUTHOLD,NY,11971,"{'type': 'Point', 'coordinates': [-72.4304, 41.07166]}",1012,1400,,
NEW YORK,758661,Store,AC,HARLEM FRAGRANCES INC,HARLEM FRAGRANCES,2355,FREDERICK DOUGLAS BLVD,NEW YORK,NY,10027,"{'type': 'Point', 'coordinates': [-73.95051, 40.81106]}",749,2500,,
KINGS,758660,Store,AC,146 COOPER GROCERY CORP,146 COOPER GROCERY,146,COOPER STREET,BROOKLYN,NY,11207,"{'type': 'Point', 'coordinates': [-73.90739, 40.68772]}",894,,,
NEW YORK,758659,Store,AC,ONE 4 ALL MINI MARKET & DELI INC,ONE 4 ALL MINI MARKET & DELI,1862,3RD AVE,NEW YORK,NY,10029,"{'type': 'Point', 'coordinates': [-73.94625, 40.78942]}",749,2200,,
QUEENS,758658,Store,AC,LA FAMILIA GROCERY CORP,LA FAMILIA GROCERY,115-05,SUTPHIN BLVD.,JAMAICA,NY,11434,"{'type': 'Point', 'coordinates': [-73.79269, 40.68466]}",196,1500,,
SCHENECTADY,758657,Store,A,FAZZONE RICHARD L,SAHRS,2068,CURRY RD,SCHENECTADY,NY,12303,"{'type': 'Point', 'coordinates': [-73.95384, 42.77533]}",105,,,
BRONX,758653,Store,AC,GINO DELI GROCERY CORP,GINO DELI GROCERY,935,E 163RD ST  ##,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89653, 40.821]}",307,1200,,
KINGS,758652,Store,AC,RODRIGUEZ FAMILY GROCERY CORP,RODRIGUEZ FAMILY GROCERY,1801,PITKIN AVE,BROOKLYN,NY,11212,"{'type': 'Point', 'coordinates': [-73.90645, 40.67034]}",894,2000,,
WESTCHESTER,758649,Store,AC,RED RUTA LLC,POLISH DELI,225,NEPPERHAN AVE. ###,YONKERS,NY,10701,"{'type': 'Point', 'coordinates': [-73.89189, 40.93505]}",948,,,
BRONX,758647,Store,A,198 99 PLUS CORP,198 99 PLUS,223,E 198TH STREET,BRONX,NY,10458,"{'type': 'Point', 'coordinates': [-73.89006, 40.86961]}",307,,,
CHENANGO,758643,Store,AC,BUTCHERS CUTS & DELI LLC,BUTCHERS CUTS & DELI,153,S. CHENANGO ST,GREENE,NY,13778,"{'type': 'Point', 'coordinates': [-75.77625, 42.32361]}",270,2600,,
KINGS,758642,Store,AC,DOMEE SUSHI INC,DOMEE SUSHI,11,BROADWAY,BROOKLYN,NY,11249,"{'type': 'Point', 'coordinates': [-73.96828, 40.71079]}",894,,,
NASSAU,758641,Store,AC,EXOTIC KREATIONS LLC,ETK,2100,GRAND AVE,BALDWIN,NY,11510,"{'type': 'Point', 'coordinates': [-73.6084, 40.65874]}",62,,,
QUEENS,758640,Store,AC,HJ MART INC,FOOD WORLD,119-14,SUTPHIN BLVD,JAMAICA,NY,11434,"{'type': 'Point', 'coordinates': [-73.79168, 40.67833]}",196,19000,,
NASSAU,758638,Store,AC,MEAT MAVEN LI INC THE,MEAT MAVEN,570,MIDDLE NECK RD. ###,GREAT NECK,NY,11023,"{'type': 'Point', 'coordinates': [-73.73597, 40.80166]}",60,2000,,
MONROE,758637,Store,AC,WEBSTER MARKET INC,7 ELEVEN STORE # 40248A,828,RIDGE RD  ##,WEBSTER,NY,14580,"{'type': 'Point', 'coordinates': [-77.47331, 43.20565]}",534,,,
KINGS,758621,Store,A,GRAB & GO GROCERY INC 1,GRAB & GO GROCERY,879,MOTHER GASTON BLVD,BROOKLYN,NY,11212,"{'type': 'Point', 'coordinates': [-73.90354, 40.6567]}",894,,,
NASSAU,758619,Store,A,3 LEAVES SMOKE SHOP INC,3 LEAVES SMOKE SHOP,301,SOUTH BROADWAY UNIT A  ###,HICKSVILLE,NY,11801,"{'type': 'Point', 'coordinates': [-73.51591, 40.76154]}",59,,,
QUEENS,758615,Store,AC,43-21 DELI & GROCERY CORP,43-21 DELI & GROCERY,43-21,BEACH CHANNEL DRIVE,FAR ROCKAWAY,NY,11691,"{'type': 'Point', 'coordinates': [-73.77553, 40.59568]}",196,800,,
KINGS,758614,Store,AC,3RD STREET DELI INC,3RD STREET DELI,206,7TH AVE,BROOKLYN,NY,11215,"{'type': 'Point', 'coordinates': [-73.97825, 40.67086]}",894,1000,,
KINGS,758613,Store,AC,1626 GOURMET DELI CORP,1626 GOURMET DELI,1626,CORTELYOU ROAD,BROOKLYN,NY,11226,"{'type': 'Point', 'coordinates': [-73.96288, 40.64191]}",894,2000,,
KINGS,758612,Store,AC,284 KINGS HWY INC,284 KINGS HWY,284,KINGS HWY,BROOKLYN,NY,11223,"{'type': 'Point', 'coordinates': [-73.97998, 40.60515]}",894,1500,,
KINGS,758611,Store,AC,728 ORGANIC DELI GROCERY INC,728 ORGANIC DELI GROCERY,728,DRIGGS AVE,BROOKLYN,NY,11211,"{'type': 'Point', 'coordinates': [-73.96043, 40.7129]}",894,,,
NEW YORK,758609,Store,ABC,GOLDEN STEAMER I INC,GOLDEN STEAMER I,210,GRAND ST,NEW YORK,NY,10013,"{'type': 'Point', 'coordinates': [-73.99622, 40.71896]}",749,2500,,
DUTCHESS,758606,Store,AC,UMA 1610 INC,CONVENIENT DELI MARKET,1610,ROUTE 52,FISHKILL,NY,12524,"{'type': 'Point', 'coordinates': [-73.86853, 41.54381]}",596,1000,,
SUFFOLK,758603,Store,AC,7 ELEVEN INC,7-ELEVEN STORE #41835H,750,MONTAUK HWY  ###,BAYPORT,NY,11705,"{'type': 'Point', 'coordinates': [-73.05397, 40.74664]}",1019,3500,,
CHAUTAUQUA,758600,Store,AC,CASA ROUTE 60 LLC,CASSADAGA MARKET,8038,ROUTE 60,CASSADAGA,NY,14718,"{'type': 'Point', 'coordinates': [-79.31144, 42.3512]}",204,15000,,
SUFFOLK,758599,Store,AC,MOST BEER DISTRIBUTOR INC,BELLPORT COLD BEER & SODA,417,STATION RD,BELLPORT,NY,11713,"{'type': 'Point', 'coordinates': [-72.94229, 40.77181]}",1022,2500,,
QUEENS,758597,Store,AC,APEX NEWS & GROCERY CORP,APEX NEWS & GROCERY,95-52,ROOSEVELT AVE,JACKSON HEIGHTS,NY,11372,"{'type': 'Point', 'coordinates': [-73.86968, 40.74914]}",196,,,
ULSTER,758596,Store,AC,MY FAMILY MKT GROCERY & DELI LLC,MY FAMILY MKT GROCERY & DELI,85,CENTER STREET,ELLENVILLE,NY,12428,"{'type': 'Point', 'coordinates': [-74.39416, 41.71612]}",407,1400,,
SUFFOLK,758595,Store,AC,BBALI INC,EDIBLE ARRANGEMENTS,81,E MAIN ST,SMITHTOWN,NY,11787,"{'type': 'Point', 'coordinates': [-73.19108, 40.85581]}",1014,2000,,
HERKIMER,758590,Store,A,WALGREEN EASTERN CO INC,WALGREENS #17603,17,E STATE ST,ILION,NY,13357,"{'type': 'Point', 'coordinates': [-75.0348, 43.0151]}",680,,,
SCHOHARIE,758589,Store,A,FAMILY DOLLAR STORES OF NEW YORK LLC,FAMILY DOLLAR #33907,735,E MAIN ST,COBLESKILL,NY,12043,"{'type': 'Point', 'coordinates': [-74.47649, 42.6795]}",169,,,
WYOMING,758588,Store,A,FAMILY DOLLAR STORES OF NEW YORK LLC,FAMILY DOLLAR #33503,124,N CENTER ST,PERRY,NY,14530,"{'type': 'Point', 'coordinates': [-78.00554, 42.72583]}",394,3000,,
COLUMBIA,758587,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #25025,1475,ROUTE 20,NEW LEBANON,NY,12125,"{'type': 'Point', 'coordinates': [-73.4644, 42.48652]}",512,,,
NASSAU,758583,Store,AC,INVERSIONES ALMONTE DELI CORP,INVERSIONES ALMONTE,85,N MAIN ST,FREEPORT,NY,11520,"{'type': 'Point', 'coordinates': [-73.58521, 40.65966]}",62,500,,
RICHMOND,758581,Store,A,LUX CONVENIENCE CORP,LUX CONVENIENCE,197,BROAD ST.,STATEN ISLAND,NY,10304,"{'type': 'Point', 'coordinates': [-74.08139, 40.62403]}",585,,,
SCHENECTADY,758579,Store,AC,SURIANOS DELI INC,SURIANOS DELI,140B,CLINTON STREET,SCHENECTADY,NY,12305,"{'type': 'Point', 'coordinates': [-73.94022, 42.8128]}",104,3200,,
BROOME,758578,Store,A,DOWNTOWN EXPRESS SMOKE SHOP INC,DOWNTOWN EXPRESS SMOKE SHOP,165,COURT ST  ##,BINGHAMTON,NY,13901,"{'type': 'Point', 'coordinates': [-75.90746, 42.09977]}",968,,,
