county,license_number,operation_type,estab_type,entity_name,dba_name,street_number,street_name,city,state,zip_code,georeference,:@computed_region_yamh_8v7k,square_footage,address_line_2,address_line_3,longitude,latitude,snap_eligible,snap_ever_authorized,snap_match_method,snap_record_id,snap_store_name,snap_store_type,snap_auth_date,snap_end_date,snap_match_distance_m
BRONX,715252,Store,AC,FMM DIGITAL ENTERPRISES CORP,FULTON FISH MARKET,800,FOOD CENTER DRIVE UNIT 3-4,BRONX,NY,10474,"{'type': 'Point', 'coordinates': [-73.87625, 40.80434]}",307,3000.0,,,-73.87625,40.80434,0,0,none,,,,,,
BRONX,713735,Store,AC,LA MINA MINI MARKET CORP,LA MINA MINI MARKET,1000,HOE AVE,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89044, 40.82335]}",307,1500.0,,,-73.89044,40.82335,1,1,address,1168743.0,La Mina Mini Market Corp,Small Grocery Store,9/2/2022,,0.0
BRONX,713293,Store,AC,CHANNELS DELI GROCERY INC,CHANNELS DELI GROCERY,910,PROSPECT AVE,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.90091, 40.82136]}",307,900.0,,,-73.90091,40.82136,0,1,address,1186501.0,Channel S Deli Grocery Inc,Convenience Store,9/30/2015,7/24/2017,0.0
BRONX,711580,Store,AC,SOUTHERN SEAFOOD MARKET INC,SOUTHERN FISH MARKET,1037E,163ST,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89141, 40.82099]}",307,2000.0,,,-73.89141,40.82099,1,1,spatial,1609305.0,Casita Maria Deli Corp,Convenience Store,8/26/2024,,13.7
BRONX,711438,Store,AC,MUKTI 1360 PETROLEUM INC,BP FOOD SHOP,1360,BRUCKNER BLVD  ###,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.88547, 40.82248]}",307,1500.0,,,-73.88547,40.82248,0,0,none,,,,,,
BRONX,707988,Store,AC,EL VALLE PRODUCE & DELI INC,EL VALLE PRODUCE & DELI,796,SOUTHERN BLVD,BRONX,NY,10455,"{'type': 'Point', 'coordinates': [-73.89646, 40.81608]}",307,2000.0,,,-73.89646,40.81608,0,1,address,1109328.0,El Valle Produce & Deli Inc.,Small Grocery Store,9/16/2013,3/16/2018,0.0
BRONX,707170,Store,A,ALDUS 99 CENT DISCOUNT STORE CORP,ALDUS 99 CENTS DISCOUNT STORE,951,HOE AVE,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.8904, 40.82295]}",307,,,,-73.8904,40.82295,1,1,address,1150883.0,Aldus 99 Cents Discount Store Corp / 99 Cents Disc,Combination Grocery/Other,8/29/2019,,0.0
BRONX,705333,Store,AC,GUERRERO UBALDO,MEXICAN DELI INC,1302-1304,LAFAYETTE AVE,BRONX,NY,10474,"{'type': 'Point', 'coordinates': [-73.88689, 40.81682]}",307,600.0,,,-73.88689,40.81682,0,1,address,1093302.0,Ubaldo Guerrero Dba Mexicano Deli,Convenience Store,3/13/2013,3/16/2018,0.0
BRONX,704892,Store,AC,950 FAIR FOOD CORP,FINE FARE SUPERMARKET,950,WESTCHESTER AVE,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89614, 40.82248]}",307,10000.0,,,-73.89614,40.82248,1,1,address,1083359.0,950 Fair Food Corp/Fine Fare Supermarket,Supermarket,11/29/2012,,0.0
BRONX,704399,Store,ABCK,OVEN ARTISANS LLC,ORWASHERS,1187,E 156TH ST,BRONX,NY,10474,"{'type': 'Point', 'coordinates': [-73.89263, 40.81244]}",307,8000.0,,,-73.89263,40.81244,0,0,none,,,,,,
BRONX,609927,Store,AC,R&E CORP,C TOWN SUPERMARKET,809,SOUTHERN BLVD,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89547, 40.81703]}",307,7500.0,,,-73.89547,40.81703,1,1,address,324409.0,R & E CORP/C-TOWN,Supermarket,2/28/1984,,0.0
BRONX,609069,Store,AC,REYES MEXICAN DELI INC,REYES MEXICAN DELI,998,LONGWOOD AVE #6,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89735, 40.81699]}",307,400.0,,,-73.89735,40.81699,0,1,address,1406984.0,Reyes Mexican Deli Inc,Convenience Store,8/14/2020,2/26/2024,0.0
BRONX,609037,Store,AC,JYJ DELI GROCERY CORP,JYJ DELI GROCERY,968,E 165TH ST,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89445, 40.82396]}",307,800.0,,,-73.89445,40.82396,1,1,address,988706.0,JYJ Deli Grocery Corp,Medium Grocery Store,3/31/2011,,0.0
BRONX,608886,Store,AC,J&W FOOD CENTER CORP,J&W FOOD CENTER,990,LEGGETT AVE,BRONX,NY,10455,"{'type': 'Point', 'coordinates': [-73.8998, 40.81444]}",307,2000.0,,,-73.8998,40.81444,1,1,address,973674.0,J & W Food Center Corp,Small Grocery Store,10/6/2010,,0.0
BRONX,608872,Store,AC,PAULINO DELI GROCERY INC,PAULINO DELI GROCERY,798,HUNTS PT AVE,BRONX,NY,10474,"{'type': 'Point', 'coordinates': [-73.88784, 40.81648]}",307,1100.0,,,-73.88784,40.81648,1,1,address,967770.0,Paulino Deli Grocery Corp,Small Grocery Store,9/23/2021,,0.0
BRONX,608800,Store,AC,CACAO DELI GROCERY CORP,CACAO DELI GROCERY,918,FAILE ST #1,BRONX,NY,10474,"{'type': 'Point', 'coordinates': [-73.88806, 40.82041]}",307,1200.0,,,-73.88806,40.82041,0,1,address,963234.0,Cacao Deli Grocery Corp,Convenience Store,5/14/2019,8/12/2024,0.0
BRONX,608767,Store,AC,BROTHERHOOD GOURMET DELI CORP,BROTHERHOOD GOURMET DEL,703,SOUTHERN BLVD,BRONX,NY,10455,"{'type': 'Point', 'coordinates': [-73.89897, 40.81366]}",307,1800.0,,,-73.89897,40.81366,1,1,address,1641074.0,703 Habibi Halal Deli Inc 1,Convenience Store,4/25/2025,,0.0
BRONX,608748,Store,AC,543 NORTH DELI GROCERY INC,543 NORTH DELI GROCERY,543,SOUTHERN BLVD,BRONX,NY,10455,"{'type': 'Point', 'coordinates': [-73.90385, 40.81221]}",307,2000.0,,,-73.90385,40.81221,1,1,address,1648445.0,543 North Deli Grocery Inc,Convenience Store,4/21/2025,,0.0
BRONX,608378,Store,AC,TRONCOSO DELI GROCERY CORP,TRONCOSO DELI GROCERY,590,SOUTHERN BLVD,BRONX,NY,10455,"{'type': 'Point', 'coordinates': [-73.90182, 40.81279]}",307,1800.0,,,-73.90182,40.81279,0,1,address,910323.0,Troncoso Deli Grocery Corp,Small Grocery Store,9/14/2009,12/27/2016,0.0
BRONX,608221,Store,AC,SWEET GROCERY & CANDY CORP,SWEET DELI&GROCERY,956,INTERVALE AVE,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89688, 40.82166]}",307,1000.0,,,-73.89688,40.82166,1,1,address,1497635.0,Sweet Grocery & Candy Corp,Small Grocery Store,6/15/2022,,0.0
BRONX,607755,Store,ACHDK,WORLD WIDE DIRECT SEAFOOD LLC,WORLD WIDE DIRECT SEAFD,800,FOOD CENTER DR  UNIT 13,BRONX,NY,10474,"{'type': 'Point', 'coordinates': [-73.87625, 40.80434]}",307,5500.0,,,-73.87625,40.80434,0,0,none,,,,,,
BRONX,607615,Store,AC,LOS HIJOS DEL CHORRO DELI GR CORP,LOS HIJOS DE CHORRO DEL,701-703,FAILE ST,BRONX,NY,10474,"{'type': 'Point', 'coordinates': [-73.88655, 40.81477]}",307,1400.0,,,-73.88655,40.81477,1,1,address,1660925.0,Los Hijos de Chorro Deli Grocery Corp.,Medium Grocery Store,6/26/2025,,0.0
BRONX,607147,Store,AC,EVOLUTION GOURMET DELI CORP,EVOLUTION GOURMET,923,PROSPECT AVE,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.90071, 40.82185]}",307,0.0,,,-73.90071,40.82185,1,1,spatial,1241647.0,Maria Food Market Corp.,Medium Grocery Store,7/7/2016,,11.1
BRONX,606738,Store,AC,MEJIA MINI MARKET CORP,CASTILLO FAMILY GROCERY,1010,LONGWOOD AVE,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89683, 40.81668]}",307,1500.0,,,-73.89683,40.81668,1,1,address,784852.0,Mejia Mini Market Corp,Small Grocery Store,7/14/2006,,0.0
BRONX,606630,Store,AC,DELI FARMS CORP,DELI FARMS,850,LONGWOOD AVE,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.90144, 40.81944]}",307,2000.0,,,-73.90144,40.81944,0,1,address,839728.0,Deli Farms Corporation,Small Grocery Store,1/16/2008,4/20/2016,0.0
BRONX,606156,Store,AC,D&A 724 FOOD CORP,FOOD UNIVERSE,724,HUNTS PT AVE,BRONX,NY,10474,"{'type': 'Point', 'coordinates': [-73.88669, 40.81536]}",307,8000.0,,,-73.88669,40.81536,1,1,address,740422.0,D & A 724 Food Corp/Food Universe,Supermarket,1/19/2005,,0.0
BRONX,604974,Store,A,RITE AID OF NEW YORK INC,RITE AID PHARMACY 03844,950-960,SOUTHERN BLVD,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.891636, 40.821302]}",307,5000.0,,,-73.891636,40.821302,0,1,address,269871.0,Rite Aid 3844,Combination Grocery/Other,7/30/1996,11/11/2025,0.0
BRONX,604501,Store,AC,A&G DELI GROCERY CORP,A&G DELI GROCERY,931,FOX ST,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89387, 40.82072]}",307,1600.0,,,-73.89387,40.82072,1,1,address,1108520.0,A & G Deli Grocery Corp,Small Grocery Store,8/1/2013,,0.0
BRONX,603764,Store,AC,1029 SIMPSON DELI & GROCERY CORP,1029 SIMPSON DELI&GROCERY,1029,WESTCHESTER AVE,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89298, 40.82414]}",307,1800.0,,,-73.89298,40.82414,1,1,address,662612.0,1029 Simpson Deli & Grocery Corp,Medium Grocery Store,11/15/2023,,0.0
BRONX,603652,Store,AC,FT MEAT CORP,FOOD FAIR FRESH MARKET,1065,E 163RD ST,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89071, 40.821]}",307,13000.0,,,-73.89071,40.821,1,1,address,643004.0,FT MEAT CORP,Super Store,10/23/2001,,0.0
BRONX,601435,Store,AC,B&ME FOOD CORP,KEY FOOD,1050,WESTCHESTER AVE,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.8914, 40.82494]}",307,15000.0,,,-73.8914,40.82494,1,1,address,452248.0,B & ME FOOD CORP,Super Store,8/29/1996,,0.0
BRONX,600580,Store,AC,GOMEZ EDWARD,MATA E CANA DELI & GRCY,911,E 156TH ST,BRONX,NY,10455,"{'type': 'Point', 'coordinates': [-73.90103, 40.81692]}",307,1500.0,,,-73.90103,40.81692,1,1,address,960130.0,Mata E Cana Deli Grocery,Convenience Store,12/11/2024,,0.0
BRONX,600350,Store,AC,RODRIGUEZ RAMON A,RODRIGUEZ GROCERY,753,FOX ST,BRONX,NY,10455,"{'type': 'Point', 'coordinates': [-73.89822, 40.81566]}",307,1500.0,,,-73.89822,40.81566,1,1,address,463379.0,RODRIGUEZ GROCERY,Convenience Store,9/14/1995,,0.0
BRONX,600246,Store,ABC,564 GROCERY INC,C-TOWN SUPERMARKET,564,SOUTHERN BLVD,BRONX,NY,10455,"{'type': 'Point', 'coordinates': [-73.90281, 40.81251]}",307,8000.0,,,-73.90281,40.81251,1,1,address,240733.0,564 GROCERY INC,Super Store,8/14/1984,,0.0
BRONX,600187,Store,AC,ALMANZAR GROCERY&FOOD CORP,ALMANZAR GROCERY&FOOD,854,INTERVALE AVE,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89562, 40.81801]}",307,1000.0,,,-73.89562,40.81801,1,1,address,374526.0,ALMANZAR GROCERY & FOOD CORP,Convenience Store,7/17/2018,,0.0
