camis,dba,boro,building,street,zipcode,cuisine_description,latitude,longitude,inspection_date,grade,score
40885478,ROCA TONE SEAFOOD RESTAURANT,Bronx,3740,WHITE PLAINS ROAD,10467,Caribbean,40.882582308452,-73.863343365724,2024-01-12T00:00:00.000,,31
40885478,ROCA TONE SEAFOOD RESTAURANT,Bronx,3740,WHITE PLAINS ROAD,10467,Caribbean,40.882582308452,-73.863343365724,2024-01-12T00:00:00.000,,31
40885478,ROCA TONE SEAFOOD RESTAURANT,Bronx,3740,WHITE PLAINS ROAD,10467,Caribbean,40.882582308452,-73.863343365724,2024-01-12T00:00:00.000,,31
40885478,ROCA TONE SEAFOOD RESTAURANT,Bronx,3740,WHITE PLAINS ROAD,10467,Caribbean,40.882582308452,-73.863343365724,2024-01-12T00:00:00.000,,31
40885478,ROCA TONE SEAFOOD RESTAURANT,Bronx,3740,WHITE PLAINS ROAD,10467,Caribbean,40.882582308452,-73.863343365724,2024-01-12T00:00:00.000,,31
40885478,ROCA TONE SEAFOOD RESTAURANT,Bronx,3740,WHITE PLAINS ROAD,10467,Caribbean,40.882582308452,-73.863343365724,2022-08-24T00:00:00.000,B,20
40885478,ROCA TONE SEAFOOD RESTAURANT,Bronx,3740,WHITE PLAINS ROAD,10467,Caribbean,40.882582308452,-73.863343365724,2022-08-24T00:00:00.000,B,20
40885478,ROCA TONE SEAFOOD RESTAURANT,Bronx,3740,WHITE PLAINS ROAD,10467,Caribbean,40.882582308452,-73.863343365724,2022-08-24T00:00:00.000,B,20
40885478,ROCA TONE SEAFOOD RESTAURANT,Bronx,3740,WHITE PLAINS ROAD,10467,Caribbean,40.882582308452,-73.863343365724,2022-08-24T00:00:00.000,B,20
40885478,ROCA TONE SEAFOOD RESTAURANT,Bronx,3740,WHITE PLAINS ROAD,10467,Caribbean,40.882582308452,-73.863343365724,2022-08-24T00:00:00.000,B,20
40885478,ROCA TONE SEAFOOD RESTAURANT,Bronx,3740,WHITE PLAINS ROAD,10467,Caribbean,40.882582308452,-73.863343365724,2022-02-08T00:00:00.000,,9
40885478,ROCA TONE SEAFOOD RESTAURANT,Bronx,3740,WHITE PLAINS ROAD,10467,Caribbean,40.882582308452,-73.863343365724,2022-02-08T00:00:00.000,,9
40885478,ROCA TONE SEAFOOD RESTAURANT,Bronx,3740,WHITE PLAINS ROAD,10467,Caribbean,40.882582308452,-73.863343365724,2022-02-08T00:00:00.000,,9
41011367,MEXICANA DELI GROCERY,Bronx,339,EAST  204 STREET,10467,Mexican,40.872215318406,-73.877835343375,2026-05-11T00:00:00.000,A,11
41011367,MEXICANA DELI GROCERY,Bronx,339,EAST  204 STREET,10467,Mexican,40.872215318406,-73.877835343375,2026-05-11T00:00:00.000,A,11
41011367,MEXICANA DELI GROCERY,Bronx,339,EAST  204 STREET,10467,Mexican,40.872215318406,-73.877835343375,2026-05-11T00:00:00.000,A,11
41011367,MEXICANA DELI GROCERY,Bronx,339,EAST  204 STREET,10467,Mexican,40.872215318406,-73.877835343375,2024-12-17T00:00:00.000,A,13
41011367,MEXICANA DELI GROCERY,Bronx,339,EAST  204 STREET,10467,Mexican,40.872215318406,-73.877835343375,2024-12-17T00:00:00.000,A,13
41011367,MEXICANA DELI GROCERY,Bronx,339,EAST  204 STREET,10467,Mexican,40.872215318406,-73.877835343375,2023-09-26T00:00:00.000,A,11
41011367,MEXICANA DELI GROCERY,Bronx,339,EAST  204 STREET,10467,Mexican,40.872215318406,-73.877835343375,2023-09-26T00:00:00.000,A,11
