NAME,B11001_001E,state,county,tract,GEOID,year
Census Tract 1; Bronx County; New York,0,36,005,000100,36005000100,2023
Census Tract 54; Bronx County; New York,1702,36,005,005400,36005005400,2023
Census Tract 56; Bronx County; New York,1025,36,005,005600,36005005600,2023
Census Tract 59.02; Bronx County; New York,1286,36,005,005902,36005005902,2023
Census Tract 60; Bronx County; New York,385,36,005,006000,36005006000,2023
Census Tract 61; Bronx County; New York,1940,36,005,006100,36005006100,2023
Census Tract 62; Bronx County; New York,2489,36,005,006200,36005006200,2023
Census Tract 63.01; Bronx County; New York,2584,36,005,006301,36005006301,2023
Census Tract 63.02; Bronx County; New York,0,36,005,006302,36005006302,2023
Census Tract 64; Bronx County; New York,1407,36,005,006400,36005006400,2023
Census Tract 65; Bronx County; New York,2153,36,005,006500,36005006500,2023
Census Tract 67; Bronx County; New York,2595,36,005,006700,36005006700,2023
Census Tract 68; Bronx County; New York,917,36,005,006800,36005006800,2023
Census Tract 69; Bronx County; New York,2804,36,005,006900,36005006900,2023
Census Tract 70; Bronx County; New York,1373,36,005,007000,36005007000,2023
Census Tract 71; Bronx County; New York,1386,36,005,007100,36005007100,2023
Census Tract 72; Bronx County; New York,1623,36,005,007200,36005007200,2023
Census Tract 73; Bronx County; New York,1552,36,005,007300,36005007300,2023
Census Tract 74; Bronx County; New York,1380,36,005,007400,36005007400,2023
Census Tract 75; Bronx County; New York,2449,36,005,007500,36005007500,2023
Census Tract 76; Bronx County; New York,1825,36,005,007600,36005007600,2023
Census Tract 77; Bronx County; New York,591,36,005,007700,36005007700,2023
Census Tract 78; Bronx County; New York,1981,36,005,007800,36005007800,2023
Census Tract 79; Bronx County; New York,2290,36,005,007900,36005007900,2023
Census Tract 83; Bronx County; New York,2239,36,005,008300,36005008300,2023
Census Tract 84; Bronx County; New York,1008,36,005,008400,36005008400,2023
Census Tract 85; Bronx County; New York,2110,36,005,008500,36005008500,2023
Census Tract 86; Bronx County; New York,1539,36,005,008600,36005008600,2023
Census Tract 87; Bronx County; New York,2109,36,005,008700,36005008700,2023
Census Tract 89; Bronx County; New York,1327,36,005,008900,36005008900,2023
Census Tract 90; Bronx County; New York,1221,36,005,009000,36005009000,2023
Census Tract 92; Bronx County; New York,1871,36,005,009200,36005009200,2023
Census Tract 93.01; Bronx County; New York,1918,36,005,009301,36005009301,2023
Census Tract 93.02; Bronx County; New York,0,36,005,009302,36005009302,2023
Census Tract 96; Bronx County; New York,835,36,005,009600,36005009600,2023
Census Tract 98; Bronx County; New York,1680,36,005,009800,36005009800,2023
Census Tract 110; Bronx County; New York,0,36,005,011000,36005011000,2023
Census Tract 115.02; Bronx County; New York,1507,36,005,011502,36005011502,2023
Census Tract 117.01; Bronx County; New York,492,36,005,011701,36005011701,2023
Census Tract 117.02; Bronx County; New York,0,36,005,011702,36005011702,2023
Census Tract 118; Bronx County; New York,1566,36,005,011800,36005011800,2023
Census Tract 119; Bronx County; New York,1874,36,005,011900,36005011900,2023
Census Tract 121.01; Bronx County; New York,1055,36,005,012101,36005012101,2023
Census Tract 121.02; Bronx County; New York,548,36,005,012102,36005012102,2023
Census Tract 123; Bronx County; New York,1710,36,005,012300,36005012300,2023
Census Tract 125; Bronx County; New York,1418,36,005,012500,36005012500,2023
Census Tract 127.01; Bronx County; New York,775,36,005,012701,36005012701,2023
Census Tract 129.01; Bronx County; New York,1653,36,005,012901,36005012901,2023
Census Tract 130; Bronx County; New York,444,36,005,013000,36005013000,2023
Census Tract 131; Bronx County; New York,2240,36,005,013100,36005013100,2023
Census Tract 132; Bronx County; New York,2609,36,005,013200,36005013200,2023
Census Tract 133; Bronx County; New York,2191,36,005,013300,36005013300,2023
Census Tract 135; Bronx County; New York,1485,36,005,013500,36005013500,2023
Census Tract 138; Bronx County; New York,1250,36,005,013800,36005013800,2023
Census Tract 141; Bronx County; New York,2957,36,005,014100,36005014100,2023
Census Tract 143; Bronx County; New York,697,36,005,014300,36005014300,2023
Census Tract 144; Bronx County; New York,2318,36,005,014400,36005014400,2023
Census Tract 145; Bronx County; New York,2381,36,005,014500,36005014500,2023
Census Tract 147.01; Bronx County; New York,2052,36,005,014701,36005014701,2023
Census Tract 147.02; Bronx County; New York,1881,36,005,014702,36005014702,2023
Census Tract 149; Bronx County; New York,1535,36,005,014900,36005014900,2023
Census Tract 151; Bronx County; New York,2146,36,005,015100,36005015100,2023
Census Tract 152; Bronx County; New York,976,36,005,015200,36005015200,2023
Census Tract 153; Bronx County; New York,1749,36,005,015300,36005015300,2023
Census Tract 155; Bronx County; New York,1085,36,005,015500,36005015500,2023
Census Tract 157; Bronx County; New York,2267,36,005,015700,36005015700,2023
Census Tract 158; Bronx County; New York,534,36,005,015800,36005015800,2023
Census Tract 159; Bronx County; New York,929,36,005,015900,36005015900,2023
Census Tract 160; Bronx County; New York,1543,36,005,016000,36005016000,2023
Census Tract 161; Bronx County; New York,2127,36,005,016100,36005016100,2023
Census Tract 162; Bronx County; New York,497,36,005,016200,36005016200,2023
Census Tract 163; Bronx County; New York,0,36,005,016300,36005016300,2023
Census Tract 164; Bronx County; New York,391,36,005,016400,36005016400,2023
Census Tract 165; Bronx County; New York,360,36,005,016500,36005016500,2023
Census Tract 166; Bronx County; New York,833,36,005,016600,36005016600,2023
Census Tract 167; Bronx County; New York,1123,36,005,016700,36005016700,2023
Census Tract 169; Bronx County; New York,605,36,005,016900,36005016900,2023
Census Tract 171; Bronx County; New York,0,36,005,017100,36005017100,2023
Census Tract 173; Bronx County; New York,2226,36,005,017300,36005017300,2023
Census Tract 175; Bronx County; New York,3035,36,005,017500,36005017500,2023
Census Tract 177.01; Bronx County; New York,1397,36,005,017701,36005017701,2023
Census Tract 177.02; Bronx County; New York,1681,36,005,017702,36005017702,2023
Census Tract 179.01; Bronx County; New York,1689,36,005,017901,36005017901,2023
Census Tract 179.02; Bronx County; New York,1305,36,005,017902,36005017902,2023
Census Tract 181.01; Bronx County; New York,1048,36,005,018101,36005018101,2023
Census Tract 181.02; Bronx County; New York,2161,36,005,018102,36005018102,2023
Census Tract 183.01; Bronx County; New York,2017,36,005,018301,36005018301,2023
Census Tract 183.02; Bronx County; New York,1467,36,005,018302,36005018302,2023
Census Tract 184; Bronx County; New York,1376,36,005,018400,36005018400,2023
Census Tract 185.01; Bronx County; New York,1381,36,005,018501,36005018501,2023
Census Tract 185.02; Bronx County; New York,2156,36,005,018502,36005018502,2023
Census Tract 189; Bronx County; New York,2925,36,005,018900,36005018900,2023
Census Tract 193; Bronx County; New York,2418,36,005,019300,36005019300,2023
Census Tract 194; Bronx County; New York,686,36,005,019400,36005019400,2023
Census Tract 195; Bronx County; New York,2672,36,005,019500,36005019500,2023
Census Tract 197; Bronx County; New York,2462,36,005,019700,36005019700,2023
Census Tract 199; Bronx County; New York,3162,36,005,019900,36005019900,2023
Census Tract 200; Bronx County; New York,1467,36,005,020000,36005020000,2023
Census Tract 201; Bronx County; New York,1439,36,005,020100,36005020100,2023
Census Tract 202; Bronx County; New York,1000,36,005,020200,36005020200,2023
Census Tract 204; Bronx County; New York,987,36,005,020400,36005020400,2023
Census Tract 205.01; Bronx County; New York,2652,36,005,020501,36005020501,2023
Census Tract 205.02; Bronx County; New York,1016,36,005,020502,36005020502,2023
Census Tract 206.01; Bronx County; New York,1028,36,005,020601,36005020601,2023
Census Tract 209; Bronx County; New York,1989,36,005,020900,36005020900,2023
Census Tract 210.01; Bronx County; New York,3570,36,005,021001,36005021001,2023
Census Tract 210.02; Bronx County; New York,3046,36,005,021002,36005021002,2023
Census Tract 211; Bronx County; New York,2057,36,005,021100,36005021100,2023
Census Tract 212; Bronx County; New York,2356,36,005,021200,36005021200,2023
Census Tract 213.01; Bronx County; New York,450,36,005,021301,36005021301,2023
Census Tract 213.02; Bronx County; New York,2361,36,005,021302,36005021302,2023
Census Tract 215.01; Bronx County; New York,1314,36,005,021501,36005021501,2023
Census Tract 215.02; Bronx County; New York,2228,36,005,021502,36005021502,2023
Census Tract 216.01; Bronx County; New York,1564,36,005,021601,36005021601,2023
Census Tract 216.02; Bronx County; New York,2389,36,005,021602,36005021602,2023
Census Tract 217; Bronx County; New York,1839,36,005,021700,36005021700,2023
Census Tract 218; Bronx County; New York,2294,36,005,021800,36005021800,2023
Census Tract 219; Bronx County; New York,419,36,005,021900,36005021900,2023
Census Tract 220; Bronx County; New York,634,36,005,022000,36005022000,2023
Census Tract 221.01; Bronx County; New York,1301,36,005,022101,36005022101,2023
Census Tract 221.02; Bronx County; New York,1641,36,005,022102,36005022102,2023
Census Tract 222; Bronx County; New York,1110,36,005,022200,36005022200,2023
Census Tract 223; Bronx County; New York,2154,36,005,022300,36005022300,2023
Census Tract 224.01; Bronx County; New York,967,36,005,022401,36005022401,2023
Census Tract 224.03; Bronx County; New York,1106,36,005,022403,36005022403,2023
Census Tract 224.04; Bronx County; New York,1933,36,005,022404,36005022404,2023
Census Tract 225; Bronx County; New York,2336,36,005,022500,36005022500,2023
Census Tract 227.01; Bronx County; New York,2045,36,005,022701,36005022701,2023
Census Tract 227.02; Bronx County; New York,548,36,005,022702,36005022702,2023
Census Tract 227.03; Bronx County; New York,708,36,005,022703,36005022703,2023
Census Tract 228; Bronx County; New York,2317,36,005,022800,36005022800,2023
Census Tract 229.01; Bronx County; New York,1964,36,005,022901,36005022901,2023
Census Tract 229.02; Bronx County; New York,1157,36,005,022902,36005022902,2023
Census Tract 230; Bronx County; New York,963,36,005,023000,36005023000,2023
Census Tract 231; Bronx County; New York,410,36,005,023100,36005023100,2023
Census Tract 232; Bronx County; New York,862,36,005,023200,36005023200,2023
Census Tract 233.01; Bronx County; New York,1648,36,005,023301,36005023301,2023
Census Tract 233.02; Bronx County; New York,1037,36,005,023302,36005023302,2023
Census Tract 235.01; Bronx County; New York,1244,36,005,023501,36005023501,2023
Census Tract 235.02; Bronx County; New York,1607,36,005,023502,36005023502,2023
Census Tract 236; Bronx County; New York,557,36,005,023600,36005023600,2023
Census Tract 237.02; Bronx County; New York,323,36,005,023702,36005023702,2023
Census Tract 237.03; Bronx County; New York,1804,36,005,023703,36005023703,2023
Census Tract 237.04; Bronx County; New York,1452,36,005,023704,36005023704,2023
Census Tract 238; Bronx County; New York,743,36,005,023800,36005023800,2023
Census Tract 239; Bronx County; New York,2663,36,005,023900,36005023900,2023
Census Tract 240; Bronx County; New York,1351,36,005,024000,36005024000,2023
Census Tract 241; Bronx County; New York,2350,36,005,024100,36005024100,2023
Census Tract 243; Bronx County; New York,1985,36,005,024300,36005024300,2023
Census Tract 244; Bronx County; New York,831,36,005,024400,36005024400,2023
Census Tract 245.01; Bronx County; New York,1591,36,005,024501,36005024501,2023
Census Tract 245.02; Bronx County; New York,1259,36,005,024502,36005024502,2023
Census Tract 246; Bronx County; New York,793,36,005,024600,36005024600,2023
Census Tract 247; Bronx County; New York,742,36,005,024700,36005024700,2023
Census Tract 248; Bronx County; New York,1210,36,005,024800,36005024800,2023
Census Tract 249; Bronx County; New York,0,36,005,024900,36005024900,2023
Census Tract 250; Bronx County; New York,936,36,005,025000,36005025000,2023
Census Tract 251; Bronx County; New York,2313,36,005,025100,36005025100,2023
Census Tract 252; Bronx County; New York,895,36,005,025200,36005025200,2023
Census Tract 253; Bronx County; New York,1856,36,005,025300,36005025300,2023
Census Tract 254; Bronx County; New York,764,36,005,025400,36005025400,2023
Census Tract 255; Bronx County; New York,2357,36,005,025500,36005025500,2023
Census Tract 256; Bronx County; New York,611,36,005,025600,36005025600,2023
Census Tract 257; Bronx County; New York,684,36,005,025700,36005025700,2023
Census Tract 261; Bronx County; New York,1154,36,005,026100,36005026100,2023
Census Tract 263; Bronx County; New York,2178,36,005,026300,36005026300,2023
Census Tract 264; Bronx County; New York,2165,36,005,026400,36005026400,2023
Census Tract 265; Bronx County; New York,2341,36,005,026500,36005026500,2023
Census Tract 266.01; Bronx County; New York,1359,36,005,026601,36005026601,2023
Census Tract 266.02; Bronx County; New York,2459,36,005,026602,36005026602,2023
Census Tract 267.01; Bronx County; New York,1294,36,005,026701,36005026701,2023
Census Tract 267.02; Bronx County; New York,2651,36,005,026702,36005026702,2023
Census Tract 269; Bronx County; New York,1905,36,005,026900,36005026900,2023
Census Tract 273; Bronx County; New York,2954,36,005,027300,36005027300,2023
Census Tract 274.01; Bronx County; New York,1783,36,005,027401,36005027401,2023
Census Tract 274.02; Bronx County; New York,1288,36,005,027402,36005027402,2023
Census Tract 276; Bronx County; New York,18,36,005,027600,36005027600,2023
Census Tract 277; Bronx County; New York,1789,36,005,027700,36005027700,2023
Census Tract 279; Bronx County; New York,2978,36,005,027900,36005027900,2023
Census Tract 281; Bronx County; New York,1685,36,005,028100,36005028100,2023
Census Tract 283; Bronx County; New York,1037,36,005,028300,36005028300,2023
Census Tract 284; Bronx County; New York,0,36,005,028400,36005028400,2023
Census Tract 285; Bronx County; New York,1781,36,005,028500,36005028500,2023
Census Tract 286; Bronx County; New York,500,36,005,028600,36005028600,2023
Census Tract 287; Bronx County; New York,1247,36,005,028700,36005028700,2023
Census Tract 288; Bronx County; New York,1026,36,005,028800,36005028800,2023
Census Tract 289; Bronx County; New York,1942,36,005,028900,36005028900,2023
Census Tract 293.01; Bronx County; New York,926,36,005,029301,36005029301,2023
Census Tract 293.02; Bronx County; New York,2595,36,005,029302,36005029302,2023
Census Tract 295; Bronx County; New York,2098,36,005,029500,36005029500,2023
Census Tract 296; Bronx County; New York,1031,36,005,029600,36005029600,2023
Census Tract 297; Bronx County; New York,1856,36,005,029700,36005029700,2023
Census Tract 300; Bronx County; New York,2494,36,005,030000,36005030000,2023
Census Tract 301; Bronx County; New York,659,36,005,030100,36005030100,2023
Census Tract 302.01; Bronx County; New York,1656,36,005,030201,36005030201,2023
Census Tract 302.02; Bronx County; New York,2634,36,005,030202,36005030202,2023
Census Tract 307.01; Bronx County; New York,2413,36,005,030701,36005030701,2023
Census Tract 309; Bronx County; New York,1406,36,005,030900,36005030900,2023
Census Tract 310; Bronx County; New York,1266,36,005,031000,36005031000,2023
Census Tract 312; Bronx County; New York,560,36,005,031200,36005031200,2023
Census Tract 314; Bronx County; New York,597,36,005,031400,36005031400,2023
Census Tract 316; Bronx County; New York,716,36,005,031600,36005031600,2023
Census Tract 318; Bronx County; New York,572,36,005,031800,36005031800,2023
Census Tract 319; Bronx County; New York,4,36,005,031900,36005031900,2023
Census Tract 323; Bronx County; New York,2725,36,005,032300,36005032300,2023
Census Tract 324; Bronx County; New York,1256,36,005,032400,36005032400,2023
Census Tract 326; Bronx County; New York,1061,36,005,032600,36005032600,2023
Census Tract 328; Bronx County; New York,1463,36,005,032800,36005032800,2023
Census Tract 330; Bronx County; New York,2164,36,005,033000,36005033000,2023
Census Tract 332.01; Bronx County; New York,2311,36,005,033201,36005033201,2023
Census Tract 332.02; Bronx County; New York,1481,36,005,033202,36005033202,2023
Census Tract 334; Bronx County; New York,4,36,005,033400,36005033400,2023
Census Tract 335; Bronx County; New York,761,36,005,033500,36005033500,2023
Census Tract 336.01; Bronx County; New York,2178,36,005,033601,36005033601,2023
Census Tract 336.02; Bronx County; New York,572,36,005,033602,36005033602,2023
Census Tract 337; Bronx County; New York,1041,36,005,033700,36005033700,2023
Census Tract 338.01; Bronx County; New York,893,36,005,033801,36005033801,2023
Census Tract 338.02; Bronx County; New York,531,36,005,033802,36005033802,2023
Census Tract 340; Bronx County; New York,1825,36,005,034000,36005034000,2023
Census Tract 342; Bronx County; New York,637,36,005,034200,36005034200,2023
Census Tract 343; Bronx County; New York,576,36,005,034300,36005034300,2023
Census Tract 344; Bronx County; New York,621,36,005,034400,36005034400,2023
Census Tract 345; Bronx County; New York,1608,36,005,034500,36005034500,2023
Census Tract 348; Bronx County; New York,2163,36,005,034800,36005034800,2023
Census Tract 350; Bronx County; New York,757,36,005,035000,36005035000,2023
Census Tract 351; Bronx County; New York,1330,36,005,035100,36005035100,2023
Census Tract 356; Bronx County; New York,676,36,005,035600,36005035600,2023
Census Tract 358; Bronx County; New York,2700,36,005,035800,36005035800,2023
Census Tract 359; Bronx County; New York,1462,36,005,035900,36005035900,2023
Census Tract 360; Bronx County; New York,973,36,005,036000,36005036000,2023
Census Tract 361; Bronx County; New York,2065,36,005,036100,36005036100,2023
Census Tract 363; Bronx County; New York,2431,36,005,036300,36005036300,2023
Census Tract 364; Bronx County; New York,873,36,005,036400,36005036400,2023
Census Tract 365.01; Bronx County; New York,1445,36,005,036501,36005036501,2023
Census Tract 365.02; Bronx County; New York,761,36,005,036502,36005036502,2023
Census Tract 367; Bronx County; New York,767,36,005,036700,36005036700,2023
Census Tract 368; Bronx County; New York,637,36,005,036800,36005036800,2023
Census Tract 369.01; Bronx County; New York,725,36,005,036901,36005036901,2023
Census Tract 369.02; Bronx County; New York,849,36,005,036902,36005036902,2023
Census Tract 370; Bronx County; New York,644,36,005,037000,36005037000,2023
Census Tract 371; Bronx County; New York,1720,36,005,037100,36005037100,2023
Census Tract 372; Bronx County; New York,849,36,005,037200,36005037200,2023
Census Tract 373; Bronx County; New York,2255,36,005,037300,36005037300,2023
Census Tract 374; Bronx County; New York,1530,36,005,037400,36005037400,2023
Census Tract 375.04; Bronx County; New York,1457,36,005,037504,36005037504,2023
Census Tract 376; Bronx County; New York,754,36,005,037600,36005037600,2023
Census Tract 378; Bronx County; New York,1164,36,005,037800,36005037800,2023
Census Tract 379; Bronx County; New York,2046,36,005,037900,36005037900,2023
Census Tract 380; Bronx County; New York,1975,36,005,038000,36005038000,2023
Census Tract 381; Bronx County; New York,2614,36,005,038100,36005038100,2023
Census Tract 382; Bronx County; New York,960,36,005,038200,36005038200,2023
Census Tract 383.01; Bronx County; New York,1550,36,005,038301,36005038301,2023
Census Tract 383.03; Bronx County; New York,1169,36,005,038303,36005038303,2023
Census Tract 383.04; Bronx County; New York,809,36,005,038304,36005038304,2023
Census Tract 385; Bronx County; New York,1831,36,005,038500,36005038500,2023
Census Tract 386; Bronx County; New York,2929,36,005,038600,36005038600,2023
Census Tract 387; Bronx County; New York,1479,36,005,038700,36005038700,2023
Census Tract 388; Bronx County; New York,983,36,005,038800,36005038800,2023
Census Tract 389; Bronx County; New York,1990,36,005,038900,36005038900,2023
Census Tract 390; Bronx County; New York,1101,36,005,039000,36005039000,2023
Census Tract 391; Bronx County; New York,2889,36,005,039100,36005039100,2023
Census Tract 392; Bronx County; New York,637,36,005,039200,36005039200,2023
Census Tract 393; Bronx County; New York,3082,36,005,039300,36005039300,2023
Census Tract 394; Bronx County; New York,1667,36,005,039400,36005039400,2023
Census Tract 395; Bronx County; New York,1730,36,005,039500,36005039500,2023
Census Tract 396; Bronx County; New York,1447,36,005,039600,36005039600,2023
Census Tract 397; Bronx County; New York,468,36,005,039700,36005039700,2023
Census Tract 398; Bronx County; New York,1235,36,005,039800,36005039800,2023
Census Tract 399.01; Bronx County; New York,1682,36,005,039901,36005039901,2023
Census Tract 399.02; Bronx County; New York,1670,36,005,039902,36005039902,2023
Census Tract 401; Bronx County; New York,2142,36,005,040100,36005040100,2023
Census Tract 403.02; Bronx County; New York,1582,36,005,040302,36005040302,2023
Census Tract 403.03; Bronx County; New York,1415,36,005,040303,36005040303,2023
Census Tract 403.04; Bronx County; New York,1313,36,005,040304,36005040304,2023
Census Tract 404; Bronx County; New York,1104,36,005,040400,36005040400,2023
Census Tract 405.01; Bronx County; New York,1370,36,005,040501,36005040501,2023
Census Tract 405.02; Bronx County; New York,2502,36,005,040502,36005040502,2023
Census Tract 406; Bronx County; New York,1366,36,005,040600,36005040600,2023
Census Tract 407.01; Bronx County; New York,1229,36,005,040701,36005040701,2023
Census Tract 407.02; Bronx County; New York,2875,36,005,040702,36005040702,2023
Census Tract 408; Bronx County; New York,1557,36,005,040800,36005040800,2023
Census Tract 409; Bronx County; New York,1438,36,005,040900,36005040900,2023
Census Tract 411; Bronx County; New York,1518,36,005,041100,36005041100,2023
Census Tract 413; Bronx County; New York,3059,36,005,041300,36005041300,2023
Census Tract 414; Bronx County; New York,1840,36,005,041400,36005041400,2023
Census Tract 415; Bronx County; New York,2391,36,005,041500,36005041500,2023
Census Tract 418; Bronx County; New York,1314,36,005,041800,36005041800,2023
Census Tract 419; Bronx County; New York,2655,36,005,041900,36005041900,2023
Census Tract 420; Bronx County; New York,1638,36,005,042000,36005042000,2023
Census Tract 421; Bronx County; New York,2161,36,005,042100,36005042100,2023
Census Tract 422; Bronx County; New York,1272,36,005,042200,36005042200,2023
Census Tract 423; Bronx County; New York,1366,36,005,042300,36005042300,2023
Census Tract 424; Bronx County; New York,785,36,005,042400,36005042400,2023
Census Tract 425; Bronx County; New York,2315,36,005,042500,36005042500,2023
Census Tract 426; Bronx County; New York,2367,36,005,042600,36005042600,2023
Census Tract 428; Bronx County; New York,788,36,005,042800,36005042800,2023
Census Tract 429.01; Bronx County; New York,1229,36,005,042901,36005042901,2023
Census Tract 429.02; Bronx County; New York,1678,36,005,042902,36005042902,2023
Census Tract 430; Bronx County; New York,1324,36,005,043000,36005043000,2023
Census Tract 431.01; Bronx County; New York,1801,36,005,043101,36005043101,2023
Census Tract 431.02; Bronx County; New York,1730,36,005,043102,36005043102,2023
Census Tract 434; Bronx County; New York,1586,36,005,043400,36005043400,2023
Census Tract 435.01; Bronx County; New York,439,36,005,043501,36005043501,2023
Census Tract 435.02; Bronx County; New York,0,36,005,043502,36005043502,2023
Census Tract 435.03; Bronx County; New York,38,36,005,043503,36005043503,2023
Census Tract 436; Bronx County; New York,740,36,005,043600,36005043600,2023
Census Tract 442; Bronx County; New York,1315,36,005,044200,36005044200,2023
Census Tract 444; Bronx County; New York,1392,36,005,044400,36005044400,2023
Census Tract 448; Bronx County; New York,703,36,005,044800,36005044800,2023
Census Tract 449.01; Bronx County; New York,869,36,005,044901,36005044901,2023
Census Tract 449.02; Bronx County; New York,952,36,005,044902,36005044902,2023
Census Tract 451.01; Bronx County; New York,979,36,005,045101,36005045101,2023
Census Tract 451.02; Bronx County; New York,944,36,005,045102,36005045102,2023
Census Tract 456; Bronx County; New York,1193,36,005,045600,36005045600,2023
Census Tract 458; Bronx County; New York,2065,36,005,045800,36005045800,2023
Census Tract 460; Bronx County; New York,940,36,005,046000,36005046000,2023
Census Tract 462.03; Bronx County; New York,3164,36,005,046203,36005046203,2023
Census Tract 462.04; Bronx County; New York,2406,36,005,046204,36005046204,2023
Census Tract 462.05; Bronx County; New York,1880,36,005,046205,36005046205,2023
Census Tract 462.06; Bronx County; New York,2027,36,005,046206,36005046206,2023
Census Tract 462.07; Bronx County; New York,2919,36,005,046207,36005046207,2023
Census Tract 462.08; Bronx County; New York,1365,36,005,046208,36005046208,2023
Census Tract 462.09; Bronx County; New York,1414,36,005,046209,36005046209,2023
Census Tract 484.01; Bronx County; New York,1297,36,005,048401,36005048401,2023
Census Tract 484.02; Bronx County; New York,0,36,005,048402,36005048402,2023
Census Tract 504; Bronx County; New York,0,36,005,050400,36005050400,2023
Census Tract 516.01; Bronx County; New York,2081,36,005,051601,36005051601,2023
Census Tract 516.02; Bronx County; New York,0,36,005,051602,36005051602,2023
