NAME,B11001_001E,state,county,tract,GEOID,year
Census Tract 1; Bronx County; New York,0,36,005,000100,36005000100,2024
Census Tract 131; Bronx County; New York,2225,36,005,013100,36005013100,2024
Census Tract 132; Bronx County; New York,2605,36,005,013200,36005013200,2024
Census Tract 133; Bronx County; New York,2269,36,005,013300,36005013300,2024
Census Tract 135; Bronx County; New York,1534,36,005,013500,36005013500,2024
Census Tract 138; Bronx County; New York,1255,36,005,013800,36005013800,2024
Census Tract 141; Bronx County; New York,3034,36,005,014100,36005014100,2024
Census Tract 143; Bronx County; New York,743,36,005,014300,36005014300,2024
Census Tract 144; Bronx County; New York,2428,36,005,014400,36005014400,2024
Census Tract 145; Bronx County; New York,2433,36,005,014500,36005014500,2024
Census Tract 147.01; Bronx County; New York,2009,36,005,014701,36005014701,2024
Census Tract 147.02; Bronx County; New York,1924,36,005,014702,36005014702,2024
Census Tract 149; Bronx County; New York,1546,36,005,014900,36005014900,2024
Census Tract 151; Bronx County; New York,2117,36,005,015100,36005015100,2024
Census Tract 152; Bronx County; New York,986,36,005,015200,36005015200,2024
Census Tract 153; Bronx County; New York,1781,36,005,015300,36005015300,2024
Census Tract 155; Bronx County; New York,1064,36,005,015500,36005015500,2024
Census Tract 157; Bronx County; New York,2321,36,005,015700,36005015700,2024
Census Tract 158; Bronx County; New York,534,36,005,015800,36005015800,2024
Census Tract 159; Bronx County; New York,1023,36,005,015900,36005015900,2024
Census Tract 160; Bronx County; New York,1521,36,005,016000,36005016000,2024
Census Tract 161; Bronx County; New York,2224,36,005,016100,36005016100,2024
Census Tract 162; Bronx County; New York,509,36,005,016200,36005016200,2024
Census Tract 163; Bronx County; New York,0,36,005,016300,36005016300,2024
Census Tract 164; Bronx County; New York,392,36,005,016400,36005016400,2024
Census Tract 165; Bronx County; New York,376,36,005,016500,36005016500,2024
Census Tract 166; Bronx County; New York,802,36,005,016600,36005016600,2024
Census Tract 167; Bronx County; New York,1154,36,005,016700,36005016700,2024
Census Tract 169; Bronx County; New York,607,36,005,016900,36005016900,2024
Census Tract 171; Bronx County; New York,0,36,005,017100,36005017100,2024
Census Tract 173; Bronx County; New York,2276,36,005,017300,36005017300,2024
Census Tract 175; Bronx County; New York,2975,36,005,017500,36005017500,2024
Census Tract 177.01; Bronx County; New York,1462,36,005,017701,36005017701,2024
Census Tract 177.02; Bronx County; New York,1675,36,005,017702,36005017702,2024
Census Tract 179.01; Bronx County; New York,1688,36,005,017901,36005017901,2024
Census Tract 179.02; Bronx County; New York,1216,36,005,017902,36005017902,2024
Census Tract 181.01; Bronx County; New York,1084,36,005,018101,36005018101,2024
Census Tract 181.02; Bronx County; New York,2150,36,005,018102,36005018102,2024
Census Tract 183.01; Bronx County; New York,1934,36,005,018301,36005018301,2024
Census Tract 183.02; Bronx County; New York,1452,36,005,018302,36005018302,2024
Census Tract 184; Bronx County; New York,1340,36,005,018400,36005018400,2024
Census Tract 185.01; Bronx County; New York,1466,36,005,018501,36005018501,2024
Census Tract 185.02; Bronx County; New York,2106,36,005,018502,36005018502,2024
Census Tract 189; Bronx County; New York,3050,36,005,018900,36005018900,2024
Census Tract 193; Bronx County; New York,2519,36,005,019300,36005019300,2024
Census Tract 194; Bronx County; New York,696,36,005,019400,36005019400,2024
Census Tract 195; Bronx County; New York,2703,36,005,019500,36005019500,2024
Census Tract 197; Bronx County; New York,2528,36,005,019700,36005019700,2024
Census Tract 199; Bronx County; New York,3185,36,005,019900,36005019900,2024
Census Tract 200; Bronx County; New York,1430,36,005,020000,36005020000,2024
Census Tract 201; Bronx County; New York,1406,36,005,020100,36005020100,2024
Census Tract 202; Bronx County; New York,975,36,005,020200,36005020200,2024
Census Tract 204; Bronx County; New York,988,36,005,020400,36005020400,2024
Census Tract 205.01; Bronx County; New York,2681,36,005,020501,36005020501,2024
Census Tract 205.02; Bronx County; New York,1040,36,005,020502,36005020502,2024
Census Tract 206.01; Bronx County; New York,937,36,005,020601,36005020601,2024
Census Tract 209; Bronx County; New York,1944,36,005,020900,36005020900,2024
Census Tract 210.01; Bronx County; New York,3563,36,005,021001,36005021001,2024
Census Tract 210.02; Bronx County; New York,3158,36,005,021002,36005021002,2024
Census Tract 211; Bronx County; New York,2002,36,005,021100,36005021100,2024
Census Tract 212; Bronx County; New York,2325,36,005,021200,36005021200,2024
Census Tract 213.01; Bronx County; New York,447,36,005,021301,36005021301,2024
Census Tract 213.02; Bronx County; New York,2324,36,005,021302,36005021302,2024
Census Tract 215.01; Bronx County; New York,1348,36,005,021501,36005021501,2024
Census Tract 215.02; Bronx County; New York,2322,36,005,021502,36005021502,2024
Census Tract 216.01; Bronx County; New York,1582,36,005,021601,36005021601,2024
Census Tract 216.02; Bronx County; New York,2345,36,005,021602,36005021602,2024
Census Tract 217; Bronx County; New York,1939,36,005,021700,36005021700,2024
Census Tract 218; Bronx County; New York,2329,36,005,021800,36005021800,2024
Census Tract 219; Bronx County; New York,489,36,005,021900,36005021900,2024
Census Tract 220; Bronx County; New York,650,36,005,022000,36005022000,2024
Census Tract 221.01; Bronx County; New York,1339,36,005,022101,36005022101,2024
Census Tract 221.02; Bronx County; New York,1681,36,005,022102,36005022102,2024
Census Tract 222; Bronx County; New York,1089,36,005,022200,36005022200,2024
Census Tract 223; Bronx County; New York,2103,36,005,022300,36005022300,2024
Census Tract 224.01; Bronx County; New York,965,36,005,022401,36005022401,2024
Census Tract 224.03; Bronx County; New York,1154,36,005,022403,36005022403,2024
Census Tract 224.04; Bronx County; New York,1875,36,005,022404,36005022404,2024
Census Tract 225; Bronx County; New York,2225,36,005,022500,36005022500,2024
Census Tract 227.01; Bronx County; New York,2025,36,005,022701,36005022701,2024
Census Tract 227.02; Bronx County; New York,545,36,005,022702,36005022702,2024
Census Tract 227.03; Bronx County; New York,695,36,005,022703,36005022703,2024
Census Tract 228; Bronx County; New York,2381,36,005,022800,36005022800,2024
Census Tract 229.01; Bronx County; New York,1970,36,005,022901,36005022901,2024
Census Tract 229.02; Bronx County; New York,1186,36,005,022902,36005022902,2024
Census Tract 230; Bronx County; New York,965,36,005,023000,36005023000,2024
Census Tract 231; Bronx County; New York,404,36,005,023100,36005023100,2024
Census Tract 232; Bronx County; New York,867,36,005,023200,36005023200,2024
Census Tract 233.01; Bronx County; New York,1622,36,005,023301,36005023301,2024
Census Tract 233.02; Bronx County; New York,1082,36,005,023302,36005023302,2024
Census Tract 235.01; Bronx County; New York,1211,36,005,023501,36005023501,2024
Census Tract 235.02; Bronx County; New York,1703,36,005,023502,36005023502,2024
Census Tract 236; Bronx County; New York,566,36,005,023600,36005023600,2024
Census Tract 237.02; Bronx County; New York,317,36,005,023702,36005023702,2024
Census Tract 237.03; Bronx County; New York,1835,36,005,023703,36005023703,2024
Census Tract 237.04; Bronx County; New York,1392,36,005,023704,36005023704,2024
Census Tract 238; Bronx County; New York,802,36,005,023800,36005023800,2024
Census Tract 239; Bronx County; New York,2583,36,005,023900,36005023900,2024
Census Tract 240; Bronx County; New York,1319,36,005,024000,36005024000,2024
Census Tract 241; Bronx County; New York,2309,36,005,024100,36005024100,2024
Census Tract 243; Bronx County; New York,2007,36,005,024300,36005024300,2024
Census Tract 244; Bronx County; New York,830,36,005,024400,36005024400,2024
Census Tract 245.01; Bronx County; New York,1630,36,005,024501,36005024501,2024
Census Tract 245.02; Bronx County; New York,1256,36,005,024502,36005024502,2024
Census Tract 246; Bronx County; New York,774,36,005,024600,36005024600,2024
Census Tract 247; Bronx County; New York,735,36,005,024700,36005024700,2024
Census Tract 248; Bronx County; New York,1250,36,005,024800,36005024800,2024
Census Tract 249; Bronx County; New York,0,36,005,024900,36005024900,2024
Census Tract 250; Bronx County; New York,905,36,005,025000,36005025000,2024
Census Tract 251; Bronx County; New York,2314,36,005,025100,36005025100,2024
Census Tract 252; Bronx County; New York,921,36,005,025200,36005025200,2024
Census Tract 253; Bronx County; New York,1862,36,005,025300,36005025300,2024
Census Tract 254; Bronx County; New York,833,36,005,025400,36005025400,2024
Census Tract 255; Bronx County; New York,2311,36,005,025500,36005025500,2024
Census Tract 256; Bronx County; New York,626,36,005,025600,36005025600,2024
Census Tract 257; Bronx County; New York,656,36,005,025700,36005025700,2024
Census Tract 261; Bronx County; New York,1126,36,005,026100,36005026100,2024
Census Tract 263; Bronx County; New York,2248,36,005,026300,36005026300,2024
Census Tract 264; Bronx County; New York,2227,36,005,026400,36005026400,2024
Census Tract 265; Bronx County; New York,2181,36,005,026500,36005026500,2024
Census Tract 266.01; Bronx County; New York,1400,36,005,026601,36005026601,2024
Census Tract 266.02; Bronx County; New York,2532,36,005,026602,36005026602,2024
Census Tract 267.01; Bronx County; New York,1290,36,005,026701,36005026701,2024
Census Tract 267.02; Bronx County; New York,2546,36,005,026702,36005026702,2024
Census Tract 269; Bronx County; New York,1926,36,005,026900,36005026900,2024
Census Tract 273; Bronx County; New York,2979,36,005,027300,36005027300,2024
Census Tract 274.01; Bronx County; New York,1840,36,005,027401,36005027401,2024
Census Tract 274.02; Bronx County; New York,1316,36,005,027402,36005027402,2024
Census Tract 276; Bronx County; New York,31,36,005,027600,36005027600,2024
Census Tract 277; Bronx County; New York,1790,36,005,027700,36005027700,2024
Census Tract 279; Bronx County; New York,3017,36,005,027900,36005027900,2024
Census Tract 281; Bronx County; New York,1673,36,005,028100,36005028100,2024
Census Tract 283; Bronx County; New York,1044,36,005,028300,36005028300,2024
Census Tract 284; Bronx County; New York,0,36,005,028400,36005028400,2024
Census Tract 285; Bronx County; New York,1799,36,005,028500,36005028500,2024
Census Tract 286; Bronx County; New York,532,36,005,028600,36005028600,2024
Census Tract 287; Bronx County; New York,1244,36,005,028700,36005028700,2024
Census Tract 288; Bronx County; New York,1046,36,005,028800,36005028800,2024
Census Tract 289; Bronx County; New York,1861,36,005,028900,36005028900,2024
Census Tract 293.01; Bronx County; New York,939,36,005,029301,36005029301,2024
Census Tract 293.02; Bronx County; New York,2652,36,005,029302,36005029302,2024
Census Tract 295; Bronx County; New York,2014,36,005,029500,36005029500,2024
Census Tract 296; Bronx County; New York,1098,36,005,029600,36005029600,2024
Census Tract 297; Bronx County; New York,1887,36,005,029700,36005029700,2024
Census Tract 300; Bronx County; New York,2560,36,005,030000,36005030000,2024
Census Tract 301; Bronx County; New York,692,36,005,030100,36005030100,2024
Census Tract 302.01; Bronx County; New York,1686,36,005,030201,36005030201,2024
Census Tract 302.02; Bronx County; New York,2683,36,005,030202,36005030202,2024
Census Tract 307.01; Bronx County; New York,2411,36,005,030701,36005030701,2024
Census Tract 309; Bronx County; New York,1442,36,005,030900,36005030900,2024
Census Tract 310; Bronx County; New York,1291,36,005,031000,36005031000,2024
Census Tract 312; Bronx County; New York,532,36,005,031200,36005031200,2024
Census Tract 314; Bronx County; New York,596,36,005,031400,36005031400,2024
Census Tract 316; Bronx County; New York,711,36,005,031600,36005031600,2024
Census Tract 318; Bronx County; New York,542,36,005,031800,36005031800,2024
Census Tract 319; Bronx County; New York,6,36,005,031900,36005031900,2024
Census Tract 323; Bronx County; New York,2690,36,005,032300,36005032300,2024
Census Tract 324; Bronx County; New York,1293,36,005,032400,36005032400,2024
Census Tract 326; Bronx County; New York,1065,36,005,032600,36005032600,2024
Census Tract 328; Bronx County; New York,1407,36,005,032800,36005032800,2024
Census Tract 330; Bronx County; New York,2087,36,005,033000,36005033000,2024
Census Tract 332.01; Bronx County; New York,2258,36,005,033201,36005033201,2024
Census Tract 332.02; Bronx County; New York,1478,36,005,033202,36005033202,2024
Census Tract 334; Bronx County; New York,8,36,005,033400,36005033400,2024
Census Tract 335; Bronx County; New York,801,36,005,033500,36005033500,2024
Census Tract 336.01; Bronx County; New York,2188,36,005,033601,36005033601,2024
Census Tract 336.02; Bronx County; New York,589,36,005,033602,36005033602,2024
Census Tract 337; Bronx County; New York,1049,36,005,033700,36005033700,2024
Census Tract 338.01; Bronx County; New York,913,36,005,033801,36005033801,2024
Census Tract 338.02; Bronx County; New York,528,36,005,033802,36005033802,2024
Census Tract 340; Bronx County; New York,1762,36,005,034000,36005034000,2024
Census Tract 342; Bronx County; New York,625,36,005,034200,36005034200,2024
Census Tract 343; Bronx County; New York,575,36,005,034300,36005034300,2024
Census Tract 344; Bronx County; New York,586,36,005,034400,36005034400,2024
Census Tract 345; Bronx County; New York,1680,36,005,034500,36005034500,2024
Census Tract 348; Bronx County; New York,2106,36,005,034800,36005034800,2024
Census Tract 350; Bronx County; New York,790,36,005,035000,36005035000,2024
Census Tract 351; Bronx County; New York,1258,36,005,035100,36005035100,2024
Census Tract 356; Bronx County; New York,678,36,005,035600,36005035600,2024
Census Tract 358; Bronx County; New York,2646,36,005,035800,36005035800,2024
Census Tract 359; Bronx County; New York,1693,36,005,035900,36005035900,2024
Census Tract 360; Bronx County; New York,962,36,005,036000,36005036000,2024
Census Tract 361; Bronx County; New York,1969,36,005,036100,36005036100,2024
Census Tract 363; Bronx County; New York,2458,36,005,036300,36005036300,2024
Census Tract 364; Bronx County; New York,857,36,005,036400,36005036400,2024
Census Tract 365.01; Bronx County; New York,1445,36,005,036501,36005036501,2024
Census Tract 365.02; Bronx County; New York,768,36,005,036502,36005036502,2024
Census Tract 367; Bronx County; New York,777,36,005,036700,36005036700,2024
Census Tract 368; Bronx County; New York,624,36,005,036800,36005036800,2024
Census Tract 369.01; Bronx County; New York,763,36,005,036901,36005036901,2024
Census Tract 369.02; Bronx County; New York,850,36,005,036902,36005036902,2024
Census Tract 370; Bronx County; New York,735,36,005,037000,36005037000,2024
Census Tract 371; Bronx County; New York,1769,36,005,037100,36005037100,2024
Census Tract 372; Bronx County; New York,852,36,005,037200,36005037200,2024
Census Tract 373; Bronx County; New York,2382,36,005,037300,36005037300,2024
Census Tract 374; Bronx County; New York,1506,36,005,037400,36005037400,2024
Census Tract 375.04; Bronx County; New York,1560,36,005,037504,36005037504,2024
Census Tract 376; Bronx County; New York,767,36,005,037600,36005037600,2024
Census Tract 378; Bronx County; New York,1186,36,005,037800,36005037800,2024
Census Tract 379; Bronx County; New York,2212,36,005,037900,36005037900,2024
Census Tract 380; Bronx County; New York,2114,36,005,038000,36005038000,2024
Census Tract 381; Bronx County; New York,2726,36,005,038100,36005038100,2024
Census Tract 382; Bronx County; New York,967,36,005,038200,36005038200,2024
Census Tract 383.01; Bronx County; New York,1601,36,005,038301,36005038301,2024
Census Tract 383.03; Bronx County; New York,1237,36,005,038303,36005038303,2024
Census Tract 383.04; Bronx County; New York,844,36,005,038304,36005038304,2024
Census Tract 385; Bronx County; New York,1884,36,005,038500,36005038500,2024
Census Tract 386; Bronx County; New York,2869,36,005,038600,36005038600,2024
Census Tract 387; Bronx County; New York,1481,36,005,038700,36005038700,2024
Census Tract 388; Bronx County; New York,990,36,005,038800,36005038800,2024
Census Tract 389; Bronx County; New York,1954,36,005,038900,36005038900,2024
Census Tract 390; Bronx County; New York,1104,36,005,039000,36005039000,2024
Census Tract 391; Bronx County; New York,3026,36,005,039100,36005039100,2024
Census Tract 392; Bronx County; New York,634,36,005,039200,36005039200,2024
Census Tract 393; Bronx County; New York,3092,36,005,039300,36005039300,2024
Census Tract 394; Bronx County; New York,1701,36,005,039400,36005039400,2024
Census Tract 395; Bronx County; New York,1821,36,005,039500,36005039500,2024
Census Tract 396; Bronx County; New York,1436,36,005,039600,36005039600,2024
Census Tract 397; Bronx County; New York,521,36,005,039700,36005039700,2024
Census Tract 398; Bronx County; New York,1251,36,005,039800,36005039800,2024
Census Tract 399.01; Bronx County; New York,1678,36,005,039901,36005039901,2024
Census Tract 399.02; Bronx County; New York,1727,36,005,039902,36005039902,2024
Census Tract 401; Bronx County; New York,2172,36,005,040100,36005040100,2024
Census Tract 403.02; Bronx County; New York,1581,36,005,040302,36005040302,2024
Census Tract 403.03; Bronx County; New York,1375,36,005,040303,36005040303,2024
Census Tract 403.04; Bronx County; New York,1267,36,005,040304,36005040304,2024
Census Tract 404; Bronx County; New York,1123,36,005,040400,36005040400,2024
Census Tract 405.01; Bronx County; New York,1325,36,005,040501,36005040501,2024
Census Tract 405.02; Bronx County; New York,2461,36,005,040502,36005040502,2024
Census Tract 406; Bronx County; New York,1413,36,005,040600,36005040600,2024
Census Tract 407.01; Bronx County; New York,1205,36,005,040701,36005040701,2024
Census Tract 407.02; Bronx County; New York,2801,36,005,040702,36005040702,2024
Census Tract 408; Bronx County; New York,1467,36,005,040800,36005040800,2024
Census Tract 409; Bronx County; New York,1409,36,005,040900,36005040900,2024
Census Tract 411; Bronx County; New York,1571,36,005,041100,36005041100,2024
Census Tract 413; Bronx County; New York,3199,36,005,041300,36005041300,2024
Census Tract 414; Bronx County; New York,1779,36,005,041400,36005041400,2024
Census Tract 415; Bronx County; New York,2293,36,005,041500,36005041500,2024
Census Tract 418; Bronx County; New York,1289,36,005,041800,36005041800,2024
Census Tract 419; Bronx County; New York,2592,36,005,041900,36005041900,2024
Census Tract 420; Bronx County; New York,1711,36,005,042000,36005042000,2024
Census Tract 421; Bronx County; New York,2290,36,005,042100,36005042100,2024
Census Tract 422; Bronx County; New York,1292,36,005,042200,36005042200,2024
Census Tract 423; Bronx County; New York,1485,36,005,042300,36005042300,2024
Census Tract 424; Bronx County; New York,760,36,005,042400,36005042400,2024
Census Tract 425; Bronx County; New York,2369,36,005,042500,36005042500,2024
Census Tract 426; Bronx County; New York,2165,36,005,042600,36005042600,2024
Census Tract 428; Bronx County; New York,809,36,005,042800,36005042800,2024
Census Tract 429.01; Bronx County; New York,1249,36,005,042901,36005042901,2024
Census Tract 429.02; Bronx County; New York,1599,36,005,042902,36005042902,2024
Census Tract 430; Bronx County; New York,1327,36,005,043000,36005043000,2024
Census Tract 431.01; Bronx County; New York,1833,36,005,043101,36005043101,2024
Census Tract 431.02; Bronx County; New York,1692,36,005,043102,36005043102,2024
Census Tract 434; Bronx County; New York,1597,36,005,043400,36005043400,2024
Census Tract 435.01; Bronx County; New York,446,36,005,043501,36005043501,2024
Census Tract 435.02; Bronx County; New York,0,36,005,043502,36005043502,2024
Census Tract 435.03; Bronx County; New York,0,36,005,043503,36005043503,2024
Census Tract 436; Bronx County; New York,753,36,005,043600,36005043600,2024
Census Tract 442; Bronx County; New York,1261,36,005,044200,36005044200,2024
Census Tract 444; Bronx County; New York,1424,36,005,044400,36005044400,2024
Census Tract 448; Bronx County; New York,713,36,005,044800,36005044800,2024
Census Tract 449.01; Bronx County; New York,910,36,005,044901,36005044901,2024
Census Tract 449.02; Bronx County; New York,973,36,005,044902,36005044902,2024
Census Tract 451.01; Bronx County; New York,1030,36,005,045101,36005045101,2024
Census Tract 451.02; Bronx County; New York,966,36,005,045102,36005045102,2024
Census Tract 456; Bronx County; New York,1217,36,005,045600,36005045600,2024
Census Tract 458; Bronx County; New York,2071,36,005,045800,36005045800,2024
Census Tract 460; Bronx County; New York,939,36,005,046000,36005046000,2024
Census Tract 462.03; Bronx County; New York,3104,36,005,046203,36005046203,2024
Census Tract 462.04; Bronx County; New York,2450,36,005,046204,36005046204,2024
Census Tract 462.05; Bronx County; New York,1840,36,005,046205,36005046205,2024
Census Tract 462.06; Bronx County; New York,2040,36,005,046206,36005046206,2024
Census Tract 462.07; Bronx County; New York,2913,36,005,046207,36005046207,2024
Census Tract 462.08; Bronx County; New York,1403,36,005,046208,36005046208,2024
Census Tract 462.09; Bronx County; New York,1410,36,005,046209,36005046209,2024
Census Tract 484.01; Bronx County; New York,1251,36,005,048401,36005048401,2024
Census Tract 484.02; Bronx County; New York,0,36,005,048402,36005048402,2024
Census Tract 504; Bronx County; New York,0,36,005,050400,36005050400,2024
Census Tract 516.01; Bronx County; New York,1949,36,005,051601,36005051601,2024
Census Tract 516.02; Bronx County; New York,0,36,005,051602,36005051602,2024
