NAME,B11001_001E,state,county,tract,GEOID,year
"Census Tract 224.01, Bronx County, New York",1047,36,005,022401,36005022401,2020
"Census Tract 224.03, Bronx County, New York",1230,36,005,022403,36005022403,2020
"Census Tract 224.04, Bronx County, New York",1839,36,005,022404,36005022404,2020
"Census Tract 225, Bronx County, New York",2220,36,005,022500,36005022500,2020
"Census Tract 227.01, Bronx County, New York",1934,36,005,022701,36005022701,2020
"Census Tract 227.02, Bronx County, New York",538,36,005,022702,36005022702,2020
"Census Tract 227.03, Bronx County, New York",659,36,005,022703,36005022703,2020
"Census Tract 228, Bronx County, New York",2457,36,005,022800,36005022800,2020
"Census Tract 229.01, Bronx County, New York",1927,36,005,022901,36005022901,2020
"Census Tract 229.02, Bronx County, New York",1110,36,005,022902,36005022902,2020
"Census Tract 197, Bronx County, New York",2415,36,005,019700,36005019700,2020
"Census Tract 230, Bronx County, New York",1020,36,005,023000,36005023000,2020
"Census Tract 231, Bronx County, New York",427,36,005,023100,36005023100,2020
"Census Tract 232, Bronx County, New York",777,36,005,023200,36005023200,2020
"Census Tract 233.01, Bronx County, New York",1601,36,005,023301,36005023301,2020
"Census Tract 233.02, Bronx County, New York",913,36,005,023302,36005023302,2020
"Census Tract 235.01, Bronx County, New York",1187,36,005,023501,36005023501,2020
"Census Tract 235.02, Bronx County, New York",1486,36,005,023502,36005023502,2020
"Census Tract 236, Bronx County, New York",542,36,005,023600,36005023600,2020
"Census Tract 237.03, Bronx County, New York",1593,36,005,023703,36005023703,2020
"Census Tract 237.04, Bronx County, New York",1232,36,005,023704,36005023704,2020
"Census Tract 238, Bronx County, New York",756,36,005,023800,36005023800,2020
"Census Tract 239, Bronx County, New York",2371,36,005,023900,36005023900,2020
"Census Tract 240, Bronx County, New York",1290,36,005,024000,36005024000,2020
"Census Tract 241, Bronx County, New York",2274,36,005,024100,36005024100,2020
"Census Tract 243, Bronx County, New York",1918,36,005,024300,36005024300,2020
"Census Tract 244, Bronx County, New York",820,36,005,024400,36005024400,2020
"Census Tract 245.01, Bronx County, New York",1396,36,005,024501,36005024501,2020
"Census Tract 245.02, Bronx County, New York",1203,36,005,024502,36005024502,2020
"Census Tract 246, Bronx County, New York",748,36,005,024600,36005024600,2020
"Census Tract 247, Bronx County, New York",751,36,005,024700,36005024700,2020
"Census Tract 248, Bronx County, New York",1142,36,005,024800,36005024800,2020
"Census Tract 249, Bronx County, New York",0,36,005,024900,36005024900,2020
"Census Tract 250, Bronx County, New York",983,36,005,025000,36005025000,2020
"Census Tract 251, Bronx County, New York",2180,36,005,025100,36005025100,2020
"Census Tract 252, Bronx County, New York",936,36,005,025200,36005025200,2020
"Census Tract 253, Bronx County, New York",1877,36,005,025300,36005025300,2020
"Census Tract 254, Bronx County, New York",771,36,005,025400,36005025400,2020
"Census Tract 255, Bronx County, New York",2398,36,005,025500,36005025500,2020
"Census Tract 256, Bronx County, New York",612,36,005,025600,36005025600,2020
"Census Tract 257, Bronx County, New York",699,36,005,025700,36005025700,2020
"Census Tract 261, Bronx County, New York",1108,36,005,026100,36005026100,2020
"Census Tract 263, Bronx County, New York",2341,36,005,026300,36005026300,2020
"Census Tract 264, Bronx County, New York",1995,36,005,026400,36005026400,2020
"Census Tract 265, Bronx County, New York",2140,36,005,026500,36005026500,2020
"Census Tract 266.01, Bronx County, New York",1363,36,005,026601,36005026601,2020
"Census Tract 266.02, Bronx County, New York",2469,36,005,026602,36005026602,2020
"Census Tract 267.01, Bronx County, New York",1281,36,005,026701,36005026701,2020
"Census Tract 267.02, Bronx County, New York",2787,36,005,026702,36005026702,2020
"Census Tract 269, Bronx County, New York",1735,36,005,026900,36005026900,2020
"Census Tract 273, Bronx County, New York",2879,36,005,027300,36005027300,2020
"Census Tract 274.01, Bronx County, New York",1733,36,005,027401,36005027401,2020
"Census Tract 274.02, Bronx County, New York",1265,36,005,027402,36005027402,2020
"Census Tract 276, Bronx County, New York",146,36,005,027600,36005027600,2020
"Census Tract 277, Bronx County, New York",1816,36,005,027700,36005027700,2020
"Census Tract 279, Bronx County, New York",2760,36,005,027900,36005027900,2020
"Census Tract 237.02, Bronx County, New York",414,36,005,023702,36005023702,2020
"Census Tract 281, Bronx County, New York",1746,36,005,028100,36005028100,2020
"Census Tract 283, Bronx County, New York",838,36,005,028300,36005028300,2020
"Census Tract 284, Bronx County, New York",0,36,005,028400,36005028400,2020
"Census Tract 285, Bronx County, New York",1697,36,005,028500,36005028500,2020
"Census Tract 286, Bronx County, New York",470,36,005,028600,36005028600,2020
"Census Tract 287, Bronx County, New York",1227,36,005,028700,36005028700,2020
"Census Tract 288, Bronx County, New York",1074,36,005,028800,36005028800,2020
"Census Tract 289, Bronx County, New York",1824,36,005,028900,36005028900,2020
"Census Tract 293.01, Bronx County, New York",861,36,005,029301,36005029301,2020
"Census Tract 293.02, Bronx County, New York",2666,36,005,029302,36005029302,2020
"Census Tract 295, Bronx County, New York",2115,36,005,029500,36005029500,2020
"Census Tract 296, Bronx County, New York",838,36,005,029600,36005029600,2020
"Census Tract 297, Bronx County, New York",1793,36,005,029700,36005029700,2020
"Census Tract 300, Bronx County, New York",2505,36,005,030000,36005030000,2020
"Census Tract 301, Bronx County, New York",635,36,005,030100,36005030100,2020
"Census Tract 302.01, Bronx County, New York",1572,36,005,030201,36005030201,2020
"Census Tract 302.02, Bronx County, New York",2456,36,005,030202,36005030202,2020
"Census Tract 307.01, Bronx County, New York",2357,36,005,030701,36005030701,2020
"Census Tract 309, Bronx County, New York",1427,36,005,030900,36005030900,2020
"Census Tract 310, Bronx County, New York",1308,36,005,031000,36005031000,2020
"Census Tract 312, Bronx County, New York",560,36,005,031200,36005031200,2020
"Census Tract 314, Bronx County, New York",632,36,005,031400,36005031400,2020
"Census Tract 316, Bronx County, New York",684,36,005,031600,36005031600,2020
"Census Tract 318, Bronx County, New York",565,36,005,031800,36005031800,2020
"Census Tract 319, Bronx County, New York",0,36,005,031900,36005031900,2020
"Census Tract 323, Bronx County, New York",2592,36,005,032300,36005032300,2020
"Census Tract 324, Bronx County, New York",1189,36,005,032400,36005032400,2020
"Census Tract 326, Bronx County, New York",1037,36,005,032600,36005032600,2020
"Census Tract 328, Bronx County, New York",1475,36,005,032800,36005032800,2020
"Census Tract 330, Bronx County, New York",2132,36,005,033000,36005033000,2020
"Census Tract 332.01, Bronx County, New York",2551,36,005,033201,36005033201,2020
"Census Tract 332.02, Bronx County, New York",1645,36,005,033202,36005033202,2020
"Census Tract 334, Bronx County, New York",4,36,005,033400,36005033400,2020
"Census Tract 335, Bronx County, New York",703,36,005,033500,36005033500,2020
"Census Tract 336.01, Bronx County, New York",2123,36,005,033601,36005033601,2020
"Census Tract 336.02, Bronx County, New York",676,36,005,033602,36005033602,2020
"Census Tract 337, Bronx County, New York",934,36,005,033700,36005033700,2020
"Census Tract 338.01, Bronx County, New York",791,36,005,033801,36005033801,2020
"Census Tract 338.02, Bronx County, New York",551,36,005,033802,36005033802,2020
"Census Tract 340, Bronx County, New York",1821,36,005,034000,36005034000,2020
"Census Tract 342, Bronx County, New York",601,36,005,034200,36005034200,2020
"Census Tract 343, Bronx County, New York",570,36,005,034300,36005034300,2020
"Census Tract 344, Bronx County, New York",626,36,005,034400,36005034400,2020
"Census Tract 345, Bronx County, New York",1287,36,005,034500,36005034500,2020
"Census Tract 348, Bronx County, New York",2078,36,005,034800,36005034800,2020
"Census Tract 350, Bronx County, New York",715,36,005,035000,36005035000,2020
"Census Tract 351, Bronx County, New York",1267,36,005,035100,36005035100,2020
"Census Tract 356, Bronx County, New York",705,36,005,035600,36005035600,2020
"Census Tract 358, Bronx County, New York",2816,36,005,035800,36005035800,2020
"Census Tract 359, Bronx County, New York",781,36,005,035900,36005035900,2020
"Census Tract 360, Bronx County, New York",943,36,005,036000,36005036000,2020
"Census Tract 361, Bronx County, New York",2071,36,005,036100,36005036100,2020
"Census Tract 363, Bronx County, New York",2369,36,005,036300,36005036300,2020
"Census Tract 364, Bronx County, New York",868,36,005,036400,36005036400,2020
"Census Tract 365.01, Bronx County, New York",1371,36,005,036501,36005036501,2020
"Census Tract 365.02, Bronx County, New York",758,36,005,036502,36005036502,2020
"Census Tract 367, Bronx County, New York",632,36,005,036700,36005036700,2020
"Census Tract 368, Bronx County, New York",570,36,005,036800,36005036800,2020
"Census Tract 369.01, Bronx County, New York",766,36,005,036901,36005036901,2020
"Census Tract 369.02, Bronx County, New York",779,36,005,036902,36005036902,2020
"Census Tract 370, Bronx County, New York",700,36,005,037000,36005037000,2020
"Census Tract 371, Bronx County, New York",1795,36,005,037100,36005037100,2020
"Census Tract 372, Bronx County, New York",829,36,005,037200,36005037200,2020
"Census Tract 373, Bronx County, New York",1899,36,005,037300,36005037300,2020
"Census Tract 374, Bronx County, New York",1494,36,005,037400,36005037400,2020
"Census Tract 375.04, Bronx County, New York",1220,36,005,037504,36005037504,2020
"Census Tract 376, Bronx County, New York",775,36,005,037600,36005037600,2020
"Census Tract 378, Bronx County, New York",1070,36,005,037800,36005037800,2020
"Census Tract 379, Bronx County, New York",1514,36,005,037900,36005037900,2020
"Census Tract 380, Bronx County, New York",1975,36,005,038000,36005038000,2020
"Census Tract 381, Bronx County, New York",2513,36,005,038100,36005038100,2020
"Census Tract 382, Bronx County, New York",971,36,005,038200,36005038200,2020
"Census Tract 383.01, Bronx County, New York",1641,36,005,038301,36005038301,2020
"Census Tract 383.03, Bronx County, New York",1282,36,005,038303,36005038303,2020
"Census Tract 383.04, Bronx County, New York",795,36,005,038304,36005038304,2020
"Census Tract 385, Bronx County, New York",1635,36,005,038500,36005038500,2020
"Census Tract 386, Bronx County, New York",2834,36,005,038600,36005038600,2020
"Census Tract 387, Bronx County, New York",1259,36,005,038700,36005038700,2020
"Census Tract 388, Bronx County, New York",925,36,005,038800,36005038800,2020
"Census Tract 389, Bronx County, New York",1821,36,005,038900,36005038900,2020
"Census Tract 390, Bronx County, New York",1093,36,005,039000,36005039000,2020
"Census Tract 391, Bronx County, New York",2756,36,005,039100,36005039100,2020
"Census Tract 392, Bronx County, New York",635,36,005,039200,36005039200,2020
"Census Tract 393, Bronx County, New York",3057,36,005,039300,36005039300,2020
"Census Tract 394, Bronx County, New York",1677,36,005,039400,36005039400,2020
"Census Tract 395, Bronx County, New York",1592,36,005,039500,36005039500,2020
"Census Tract 396, Bronx County, New York",1381,36,005,039600,36005039600,2020
"Census Tract 397, Bronx County, New York",548,36,005,039700,36005039700,2020
"Census Tract 398, Bronx County, New York",1209,36,005,039800,36005039800,2020
"Census Tract 399.01, Bronx County, New York",1705,36,005,039901,36005039901,2020
"Census Tract 399.02, Bronx County, New York",1701,36,005,039902,36005039902,2020
"Census Tract 401, Bronx County, New York",1832,36,005,040100,36005040100,2020
"Census Tract 403.02, Bronx County, New York",1580,36,005,040302,36005040302,2020
"Census Tract 403.03, Bronx County, New York",1357,36,005,040303,36005040303,2020
"Census Tract 403.04, Bronx County, New York",1202,36,005,040304,36005040304,2020
"Census Tract 404, Bronx County, New York",1100,36,005,040400,36005040400,2020
"Census Tract 405.01, Bronx County, New York",1339,36,005,040501,36005040501,2020
"Census Tract 405.02, Bronx County, New York",2365,36,005,040502,36005040502,2020
"Census Tract 406, Bronx County, New York",1290,36,005,040600,36005040600,2020
"Census Tract 407.01, Bronx County, New York",1217,36,005,040701,36005040701,2020
"Census Tract 407.02, Bronx County, New York",2754,36,005,040702,36005040702,2020
"Census Tract 408, Bronx County, New York",1733,36,005,040800,36005040800,2020
"Census Tract 409, Bronx County, New York",1375,36,005,040900,36005040900,2020
"Census Tract 411, Bronx County, New York",1285,36,005,041100,36005041100,2020
"Census Tract 413, Bronx County, New York",3069,36,005,041300,36005041300,2020
"Census Tract 414, Bronx County, New York",1787,36,005,041400,36005041400,2020
"Census Tract 415, Bronx County, New York",2425,36,005,041500,36005041500,2020
"Census Tract 418, Bronx County, New York",1208,36,005,041800,36005041800,2020
"Census Tract 419, Bronx County, New York",2465,36,005,041900,36005041900,2020
"Census Tract 420, Bronx County, New York",1654,36,005,042000,36005042000,2020
"Census Tract 421, Bronx County, New York",2038,36,005,042100,36005042100,2020
"Census Tract 422, Bronx County, New York",1153,36,005,042200,36005042200,2020
"Census Tract 423, Bronx County, New York",1289,36,005,042300,36005042300,2020
"Census Tract 424, Bronx County, New York",798,36,005,042400,36005042400,2020
"Census Tract 425, Bronx County, New York",2050,36,005,042500,36005042500,2020
"Census Tract 426, Bronx County, New York",2178,36,005,042600,36005042600,2020
"Census Tract 428, Bronx County, New York",762,36,005,042800,36005042800,2020
"Census Tract 429.01, Bronx County, New York",1319,36,005,042901,36005042901,2020
"Census Tract 429.02, Bronx County, New York",1648,36,005,042902,36005042902,2020
"Census Tract 430, Bronx County, New York",1217,36,005,043000,36005043000,2020
"Census Tract 431.01, Bronx County, New York",1757,36,005,043101,36005043101,2020
"Census Tract 431.02, Bronx County, New York",1756,36,005,043102,36005043102,2020
"Census Tract 434, Bronx County, New York",1364,36,005,043400,36005043400,2020
"Census Tract 435.01, Bronx County, New York",336,36,005,043501,36005043501,2020
"Census Tract 435.02, Bronx County, New York",0,36,005,043502,36005043502,2020
"Census Tract 435.03, Bronx County, New York",0,36,005,043503,36005043503,2020
"Census Tract 436, Bronx County, New York",700,36,005,043600,36005043600,2020
"Census Tract 442, Bronx County, New York",1312,36,005,044200,36005044200,2020
"Census Tract 444, Bronx County, New York",1435,36,005,044400,36005044400,2020
"Census Tract 448, Bronx County, New York",661,36,005,044800,36005044800,2020
"Census Tract 449.01, Bronx County, New York",766,36,005,044901,36005044901,2020
"Census Tract 449.02, Bronx County, New York",882,36,005,044902,36005044902,2020
"Census Tract 451.01, Bronx County, New York",859,36,005,045101,36005045101,2020
"Census Tract 451.02, Bronx County, New York",855,36,005,045102,36005045102,2020
"Census Tract 456, Bronx County, New York",1077,36,005,045600,36005045600,2020
"Census Tract 458, Bronx County, New York",2036,36,005,045800,36005045800,2020
"Census Tract 460, Bronx County, New York",1001,36,005,046000,36005046000,2020
"Census Tract 462.03, Bronx County, New York",3193,36,005,046203,36005046203,2020
"Census Tract 462.04, Bronx County, New York",2424,36,005,046204,36005046204,2020
"Census Tract 462.05, Bronx County, New York",1909,36,005,046205,36005046205,2020
"Census Tract 462.06, Bronx County, New York",1998,36,005,046206,36005046206,2020
"Census Tract 462.07, Bronx County, New York",2977,36,005,046207,36005046207,2020
"Census Tract 462.08, Bronx County, New York",1460,36,005,046208,36005046208,2020
"Census Tract 462.09, Bronx County, New York",1447,36,005,046209,36005046209,2020
"Census Tract 484.01, Bronx County, New York",1272,36,005,048401,36005048401,2020
"Census Tract 484.02, Bronx County, New York",0,36,005,048402,36005048402,2020
"Census Tract 504, Bronx County, New York",0,36,005,050400,36005050400,2020
"Census Tract 516.01, Bronx County, New York",1874,36,005,051601,36005051601,2020
"Census Tract 516.02, Bronx County, New York",0,36,005,051602,36005051602,2020
"Census Tract 1, Bronx County, New York",0,36,005,000100,36005000100,2020
"Census Tract 2, Bronx County, New York",1340,36,005,000200,36005000200,2020
"Census Tract 4, Bronx County, New York",2110,36,005,000400,36005000400,2020
"Census Tract 16, Bronx County, New York",2153,36,005,001600,36005001600,2020
"Census Tract 19.01, Bronx County, New York",784,36,005,001901,36005001901,2020
"Census Tract 19.02, Bronx County, New York",329,36,005,001902,36005001902,2020
"Census Tract 19.03, Bronx County, New York",0,36,005,001903,36005001903,2020
"Census Tract 19.04, Bronx County, New York",0,36,005,001904,36005001904,2020
"Census Tract 20.01, Bronx County, New York",1654,36,005,002001,36005002001,2020
"Census Tract 20.02, Bronx County, New York",1865,36,005,002002,36005002002,2020
"Census Tract 23, Bronx County, New York",1874,36,005,002300,36005002300,2020
"Census Tract 24, Bronx County, New York",0,36,005,002400,36005002400,2020
"Census Tract 25, Bronx County, New York",1932,36,005,002500,36005002500,2020
"Census Tract 27.01, Bronx County, New York",1027,36,005,002701,36005002701,2020
"Census Tract 27.02, Bronx County, New York",1470,36,005,002702,36005002702,2020
"Census Tract 28, Bronx County, New York",2401,36,005,002800,36005002800,2020
"Census Tract 31, Bronx County, New York",687,36,005,003100,36005003100,2020
"Census Tract 33, Bronx County, New York",1208,36,005,003300,36005003300,2020
"Census Tract 35, Bronx County, New York",1374,36,005,003500,36005003500,2020
"Census Tract 37, Bronx County, New York",145,36,005,003700,36005003700,2020
"Census Tract 38, Bronx County, New York",333,36,005,003800,36005003800,2020
"Census Tract 39, Bronx County, New York",2241,36,005,003900,36005003900,2020
"Census Tract 40.01, Bronx County, New York",489,36,005,004001,36005004001,2020
"Census Tract 41, Bronx County, New York",2254,36,005,004100,36005004100,2020
"Census Tract 42, Bronx County, New York",2875,36,005,004200,36005004200,2020
"Census Tract 43, Bronx County, New York",2129,36,005,004300,36005004300,2020
"Census Tract 44, Bronx County, New York",1599,36,005,004400,36005004400,2020
"Census Tract 46, Bronx County, New York",697,36,005,004600,36005004600,2020
"Census Tract 48, Bronx County, New York",1455,36,005,004800,36005004800,2020
"Census Tract 50.01, Bronx County, New York",1379,36,005,005001,36005005001,2020
"Census Tract 50.02, Bronx County, New York",1994,36,005,005002,36005005002,2020
"Census Tract 51, Bronx County, New York",2151,36,005,005100,36005005100,2020
"Census Tract 52, Bronx County, New York",828,36,005,005200,36005005200,2020
"Census Tract 53, Bronx County, New York",1786,36,005,005300,36005005300,2020
"Census Tract 54, Bronx County, New York",1713,36,005,005400,36005005400,2020
"Census Tract 56, Bronx County, New York",886,36,005,005600,36005005600,2020
"Census Tract 59.02, Bronx County, New York",1109,36,005,005902,36005005902,2020
"Census Tract 60, Bronx County, New York",370,36,005,006000,36005006000,2020
"Census Tract 61, Bronx County, New York",2071,36,005,006100,36005006100,2020
"Census Tract 62, Bronx County, New York",2506,36,005,006200,36005006200,2020
"Census Tract 63.01, Bronx County, New York",1941,36,005,006301,36005006301,2020
"Census Tract 63.02, Bronx County, New York",0,36,005,006302,36005006302,2020
"Census Tract 64, Bronx County, New York",1389,36,005,006400,36005006400,2020
"Census Tract 65, Bronx County, New York",1921,36,005,006500,36005006500,2020
"Census Tract 67, Bronx County, New York",2468,36,005,006700,36005006700,2020
"Census Tract 68, Bronx County, New York",978,36,005,006800,36005006800,2020
"Census Tract 69, Bronx County, New York",2844,36,005,006900,36005006900,2020
"Census Tract 70, Bronx County, New York",1285,36,005,007000,36005007000,2020
"Census Tract 71, Bronx County, New York",1074,36,005,007100,36005007100,2020
"Census Tract 72, Bronx County, New York",1729,36,005,007200,36005007200,2020
"Census Tract 73, Bronx County, New York",1434,36,005,007300,36005007300,2020
"Census Tract 74, Bronx County, New York",1330,36,005,007400,36005007400,2020
"Census Tract 75, Bronx County, New York",2235,36,005,007500,36005007500,2020
"Census Tract 76, Bronx County, New York",1780,36,005,007600,36005007600,2020
"Census Tract 77, Bronx County, New York",575,36,005,007700,36005007700,2020
"Census Tract 78, Bronx County, New York",2211,36,005,007800,36005007800,2020
"Census Tract 79, Bronx County, New York",2345,36,005,007900,36005007900,2020
"Census Tract 83, Bronx County, New York",2187,36,005,008300,36005008300,2020
"Census Tract 84, Bronx County, New York",982,36,005,008400,36005008400,2020
"Census Tract 85, Bronx County, New York",2128,36,005,008500,36005008500,2020
"Census Tract 86, Bronx County, New York",1537,36,005,008600,36005008600,2020
"Census Tract 87, Bronx County, New York",2056,36,005,008700,36005008700,2020
"Census Tract 89, Bronx County, New York",1217,36,005,008900,36005008900,2020
"Census Tract 90, Bronx County, New York",1178,36,005,009000,36005009000,2020
"Census Tract 92, Bronx County, New York",1879,36,005,009200,36005009200,2020
"Census Tract 93.01, Bronx County, New York",1684,36,005,009301,36005009301,2020
"Census Tract 93.02, Bronx County, New York",0,36,005,009302,36005009302,2020
"Census Tract 96, Bronx County, New York",800,36,005,009600,36005009600,2020
"Census Tract 98, Bronx County, New York",1595,36,005,009800,36005009800,2020
"Census Tract 110, Bronx County, New York",0,36,005,011000,36005011000,2020
"Census Tract 115.02, Bronx County, New York",1348,36,005,011502,36005011502,2020
"Census Tract 117.01, Bronx County, New York",474,36,005,011701,36005011701,2020
"Census Tract 117.02, Bronx County, New York",0,36,005,011702,36005011702,2020
"Census Tract 118, Bronx County, New York",1596,36,005,011800,36005011800,2020
"Census Tract 119, Bronx County, New York",1763,36,005,011900,36005011900,2020
"Census Tract 121.01, Bronx County, New York",941,36,005,012101,36005012101,2020
"Census Tract 121.02, Bronx County, New York",533,36,005,012102,36005012102,2020
"Census Tract 123, Bronx County, New York",1510,36,005,012300,36005012300,2020
"Census Tract 125, Bronx County, New York",1260,36,005,012500,36005012500,2020
"Census Tract 127.01, Bronx County, New York",732,36,005,012701,36005012701,2020
"Census Tract 129.01, Bronx County, New York",1590,36,005,012901,36005012901,2020
"Census Tract 130, Bronx County, New York",461,36,005,013000,36005013000,2020
"Census Tract 131, Bronx County, New York",2098,36,005,013100,36005013100,2020
"Census Tract 132, Bronx County, New York",2596,36,005,013200,36005013200,2020
"Census Tract 133, Bronx County, New York",2276,36,005,013300,36005013300,2020
"Census Tract 135, Bronx County, New York",1473,36,005,013500,36005013500,2020
"Census Tract 138, Bronx County, New York",1152,36,005,013800,36005013800,2020
"Census Tract 141, Bronx County, New York",2527,36,005,014100,36005014100,2020
"Census Tract 143, Bronx County, New York",649,36,005,014300,36005014300,2020
"Census Tract 144, Bronx County, New York",2393,36,005,014400,36005014400,2020
"Census Tract 145, Bronx County, New York",2355,36,005,014500,36005014500,2020
"Census Tract 147.01, Bronx County, New York",2026,36,005,014701,36005014701,2020
"Census Tract 147.02, Bronx County, New York",1893,36,005,014702,36005014702,2020
"Census Tract 149, Bronx County, New York",1484,36,005,014900,36005014900,2020
"Census Tract 151, Bronx County, New York",2027,36,005,015100,36005015100,2020
"Census Tract 152, Bronx County, New York",962,36,005,015200,36005015200,2020
"Census Tract 153, Bronx County, New York",1645,36,005,015300,36005015300,2020
"Census Tract 155, Bronx County, New York",1082,36,005,015500,36005015500,2020
"Census Tract 157, Bronx County, New York",1650,36,005,015700,36005015700,2020
"Census Tract 158, Bronx County, New York",441,36,005,015800,36005015800,2020
"Census Tract 159, Bronx County, New York",772,36,005,015900,36005015900,2020
"Census Tract 160, Bronx County, New York",1488,36,005,016000,36005016000,2020
"Census Tract 161, Bronx County, New York",1880,36,005,016100,36005016100,2020
"Census Tract 162, Bronx County, New York",537,36,005,016200,36005016200,2020
"Census Tract 163, Bronx County, New York",0,36,005,016300,36005016300,2020
"Census Tract 164, Bronx County, New York",415,36,005,016400,36005016400,2020
"Census Tract 165, Bronx County, New York",320,36,005,016500,36005016500,2020
"Census Tract 166, Bronx County, New York",776,36,005,016600,36005016600,2020
"Census Tract 167, Bronx County, New York",1085,36,005,016700,36005016700,2020
"Census Tract 169, Bronx County, New York",541,36,005,016900,36005016900,2020
"Census Tract 171, Bronx County, New York",0,36,005,017100,36005017100,2020
"Census Tract 173, Bronx County, New York",2094,36,005,017300,36005017300,2020
"Census Tract 175, Bronx County, New York",2858,36,005,017500,36005017500,2020
"Census Tract 177.01, Bronx County, New York",1223,36,005,017701,36005017701,2020
"Census Tract 177.02, Bronx County, New York",1539,36,005,017702,36005017702,2020
"Census Tract 179.01, Bronx County, New York",1605,36,005,017901,36005017901,2020
"Census Tract 179.02, Bronx County, New York",1252,36,005,017902,36005017902,2020
"Census Tract 181.01, Bronx County, New York",1009,36,005,018101,36005018101,2020
"Census Tract 181.02, Bronx County, New York",2100,36,005,018102,36005018102,2020
"Census Tract 183.01, Bronx County, New York",2074,36,005,018301,36005018301,2020
"Census Tract 183.02, Bronx County, New York",1406,36,005,018302,36005018302,2020
"Census Tract 184, Bronx County, New York",1438,36,005,018400,36005018400,2020
"Census Tract 185.01, Bronx County, New York",1115,36,005,018501,36005018501,2020
"Census Tract 185.02, Bronx County, New York",2023,36,005,018502,36005018502,2020
"Census Tract 189, Bronx County, New York",2753,36,005,018900,36005018900,2020
"Census Tract 193, Bronx County, New York",2440,36,005,019300,36005019300,2020
"Census Tract 194, Bronx County, New York",718,36,005,019400,36005019400,2020
"Census Tract 195, Bronx County, New York",2572,36,005,019500,36005019500,2020
