GEOID,NAME,B11001_001E,source,year
36005040304,"Census Tract 403.04, Bronx, NY",1267.0,censusreporter:acs2024_5yr,2024
36005040400,"Census Tract 404, Bronx, NY",1123.0,censusreporter:acs2024_5yr,2024
36005040501,"Census Tract 405.01, Bronx, NY",1325.0,censusreporter:acs2024_5yr,2024
36005040502,"Census Tract 405.02, Bronx, NY",2461.0,censusreporter:acs2024_5yr,2024
36005040600,"Census Tract 406, Bronx, NY",1413.0,censusreporter:acs2024_5yr,2024
36005040701,"Census Tract 407.01, Bronx, NY",1205.0,censusreporter:acs2024_5yr,2024
36005040702,"Census Tract 407.02, Bronx, NY",2801.0,censusreporter:acs2024_5yr,2024
36005040800,"Census Tract 408, Bronx, NY",1467.0,censusreporter:acs2024_5yr,2024
36005040900,"Census Tract 409, Bronx, NY",1409.0,censusreporter:acs2024_5yr,2024
36005041100,"Census Tract 411, Bronx, NY",1571.0,censusreporter:acs2024_5yr,2024
36005041300,"Census Tract 413, Bronx, NY",3199.0,censusreporter:acs2024_5yr,2024
36005041400,"Census Tract 414, Bronx, NY",1779.0,censusreporter:acs2024_5yr,2024
36005041500,"Census Tract 415, Bronx, NY",2293.0,censusreporter:acs2024_5yr,2024
36005041800,"Census Tract 418, Bronx, NY",1289.0,censusreporter:acs2024_5yr,2024
36005041900,"Census Tract 419, Bronx, NY",2592.0,censusreporter:acs2024_5yr,2024
36005042000,"Census Tract 420, Bronx, NY",1711.0,censusreporter:acs2024_5yr,2024
36005042100,"Census Tract 421, Bronx, NY",2290.0,censusreporter:acs2024_5yr,2024
36005042200,"Census Tract 422, Bronx, NY",1292.0,censusreporter:acs2024_5yr,2024
36005042300,"Census Tract 423, Bronx, NY",1485.0,censusreporter:acs2024_5yr,2024
36005042400,"Census Tract 424, Bronx, NY",760.0,censusreporter:acs2024_5yr,2024
36005042500,"Census Tract 425, Bronx, NY",2369.0,censusreporter:acs2024_5yr,2024
36005042600,"Census Tract 426, Bronx, NY",2165.0,censusreporter:acs2024_5yr,2024
36005042800,"Census Tract 428, Bronx, NY",809.0,censusreporter:acs2024_5yr,2024
36005042901,"Census Tract 429.01, Bronx, NY",1249.0,censusreporter:acs2024_5yr,2024
36005042902,"Census Tract 429.02, Bronx, NY",1599.0,censusreporter:acs2024_5yr,2024
36005043000,"Census Tract 430, Bronx, NY",1327.0,censusreporter:acs2024_5yr,2024
36005043101,"Census Tract 431.01, Bronx, NY",1833.0,censusreporter:acs2024_5yr,2024
36005043102,"Census Tract 431.02, Bronx, NY",1692.0,censusreporter:acs2024_5yr,2024
36005043400,"Census Tract 434, Bronx, NY",1597.0,censusreporter:acs2024_5yr,2024
36005043501,"Census Tract 435.01, Bronx, NY",446.0,censusreporter:acs2024_5yr,2024
36005043502,"Census Tract 435.02, Bronx, NY",0.0,censusreporter:acs2024_5yr,2024
36005043503,"Census Tract 435.03, Bronx, NY",0.0,censusreporter:acs2024_5yr,2024
36005043600,"Census Tract 436, Bronx, NY",753.0,censusreporter:acs2024_5yr,2024
36005044200,"Census Tract 442, Bronx, NY",1261.0,censusreporter:acs2024_5yr,2024
36005044400,"Census Tract 444, Bronx, NY",1424.0,censusreporter:acs2024_5yr,2024
36005044800,"Census Tract 448, Bronx, NY",713.0,censusreporter:acs2024_5yr,2024
36005044901,"Census Tract 449.01, Bronx, NY",910.0,censusreporter:acs2024_5yr,2024
36005044902,"Census Tract 449.02, Bronx, NY",973.0,censusreporter:acs2024_5yr,2024
36005045101,"Census Tract 451.01, Bronx, NY",1030.0,censusreporter:acs2024_5yr,2024
36005045102,"Census Tract 451.02, Bronx, NY",966.0,censusreporter:acs2024_5yr,2024
36005045600,"Census Tract 456, Bronx, NY",1217.0,censusreporter:acs2024_5yr,2024
36005045800,"Census Tract 458, Bronx, NY",2071.0,censusreporter:acs2024_5yr,2024
36005046000,"Census Tract 460, Bronx, NY",939.0,censusreporter:acs2024_5yr,2024
36005046203,"Census Tract 462.03, Bronx, NY",3104.0,censusreporter:acs2024_5yr,2024
36005046204,"Census Tract 462.04, Bronx, NY",2450.0,censusreporter:acs2024_5yr,2024
36005046205,"Census Tract 462.05, Bronx, NY",1840.0,censusreporter:acs2024_5yr,2024
36005046206,"Census Tract 462.06, Bronx, NY",2040.0,censusreporter:acs2024_5yr,2024
36005046207,"Census Tract 462.07, Bronx, NY",2913.0,censusreporter:acs2024_5yr,2024
36005046208,"Census Tract 462.08, Bronx, NY",1403.0,censusreporter:acs2024_5yr,2024
36005046209,"Census Tract 462.09, Bronx, NY",1410.0,censusreporter:acs2024_5yr,2024
36005048401,"Census Tract 484.01, Bronx, NY",1251.0,censusreporter:acs2024_5yr,2024
36005048402,"Census Tract 484.02, Bronx, NY",0.0,censusreporter:acs2024_5yr,2024
36005050400,"Census Tract 504, Bronx, NY",0.0,censusreporter:acs2024_5yr,2024
36005051601,"Census Tract 516.01, Bronx, NY",1949.0,censusreporter:acs2024_5yr,2024
36005051602,"Census Tract 516.02, Bronx, NY",0.0,censusreporter:acs2024_5yr,2024
