GEOID,NAME,source,B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,n_low,n_mid,n_high,n_i_sum,year
36005016300,"Census Tract 163, Bronx, NY",censusreporter:acs2024_5yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
36005016400,"Census Tract 164, Bronx, NY",censusreporter:acs2024_5yr,392.0,50.0,16.0,22.0,14.0,8.0,22.0,26.0,0.0,0.0,0.0,66.0,24.0,20.0,24.0,59.0,41.0,102.0,56.0,234.0,392.0,2024
36005016500,"Census Tract 165, Bronx, NY",censusreporter:acs2024_5yr,376.0,14.0,15.0,0.0,51.0,0.0,12.0,0.0,10.0,41.0,46.0,13.0,56.0,32.0,24.0,62.0,0.0,80.0,63.0,233.0,376.0,2024
36005016600,"Census Tract 166, Bronx, NY",censusreporter:acs2024_5yr,802.0,59.0,0.0,14.0,0.0,21.0,15.0,11.0,43.0,5.0,33.0,31.0,102.0,200.0,34.0,134.0,100.0,73.0,95.0,634.0,802.0,2024
36005016700,"Census Tract 167, Bronx, NY",censusreporter:acs2024_5yr,1154.0,123.0,86.0,17.0,143.0,37.0,119.0,6.0,37.0,110.0,83.0,129.0,122.0,43.0,26.0,43.0,30.0,369.0,309.0,476.0,1154.0,2024
36005016900,"Census Tract 169, Bronx, NY",censusreporter:acs2024_5yr,607.0,102.0,45.0,28.0,29.0,22.0,0.0,22.0,69.0,0.0,165.0,73.0,17.0,8.0,0.0,27.0,0.0,204.0,113.0,290.0,607.0,2024
36005017100,"Census Tract 171, Bronx, NY",censusreporter:acs2024_5yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
36005017300,"Census Tract 173, Bronx, NY",censusreporter:acs2024_5yr,2276.0,471.0,322.0,270.0,59.0,0.0,52.0,48.0,87.0,41.0,20.0,180.0,119.0,356.0,171.0,80.0,0.0,1122.0,228.0,926.0,2276.0,2024
36005017500,"Census Tract 175, Bronx, NY",censusreporter:acs2024_5yr,2975.0,823.0,577.0,129.0,123.0,84.0,199.0,214.0,62.0,146.0,78.0,322.0,127.0,43.0,0.0,48.0,0.0,1652.0,705.0,618.0,2975.0,2024
36005017701,"Census Tract 177.01, Bronx, NY",censusreporter:acs2024_5yr,1462.0,111.0,151.0,56.0,0.0,0.0,68.0,24.0,21.0,144.0,82.0,297.0,162.0,57.0,194.0,61.0,34.0,318.0,257.0,887.0,1462.0,2024
36005017702,"Census Tract 177.02, Bronx, NY",censusreporter:acs2024_5yr,1675.0,213.0,203.0,15.0,103.0,0.0,160.0,142.0,77.0,26.0,272.0,0.0,100.0,10.0,162.0,137.0,55.0,534.0,405.0,736.0,1675.0,2024
36005017901,"Census Tract 179.01, Bronx, NY",censusreporter:acs2024_5yr,1688.0,185.0,144.0,23.0,15.0,44.0,0.0,258.0,120.0,71.0,155.0,164.0,222.0,105.0,81.0,31.0,70.0,367.0,493.0,828.0,1688.0,2024
36005017902,"Census Tract 179.02, Bronx, NY",censusreporter:acs2024_5yr,1216.0,48.0,54.0,5.0,113.0,60.0,75.0,150.0,195.0,40.0,55.0,145.0,131.0,0.0,23.0,80.0,42.0,220.0,520.0,476.0,1216.0,2024
36005018101,"Census Tract 181.01, Bronx, NY",censusreporter:acs2024_5yr,1084.0,215.0,71.0,61.0,53.0,15.0,0.0,52.0,0.0,0.0,261.0,87.0,20.0,81.0,29.0,104.0,35.0,400.0,67.0,617.0,1084.0,2024
36005018102,"Census Tract 181.02, Bronx, NY",censusreporter:acs2024_5yr,2150.0,275.0,468.0,191.0,39.0,47.0,136.0,42.0,52.0,68.0,51.0,190.0,278.0,136.0,53.0,92.0,32.0,973.0,345.0,832.0,2150.0,2024
36005018301,"Census Tract 183.01, Bronx, NY",censusreporter:acs2024_5yr,1934.0,147.0,189.0,158.0,184.0,56.0,76.0,56.0,61.0,142.0,60.0,121.0,156.0,104.0,139.0,148.0,137.0,678.0,391.0,865.0,1934.0,2024
36005018302,"Census Tract 183.02, Bronx, NY",censusreporter:acs2024_5yr,1452.0,147.0,8.0,144.0,62.0,15.0,39.0,79.0,25.0,40.0,68.0,226.0,437.0,55.0,47.0,60.0,0.0,361.0,198.0,893.0,1452.0,2024
36005018400,"Census Tract 184, Bronx, NY",censusreporter:acs2024_5yr,1340.0,68.0,122.0,0.0,38.0,29.0,0.0,31.0,35.0,78.0,98.0,34.0,155.0,100.0,176.0,250.0,126.0,228.0,173.0,939.0,1340.0,2024
36005018501,"Census Tract 185.01, Bronx, NY",censusreporter:acs2024_5yr,1466.0,225.0,240.0,68.0,52.0,53.0,0.0,18.0,0.0,99.0,183.0,146.0,81.0,130.0,40.0,131.0,0.0,585.0,170.0,711.0,1466.0,2024
36005018502,"Census Tract 185.02, Bronx, NY",censusreporter:acs2024_5yr,2106.0,402.0,370.0,86.0,85.0,188.0,102.0,0.0,37.0,21.0,202.0,165.0,209.0,148.0,15.0,58.0,18.0,943.0,348.0,815.0,2106.0,2024
36005018900,"Census Tract 189, Bronx, NY",censusreporter:acs2024_5yr,3050.0,431.0,235.0,73.0,69.0,91.0,89.0,44.0,69.0,91.0,443.0,286.0,601.0,82.0,195.0,158.0,93.0,808.0,384.0,1858.0,3050.0,2024
36005019300,"Census Tract 193, Bronx, NY",censusreporter:acs2024_5yr,2519.0,255.0,204.0,38.0,0.0,240.0,296.0,24.0,92.0,184.0,148.0,359.0,419.0,120.0,140.0,0.0,0.0,497.0,836.0,1186.0,2519.0,2024
36005019400,"Census Tract 194, Bronx, NY",censusreporter:acs2024_5yr,696.0,46.0,0.0,21.0,23.0,8.0,24.0,30.0,8.0,12.0,11.0,40.0,106.0,171.0,50.0,46.0,100.0,90.0,82.0,524.0,696.0,2024
36005019500,"Census Tract 195, Bronx, NY",censusreporter:acs2024_5yr,2703.0,440.0,38.0,219.0,246.0,121.0,31.0,158.0,57.0,167.0,298.0,211.0,324.0,89.0,107.0,153.0,44.0,943.0,534.0,1226.0,2703.0,2024
36005019700,"Census Tract 197, Bronx, NY",censusreporter:acs2024_5yr,2528.0,270.0,651.0,47.0,260.0,205.0,15.0,30.0,223.0,26.0,118.0,144.0,199.0,43.0,71.0,141.0,85.0,1228.0,499.0,801.0,2528.0,2024
36005019900,"Census Tract 199, Bronx, NY",censusreporter:acs2024_5yr,3185.0,462.0,206.0,135.0,253.0,451.0,118.0,69.0,98.0,95.0,212.0,345.0,211.0,302.0,73.0,155.0,0.0,1056.0,831.0,1298.0,3185.0,2024
36005020000,"Census Tract 200, Bronx, NY",censusreporter:acs2024_5yr,1430.0,228.0,20.0,39.0,152.0,39.0,57.0,48.0,84.0,121.0,24.0,131.0,89.0,141.0,28.0,82.0,147.0,439.0,349.0,642.0,1430.0,2024
36005020100,"Census Tract 201, Bronx, NY",censusreporter:acs2024_5yr,1406.0,267.0,40.0,196.0,23.0,105.0,168.0,56.0,17.0,0.0,240.0,22.0,119.0,112.0,0.0,41.0,0.0,526.0,346.0,534.0,1406.0,2024
36005020200,"Census Tract 202, Bronx, NY",censusreporter:acs2024_5yr,975.0,62.0,28.0,127.0,31.0,64.0,31.0,19.0,64.0,10.0,198.0,95.0,73.0,63.0,68.0,28.0,14.0,248.0,188.0,539.0,975.0,2024
36005020400,"Census Tract 204, Bronx, NY",censusreporter:acs2024_5yr,988.0,67.0,63.0,67.0,82.0,96.0,0.0,35.0,0.0,11.0,114.0,111.0,111.0,132.0,46.0,39.0,14.0,279.0,142.0,567.0,988.0,2024
36005020501,"Census Tract 205.01, Bronx, NY",censusreporter:acs2024_5yr,2681.0,564.0,442.0,49.0,200.0,91.0,32.0,223.0,11.0,166.0,299.0,45.0,273.0,121.0,0.0,32.0,133.0,1255.0,523.0,903.0,2681.0,2024
36005020502,"Census Tract 205.02, Bronx, NY",censusreporter:acs2024_5yr,1040.0,213.0,112.0,22.0,26.0,80.0,11.0,64.0,20.0,55.0,121.0,63.0,12.0,94.0,83.0,27.0,37.0,373.0,230.0,437.0,1040.0,2024
36005020601,"Census Tract 206.01, Bronx, NY",censusreporter:acs2024_5yr,937.0,61.0,135.0,37.0,31.0,7.0,0.0,33.0,0.0,0.0,78.0,52.0,103.0,134.0,134.0,40.0,92.0,264.0,40.0,633.0,937.0,2024
36005020900,"Census Tract 209, Bronx, NY",censusreporter:acs2024_5yr,1944.0,241.0,165.0,180.0,88.0,88.0,121.0,125.0,56.0,102.0,57.0,330.0,167.0,91.0,118.0,0.0,15.0,674.0,492.0,778.0,1944.0,2024
36005021001,"Census Tract 210.01, Bronx, NY",censusreporter:acs2024_5yr,3563.0,272.0,210.0,163.0,272.0,197.0,306.0,183.0,97.0,51.0,119.0,485.0,475.0,202.0,140.0,348.0,43.0,917.0,834.0,1812.0,3563.0,2024
36005021002,"Census Tract 210.02, Bronx, NY",censusreporter:acs2024_5yr,3158.0,239.0,110.0,147.0,189.0,126.0,186.0,143.0,104.0,48.0,152.0,193.0,365.0,208.0,541.0,271.0,136.0,685.0,607.0,1866.0,3158.0,2024
36005021100,"Census Tract 211, Bronx, NY",censusreporter:acs2024_5yr,2002.0,131.0,149.0,97.0,254.0,14.0,196.0,5.0,45.0,70.0,228.0,222.0,158.0,179.0,0.0,92.0,162.0,631.0,330.0,1041.0,2002.0,2024
36005021200,"Census Tract 212, Bronx, NY",censusreporter:acs2024_5yr,2325.0,120.0,82.0,103.0,142.0,195.0,69.0,59.0,208.0,57.0,84.0,283.0,209.0,328.0,296.0,51.0,39.0,447.0,588.0,1290.0,2325.0,2024
36005021301,"Census Tract 213.01, Bronx, NY",censusreporter:acs2024_5yr,447.0,36.0,91.0,11.0,30.0,23.0,16.0,19.0,16.0,22.0,20.0,61.0,19.0,52.0,17.0,14.0,0.0,168.0,96.0,183.0,447.0,2024
36005021302,"Census Tract 213.02, Bronx, NY",censusreporter:acs2024_5yr,2324.0,323.0,310.0,199.0,69.0,25.0,68.0,270.0,82.0,193.0,133.0,28.0,237.0,204.0,19.0,54.0,110.0,901.0,638.0,785.0,2324.0,2024
36005021501,"Census Tract 215.01, Bronx, NY",censusreporter:acs2024_5yr,1348.0,185.0,51.0,111.0,23.0,88.0,183.0,84.0,82.0,47.0,101.0,113.0,59.0,30.0,35.0,66.0,90.0,370.0,484.0,494.0,1348.0,2024
36005021502,"Census Tract 215.02, Bronx, NY",censusreporter:acs2024_5yr,2322.0,857.0,228.0,41.0,339.0,98.0,30.0,34.0,48.0,0.0,96.0,254.0,114.0,168.0,0.0,0.0,15.0,1465.0,210.0,647.0,2322.0,2024
36005021601,"Census Tract 216.01, Bronx, NY",censusreporter:acs2024_5yr,1582.0,268.0,67.0,74.0,83.0,109.0,232.0,58.0,12.0,24.0,83.0,146.0,162.0,196.0,13.0,37.0,18.0,492.0,435.0,655.0,1582.0,2024
36005021602,"Census Tract 216.02, Bronx, NY",censusreporter:acs2024_5yr,2345.0,122.0,92.0,61.0,113.0,33.0,70.0,218.0,142.0,128.0,304.0,395.0,307.0,125.0,110.0,49.0,76.0,388.0,591.0,1366.0,2345.0,2024
36005021700,"Census Tract 217, Bronx, NY",censusreporter:acs2024_5yr,1939.0,354.0,89.0,144.0,64.0,222.0,21.0,158.0,186.0,111.0,138.0,180.0,47.0,95.0,0.0,93.0,37.0,651.0,698.0,590.0,1939.0,2024
36005021800,"Census Tract 218, Bronx, NY",censusreporter:acs2024_5yr,2329.0,171.0,214.0,138.0,0.0,95.0,233.0,40.0,176.0,0.0,94.0,211.0,412.0,292.0,43.0,148.0,62.0,523.0,544.0,1262.0,2329.0,2024
36005021900,"Census Tract 219, Bronx, NY",censusreporter:acs2024_5yr,489.0,33.0,53.0,23.0,22.0,18.0,12.0,54.0,4.0,56.0,71.0,29.0,21.0,18.0,37.0,11.0,27.0,131.0,144.0,214.0,489.0,2024
36005022000,"Census Tract 220, Bronx, NY",censusreporter:acs2024_5yr,650.0,198.0,104.0,1.0,39.0,5.0,47.0,81.0,6.0,4.0,17.0,49.0,53.0,2.0,0.0,10.0,34.0,342.0,143.0,165.0,650.0,2024
36005022101,"Census Tract 221.01, Bronx, NY",censusreporter:acs2024_5yr,1339.0,173.0,24.0,90.0,10.0,141.0,46.0,63.0,41.0,58.0,108.0,221.0,57.0,205.0,54.0,48.0,0.0,297.0,349.0,693.0,1339.0,2024
36005022102,"Census Tract 221.02, Bronx, NY",censusreporter:acs2024_5yr,1681.0,147.0,207.0,95.0,207.0,103.0,107.0,61.0,77.0,0.0,87.0,104.0,64.0,237.0,54.0,113.0,18.0,656.0,348.0,677.0,1681.0,2024
36005022200,"Census Tract 222, Bronx, NY",censusreporter:acs2024_5yr,1089.0,98.0,46.0,85.0,53.0,45.0,72.0,13.0,113.0,52.0,90.0,57.0,80.0,83.0,65.0,101.0,36.0,282.0,295.0,512.0,1089.0,2024
36005022300,"Census Tract 223, Bronx, NY",censusreporter:acs2024_5yr,2103.0,303.0,128.0,76.0,176.0,93.0,96.0,142.0,15.0,377.0,286.0,197.0,154.0,14.0,28.0,0.0,18.0,683.0,723.0,697.0,2103.0,2024
36005022401,"Census Tract 224.01, Bronx, NY",censusreporter:acs2024_5yr,965.0,185.0,0.0,44.0,9.0,46.0,26.0,39.0,36.0,72.0,79.0,69.0,38.0,146.0,18.0,90.0,68.0,238.0,219.0,508.0,965.0,2024
36005022403,"Census Tract 224.03, Bronx, NY",censusreporter:acs2024_5yr,1154.0,89.0,18.0,37.0,79.0,61.0,51.0,25.0,47.0,0.0,85.0,93.0,164.0,131.0,100.0,112.0,62.0,223.0,184.0,747.0,1154.0,2024
36005022404,"Census Tract 224.04, Bronx, NY",censusreporter:acs2024_5yr,1875.0,112.0,69.0,126.0,103.0,83.0,77.0,59.0,66.0,58.0,100.0,203.0,270.0,189.0,79.0,140.0,141.0,410.0,343.0,1122.0,1875.0,2024
36005022500,"Census Tract 225, Bronx, NY",censusreporter:acs2024_5yr,2225.0,134.0,274.0,62.0,105.0,144.0,132.0,50.0,56.0,152.0,230.0,104.0,161.0,219.0,286.0,79.0,37.0,575.0,534.0,1116.0,2225.0,2024
36005022701,"Census Tract 227.01, Bronx, NY",censusreporter:acs2024_5yr,2025.0,160.0,47.0,310.0,156.0,181.0,61.0,167.0,157.0,44.0,65.0,174.0,194.0,180.0,1.0,27.0,101.0,673.0,610.0,742.0,2025.0,2024
36005022702,"Census Tract 227.02, Bronx, NY",censusreporter:acs2024_5yr,545.0,58.0,99.0,44.0,30.0,29.0,19.0,35.0,48.0,0.0,33.0,60.0,79.0,11.0,0.0,0.0,0.0,231.0,131.0,183.0,545.0,2024
36005022703,"Census Tract 227.03, Bronx, NY",censusreporter:acs2024_5yr,695.0,75.0,51.0,93.0,32.0,12.0,14.0,0.0,19.0,8.0,36.0,50.0,163.0,65.0,43.0,24.0,10.0,251.0,53.0,391.0,695.0,2024
36005022800,"Census Tract 228, Bronx, NY",censusreporter:acs2024_5yr,2381.0,171.0,51.0,58.0,25.0,112.0,10.0,85.0,28.0,0.0,337.0,234.0,235.0,336.0,129.0,432.0,138.0,305.0,235.0,1841.0,2381.0,2024
36005022901,"Census Tract 229.01, Bronx, NY",censusreporter:acs2024_5yr,1970.0,229.0,226.0,202.0,174.0,0.0,33.0,0.0,16.0,89.0,268.0,119.0,131.0,110.0,102.0,207.0,64.0,831.0,138.0,1001.0,1970.0,2024
36005022902,"Census Tract 229.02, Bronx, NY",censusreporter:acs2024_5yr,1186.0,63.0,83.0,52.0,145.0,67.0,30.0,105.0,42.0,45.0,144.0,65.0,64.0,53.0,58.0,170.0,0.0,343.0,289.0,554.0,1186.0,2024
36005023000,"Census Tract 230, Bronx, NY",censusreporter:acs2024_5yr,965.0,21.0,22.0,142.0,21.0,29.0,84.0,68.0,50.0,0.0,144.0,127.0,115.0,33.0,17.0,14.0,78.0,206.0,231.0,528.0,965.0,2024
36005023100,"Census Tract 231, Bronx, NY",censusreporter:acs2024_5yr,404.0,39.0,58.0,12.0,19.0,30.0,27.0,20.0,8.0,0.0,0.0,58.0,86.0,31.0,0.0,12.0,4.0,128.0,85.0,191.0,404.0,2024
36005023200,"Census Tract 232, Bronx, NY",censusreporter:acs2024_5yr,867.0,115.0,67.0,40.0,29.0,29.0,16.0,48.0,51.0,36.0,19.0,124.0,122.0,60.0,29.0,37.0,45.0,251.0,180.0,436.0,867.0,2024
36005023301,"Census Tract 233.01, Bronx, NY",censusreporter:acs2024_5yr,1622.0,300.0,204.0,142.0,31.0,8.0,86.0,111.0,0.0,140.0,165.0,220.0,107.0,11.0,10.0,21.0,66.0,677.0,345.0,600.0,1622.0,2024
36005023302,"Census Tract 233.02, Bronx, NY",censusreporter:acs2024_5yr,1082.0,161.0,18.0,70.0,0.0,118.0,0.0,0.0,10.0,24.0,51.0,115.0,228.0,141.0,50.0,45.0,51.0,249.0,152.0,681.0,1082.0,2024
36005023501,"Census Tract 235.01, Bronx, NY",censusreporter:acs2024_5yr,1211.0,422.0,98.0,87.0,41.0,10.0,6.0,120.0,9.0,40.0,0.0,38.0,66.0,157.0,0.0,99.0,18.0,648.0,185.0,378.0,1211.0,2024
36005023502,"Census Tract 235.02, Bronx, NY",censusreporter:acs2024_5yr,1703.0,182.0,193.0,90.0,277.0,17.0,33.0,36.0,94.0,92.0,37.0,52.0,180.0,205.0,24.0,83.0,108.0,742.0,272.0,689.0,1703.0,2024
36005023600,"Census Tract 236, Bronx, NY",censusreporter:acs2024_5yr,566.0,27.0,35.0,16.0,7.0,22.0,31.0,53.0,21.0,35.0,42.0,30.0,43.0,69.0,21.0,84.0,30.0,85.0,162.0,319.0,566.0,2024
36005023702,"Census Tract 237.02, Bronx, NY",censusreporter:acs2024_5yr,317.0,33.0,26.0,34.0,18.0,27.0,21.0,0.0,30.0,9.0,0.0,20.0,20.0,8.0,0.0,56.0,15.0,111.0,87.0,119.0,317.0,2024
36005023703,"Census Tract 237.03, Bronx, NY",censusreporter:acs2024_5yr,1835.0,480.0,174.0,90.0,114.0,46.0,86.0,54.0,56.0,163.0,197.0,65.0,206.0,87.0,17.0,0.0,0.0,858.0,405.0,572.0,1835.0,2024
36005023704,"Census Tract 237.04, Bronx, NY",censusreporter:acs2024_5yr,1392.0,182.0,78.0,127.0,158.0,12.0,156.0,112.0,116.0,94.0,12.0,67.0,96.0,38.0,74.0,46.0,24.0,545.0,490.0,357.0,1392.0,2024
36005023800,"Census Tract 238, Bronx, NY",censusreporter:acs2024_5yr,802.0,56.0,24.0,32.0,16.0,43.0,39.0,61.0,22.0,20.0,52.0,69.0,93.0,80.0,80.0,47.0,68.0,128.0,185.0,489.0,802.0,2024
36005023900,"Census Tract 239, Bronx, NY",censusreporter:acs2024_5yr,2583.0,382.0,399.0,29.0,234.0,29.0,155.0,92.0,0.0,93.0,67.0,187.0,370.0,186.0,177.0,92.0,91.0,1044.0,369.0,1170.0,2583.0,2024
36005024000,"Census Tract 240, Bronx, NY",censusreporter:acs2024_5yr,1319.0,0.0,35.0,87.0,78.0,60.0,59.0,23.0,21.0,65.0,52.0,201.0,91.0,132.0,176.0,92.0,147.0,200.0,228.0,891.0,1319.0,2024
36005024100,"Census Tract 241, Bronx, NY",censusreporter:acs2024_5yr,2309.0,628.0,377.0,141.0,49.0,153.0,68.0,0.0,163.0,22.0,23.0,69.0,171.0,445.0,0.0,0.0,0.0,1195.0,406.0,708.0,2309.0,2024
36005024300,"Census Tract 243, Bronx, NY",censusreporter:acs2024_5yr,2007.0,522.0,162.0,57.0,181.0,69.0,108.0,153.0,33.0,52.0,218.0,86.0,152.0,28.0,74.0,92.0,20.0,922.0,415.0,670.0,2007.0,2024
36005024400,"Census Tract 244, Bronx, NY",censusreporter:acs2024_5yr,830.0,55.0,24.0,33.0,9.0,12.0,0.0,19.0,20.0,78.0,43.0,92.0,152.0,94.0,87.0,35.0,77.0,121.0,129.0,580.0,830.0,2024
36005024501,"Census Tract 245.01, Bronx, NY",censusreporter:acs2024_5yr,1630.0,305.0,245.0,12.0,22.0,0.0,100.0,69.0,35.0,125.0,110.0,170.0,180.0,84.0,47.0,69.0,57.0,584.0,329.0,717.0,1630.0,2024
36005024502,"Census Tract 245.02, Bronx, NY",censusreporter:acs2024_5yr,1256.0,143.0,128.0,0.0,20.0,83.0,149.0,0.0,18.0,55.0,19.0,175.0,107.0,41.0,124.0,111.0,83.0,291.0,305.0,660.0,1256.0,2024
36005024600,"Census Tract 246, Bronx, NY",censusreporter:acs2024_5yr,774.0,18.0,6.0,0.0,21.0,74.0,0.0,39.0,34.0,18.0,41.0,40.0,121.0,205.0,36.0,59.0,62.0,45.0,165.0,564.0,774.0,2024
36005024700,"Census Tract 247, Bronx, NY",censusreporter:acs2024_5yr,735.0,47.0,52.0,26.0,50.0,10.0,75.0,23.0,71.0,24.0,39.0,109.0,82.0,66.0,27.0,16.0,18.0,175.0,203.0,357.0,735.0,2024
36005024800,"Census Tract 248, Bronx, NY",censusreporter:acs2024_5yr,1250.0,48.0,55.0,69.0,41.0,61.0,27.0,104.0,27.0,16.0,162.0,93.0,134.0,140.0,67.0,54.0,152.0,213.0,235.0,802.0,1250.0,2024
36005024900,"Census Tract 249, Bronx, NY",censusreporter:acs2024_5yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
36005025000,"Census Tract 250, Bronx, NY",censusreporter:acs2024_5yr,905.0,63.0,9.0,10.0,0.0,6.0,33.0,55.0,27.0,28.0,53.0,127.0,30.0,135.0,68.0,141.0,120.0,82.0,149.0,674.0,905.0,2024
36005025100,"Census Tract 251, Bronx, NY",censusreporter:acs2024_5yr,2314.0,150.0,257.0,172.0,135.0,206.0,175.0,141.0,30.0,148.0,154.0,0.0,84.0,225.0,301.0,37.0,99.0,714.0,700.0,900.0,2314.0,2024
36005025200,"Census Tract 252, Bronx, NY",censusreporter:acs2024_5yr,921.0,20.0,7.0,32.0,14.0,0.0,19.0,0.0,0.0,29.0,139.0,133.0,132.0,146.0,76.0,86.0,88.0,73.0,48.0,800.0,921.0,2024
36005025300,"Census Tract 253, Bronx, NY",censusreporter:acs2024_5yr,1862.0,350.0,159.0,76.0,68.0,49.0,148.0,47.0,102.0,21.0,89.0,80.0,227.0,251.0,71.0,124.0,0.0,653.0,367.0,842.0,1862.0,2024
36005025400,"Census Tract 254, Bronx, NY",censusreporter:acs2024_5yr,833.0,61.0,23.0,14.0,37.0,60.0,0.0,7.0,6.0,0.0,78.0,49.0,159.0,67.0,56.0,89.0,127.0,135.0,73.0,625.0,833.0,2024
36005025500,"Census Tract 255, Bronx, NY",censusreporter:acs2024_5yr,2311.0,250.0,319.0,124.0,56.0,75.0,216.0,34.0,43.0,58.0,232.0,295.0,151.0,146.0,206.0,106.0,0.0,749.0,426.0,1136.0,2311.0,2024
36005025600,"Census Tract 256, Bronx, NY",censusreporter:acs2024_5yr,626.0,36.0,5.0,0.0,47.0,103.0,0.0,1.0,6.0,17.0,83.0,104.0,68.0,25.0,40.0,40.0,51.0,88.0,127.0,411.0,626.0,2024
36005025700,"Census Tract 257, Bronx, NY",censusreporter:acs2024_5yr,656.0,156.0,65.0,8.0,15.0,62.0,15.0,15.0,0.0,23.0,43.0,66.0,34.0,66.0,62.0,0.0,26.0,244.0,115.0,297.0,656.0,2024
36005026100,"Census Tract 261, Bronx, NY",censusreporter:acs2024_5yr,1126.0,231.0,0.0,69.0,12.0,24.0,1.0,87.0,87.0,0.0,62.0,40.0,155.0,66.0,72.0,145.0,75.0,312.0,199.0,615.0,1126.0,2024
36005026300,"Census Tract 263, Bronx, NY",censusreporter:acs2024_5yr,2248.0,219.0,201.0,179.0,124.0,120.0,39.0,179.0,134.0,94.0,177.0,122.0,234.0,208.0,152.0,66.0,0.0,723.0,566.0,959.0,2248.0,2024
36005026400,"Census Tract 264, Bronx, NY",censusreporter:acs2024_5yr,2227.0,169.0,14.0,92.0,0.0,79.0,96.0,146.0,138.0,19.0,323.0,89.0,395.0,28.0,223.0,143.0,273.0,275.0,478.0,1474.0,2227.0,2024
36005026500,"Census Tract 265, Bronx, NY",censusreporter:acs2024_5yr,2181.0,138.0,103.0,49.0,6.0,167.0,39.0,10.0,81.0,100.0,215.0,426.0,393.0,168.0,165.0,0.0,121.0,296.0,397.0,1488.0,2181.0,2024
36005026601,"Census Tract 266.01, Bronx, NY",censusreporter:acs2024_5yr,1400.0,223.0,90.0,24.0,95.0,101.0,31.0,16.0,10.0,95.0,76.0,116.0,204.0,43.0,156.0,18.0,102.0,432.0,253.0,715.0,1400.0,2024
36005026602,"Census Tract 266.02, Bronx, NY",censusreporter:acs2024_5yr,2532.0,254.0,119.0,177.0,58.0,97.0,12.0,255.0,66.0,114.0,192.0,274.0,236.0,272.0,67.0,215.0,124.0,608.0,544.0,1380.0,2532.0,2024
36005026701,"Census Tract 267.01, Bronx, NY",censusreporter:acs2024_5yr,1290.0,106.0,141.0,10.0,60.0,11.0,80.0,20.0,97.0,56.0,180.0,108.0,133.0,162.0,71.0,46.0,9.0,317.0,264.0,709.0,1290.0,2024
36005026702,"Census Tract 267.02, Bronx, NY",censusreporter:acs2024_5yr,2546.0,179.0,204.0,196.0,51.0,105.0,112.0,43.0,85.0,19.0,81.0,181.0,276.0,266.0,106.0,616.0,26.0,630.0,364.0,1552.0,2546.0,2024
36005026900,"Census Tract 269, Bronx, NY",censusreporter:acs2024_5yr,1926.0,303.0,449.0,71.0,58.0,152.0,54.0,58.0,65.0,22.0,30.0,107.0,259.0,97.0,136.0,45.0,20.0,881.0,351.0,694.0,1926.0,2024
36005027300,"Census Tract 273, Bronx, NY",censusreporter:acs2024_5yr,2979.0,382.0,205.0,22.0,264.0,161.0,204.0,26.0,76.0,90.0,476.0,182.0,391.0,172.0,115.0,167.0,46.0,873.0,557.0,1549.0,2979.0,2024
36005027401,"Census Tract 274.01, Bronx, NY",censusreporter:acs2024_5yr,1840.0,71.0,30.0,39.0,83.0,70.0,0.0,13.0,11.0,81.0,114.0,174.0,225.0,117.0,93.0,257.0,462.0,223.0,175.0,1442.0,1840.0,2024
36005027402,"Census Tract 274.02, Bronx, NY",censusreporter:acs2024_5yr,1316.0,65.0,65.0,35.0,8.0,101.0,0.0,6.0,18.0,49.0,0.0,84.0,175.0,147.0,48.0,204.0,311.0,173.0,174.0,969.0,1316.0,2024
36005027600,"Census Tract 276, Bronx, NY",censusreporter:acs2024_5yr,31.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,8.0,3.0,20.0,31.0,2024
36005027700,"Census Tract 277, Bronx, NY",censusreporter:acs2024_5yr,1790.0,180.0,164.0,167.0,121.0,115.0,72.0,54.0,22.0,0.0,123.0,65.0,261.0,58.0,59.0,245.0,84.0,632.0,263.0,895.0,1790.0,2024
36005027900,"Census Tract 279, Bronx, NY",censusreporter:acs2024_5yr,3017.0,91.0,23.0,156.0,174.0,122.0,119.0,198.0,49.0,171.0,153.0,340.0,306.0,235.0,364.0,367.0,149.0,444.0,659.0,1914.0,3017.0,2024
36005028100,"Census Tract 281, Bronx, NY",censusreporter:acs2024_5yr,1673.0,41.0,38.0,204.0,99.0,39.0,111.0,10.0,103.0,74.0,78.0,114.0,325.0,123.0,44.0,122.0,148.0,382.0,337.0,954.0,1673.0,2024
