GEOID,NAME,source,B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,n_low,n_mid,n_high,n_i_sum,year
36005028300,"Census Tract 283, Bronx, NY",censusreporter:acs2024_5yr,1044.0,339.0,288.0,55.0,52.0,42.0,0.0,0.0,0.0,12.0,0.0,15.0,97.0,49.0,32.0,54.0,9.0,734.0,54.0,256.0,1044.0,2024
36005028400,"Census Tract 284, Bronx, NY",censusreporter:acs2024_5yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
36005028500,"Census Tract 285, Bronx, NY",censusreporter:acs2024_5yr,1799.0,78.0,62.0,76.0,98.0,55.0,24.0,14.0,91.0,106.0,114.0,228.0,315.0,161.0,122.0,152.0,103.0,314.0,290.0,1195.0,1799.0,2024
36005028600,"Census Tract 286, Bronx, NY",censusreporter:acs2024_5yr,532.0,4.0,40.0,0.0,0.0,21.0,62.0,46.0,7.0,54.0,22.0,22.0,69.0,104.0,28.0,25.0,28.0,44.0,190.0,298.0,532.0,2024
36005028700,"Census Tract 287, Bronx, NY",censusreporter:acs2024_5yr,1244.0,0.0,18.0,61.0,35.0,0.0,30.0,109.0,4.0,137.0,213.0,79.0,82.0,170.0,134.0,55.0,117.0,114.0,280.0,850.0,1244.0,2024
36005028800,"Census Tract 288, Bronx, NY",censusreporter:acs2024_5yr,1046.0,72.0,43.0,28.0,15.0,0.0,0.0,32.0,0.0,29.0,47.0,117.0,179.0,133.0,52.0,230.0,69.0,158.0,61.0,827.0,1046.0,2024
36005028900,"Census Tract 289, Bronx, NY",censusreporter:acs2024_5yr,1861.0,73.0,72.0,11.0,19.0,72.0,126.0,151.0,94.0,79.0,176.0,260.0,223.0,181.0,141.0,106.0,77.0,175.0,522.0,1164.0,1861.0,2024
36005029301,"Census Tract 293.01, Bronx, NY",censusreporter:acs2024_5yr,939.0,47.0,17.0,21.0,7.0,15.0,14.0,0.0,37.0,24.0,25.0,13.0,124.0,76.0,88.0,125.0,306.0,92.0,90.0,757.0,939.0,2024
36005029302,"Census Tract 293.02, Bronx, NY",censusreporter:acs2024_5yr,2652.0,56.0,0.0,25.0,48.0,41.0,71.0,178.0,59.0,58.0,67.0,184.0,311.0,162.0,362.0,366.0,664.0,129.0,407.0,2116.0,2652.0,2024
36005029500,"Census Tract 295, Bronx, NY",censusreporter:acs2024_5yr,2014.0,67.0,0.0,24.0,23.0,18.0,86.0,27.0,0.0,169.0,110.0,274.0,263.0,155.0,103.0,274.0,421.0,114.0,300.0,1600.0,2014.0,2024
36005029600,"Census Tract 296, Bronx, NY",censusreporter:acs2024_5yr,1098.0,140.0,100.0,0.0,9.0,18.0,6.0,64.0,54.0,18.0,168.0,144.0,125.0,85.0,50.0,42.0,75.0,249.0,160.0,689.0,1098.0,2024
36005029700,"Census Tract 297, Bronx, NY",censusreporter:acs2024_5yr,1887.0,24.0,8.0,30.0,11.0,45.0,92.0,152.0,18.0,34.0,159.0,117.0,241.0,122.0,122.0,238.0,474.0,73.0,341.0,1473.0,1887.0,2024
36005030000,"Census Tract 300, Bronx, NY",censusreporter:acs2024_5yr,2560.0,105.0,119.0,125.0,93.0,25.0,53.0,56.0,139.0,42.0,233.0,241.0,331.0,97.0,183.0,357.0,361.0,442.0,315.0,1803.0,2560.0,2024
36005030100,"Census Tract 301, Bronx, NY",censusreporter:acs2024_5yr,692.0,36.0,24.0,10.0,27.0,42.0,8.0,27.0,7.0,16.0,72.0,37.0,164.0,54.0,30.0,32.0,106.0,97.0,100.0,495.0,692.0,2024
36005030201,"Census Tract 302.01, Bronx, NY",censusreporter:acs2024_5yr,1686.0,102.0,54.0,91.0,95.0,26.0,22.0,42.0,81.0,15.0,214.0,190.0,221.0,194.0,107.0,112.0,120.0,342.0,186.0,1158.0,1686.0,2024
36005030202,"Census Tract 302.02, Bronx, NY",censusreporter:acs2024_5yr,2683.0,106.0,198.0,74.0,55.0,0.0,165.0,160.0,122.0,70.0,197.0,201.0,495.0,442.0,138.0,214.0,46.0,433.0,517.0,1733.0,2683.0,2024
36005030701,"Census Tract 307.01, Bronx, NY",censusreporter:acs2024_5yr,2411.0,30.0,57.0,141.0,87.0,74.0,0.0,37.0,24.0,43.0,72.0,107.0,350.0,308.0,264.0,105.0,712.0,315.0,178.0,1918.0,2411.0,2024
36005030900,"Census Tract 309, Bronx, NY",censusreporter:acs2024_5yr,1442.0,10.0,15.0,43.0,13.0,71.0,14.0,13.0,11.0,31.0,151.0,82.0,172.0,98.0,75.0,146.0,497.0,81.0,140.0,1221.0,1442.0,2024
36005031000,"Census Tract 310, Bronx, NY",censusreporter:acs2024_5yr,1291.0,36.0,16.0,0.0,10.0,0.0,13.0,39.0,13.0,8.0,62.0,30.0,111.0,162.0,199.0,259.0,333.0,62.0,73.0,1156.0,1291.0,2024
36005031200,"Census Tract 312, Bronx, NY",censusreporter:acs2024_5yr,532.0,10.0,19.0,36.0,15.0,31.0,29.0,5.0,0.0,4.0,4.0,41.0,70.0,22.0,88.0,73.0,85.0,80.0,69.0,383.0,532.0,2024
36005031400,"Census Tract 314, Bronx, NY",censusreporter:acs2024_5yr,596.0,8.0,0.0,12.0,0.0,5.0,0.0,17.0,0.0,16.0,35.0,27.0,124.0,82.0,129.0,60.0,81.0,20.0,38.0,538.0,596.0,2024
36005031600,"Census Tract 316, Bronx, NY",censusreporter:acs2024_5yr,711.0,45.0,59.0,11.0,24.0,7.0,0.0,11.0,37.0,39.0,28.0,67.0,101.0,67.0,36.0,117.0,62.0,139.0,94.0,478.0,711.0,2024
36005031800,"Census Tract 318, Bronx, NY",censusreporter:acs2024_5yr,542.0,31.0,0.0,8.0,11.0,0.0,21.0,0.0,0.0,56.0,0.0,26.0,148.0,45.0,35.0,129.0,32.0,50.0,77.0,415.0,542.0,2024
36005031900,"Census Tract 319, Bronx, NY",censusreporter:acs2024_5yr,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,2024
36005032300,"Census Tract 323, Bronx, NY",censusreporter:acs2024_5yr,2690.0,54.0,41.0,15.0,63.0,116.0,111.0,0.0,63.0,227.0,30.0,235.0,425.0,290.0,81.0,464.0,475.0,173.0,517.0,2000.0,2690.0,2024
36005032400,"Census Tract 324, Bronx, NY",censusreporter:acs2024_5yr,1293.0,129.0,99.0,134.0,41.0,203.0,68.0,74.0,49.0,30.0,120.0,112.0,122.0,0.0,32.0,61.0,19.0,403.0,424.0,466.0,1293.0,2024
36005032600,"Census Tract 326, Bronx, NY",censusreporter:acs2024_5yr,1065.0,70.0,32.0,36.0,45.0,33.0,0.0,35.0,56.0,40.0,41.0,78.0,100.0,192.0,116.0,71.0,120.0,183.0,164.0,718.0,1065.0,2024
36005032800,"Census Tract 328, Bronx, NY",censusreporter:acs2024_5yr,1407.0,157.0,107.0,63.0,13.0,11.0,161.0,61.0,37.0,100.0,130.0,163.0,236.0,44.0,5.0,28.0,91.0,340.0,370.0,697.0,1407.0,2024
36005033000,"Census Tract 330, Bronx, NY",censusreporter:acs2024_5yr,2087.0,173.0,117.0,265.0,108.0,106.0,180.0,89.0,103.0,0.0,85.0,350.0,252.0,126.0,64.0,15.0,54.0,663.0,478.0,946.0,2087.0,2024
36005033201,"Census Tract 332.01, Bronx, NY",censusreporter:acs2024_5yr,2258.0,325.0,332.0,103.0,80.0,249.0,24.0,137.0,65.0,15.0,64.0,173.0,186.0,147.0,30.0,261.0,67.0,840.0,490.0,928.0,2258.0,2024
36005033202,"Census Tract 332.02, Bronx, NY",censusreporter:acs2024_5yr,1478.0,126.0,187.0,94.0,53.0,47.0,77.0,9.0,104.0,32.0,151.0,127.0,144.0,139.0,54.0,46.0,88.0,460.0,269.0,749.0,1478.0,2024
36005033400,"Census Tract 334, Bronx, NY",censusreporter:acs2024_5yr,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,8.0,2024
36005033500,"Census Tract 335, Bronx, NY",censusreporter:acs2024_5yr,801.0,9.0,49.0,31.0,0.0,10.0,0.0,0.0,35.0,11.0,56.0,33.0,73.0,168.0,18.0,65.0,243.0,89.0,56.0,656.0,801.0,2024
36005033601,"Census Tract 336.01, Bronx, NY",censusreporter:acs2024_5yr,2188.0,359.0,438.0,271.0,154.0,51.0,238.0,20.0,56.0,24.0,45.0,199.0,169.0,144.0,0.0,20.0,0.0,1222.0,389.0,577.0,2188.0,2024
36005033602,"Census Tract 336.02, Bronx, NY",censusreporter:acs2024_5yr,589.0,0.0,16.0,23.0,11.0,0.0,64.0,34.0,25.0,48.0,54.0,81.0,98.0,0.0,62.0,39.0,34.0,50.0,171.0,368.0,589.0,2024
36005033700,"Census Tract 337, Bronx, NY",censusreporter:acs2024_5yr,1049.0,36.0,32.0,22.0,0.0,19.0,41.0,0.0,33.0,48.0,31.0,110.0,100.0,49.0,65.0,70.0,393.0,90.0,141.0,818.0,1049.0,2024
36005033801,"Census Tract 338.01, Bronx, NY",censusreporter:acs2024_5yr,913.0,76.0,13.0,51.0,49.0,61.0,15.0,0.0,0.0,29.0,44.0,366.0,15.0,79.0,26.0,63.0,26.0,189.0,105.0,619.0,913.0,2024
36005033802,"Census Tract 338.02, Bronx, NY",censusreporter:acs2024_5yr,528.0,68.0,56.0,25.0,0.0,19.0,12.0,0.0,0.0,22.0,0.0,118.0,95.0,45.0,16.0,7.0,45.0,149.0,53.0,326.0,528.0,2024
36005034000,"Census Tract 340, Bronx, NY",censusreporter:acs2024_5yr,1762.0,128.0,64.0,54.0,166.0,36.0,55.0,13.0,53.0,161.0,147.0,232.0,163.0,135.0,169.0,87.0,99.0,412.0,318.0,1032.0,1762.0,2024
36005034200,"Census Tract 342, Bronx, NY",censusreporter:acs2024_5yr,625.0,16.0,42.0,50.0,27.0,8.0,0.0,0.0,33.0,12.0,43.0,153.0,34.0,28.0,55.0,45.0,79.0,135.0,53.0,437.0,625.0,2024
36005034300,"Census Tract 343, Bronx, NY",censusreporter:acs2024_5yr,575.0,27.0,14.0,0.0,27.0,8.0,0.0,0.0,27.0,11.0,22.0,129.0,86.0,40.0,7.0,87.0,90.0,68.0,46.0,461.0,575.0,2024
36005034400,"Census Tract 344, Bronx, NY",censusreporter:acs2024_5yr,586.0,50.0,9.0,8.0,0.0,29.0,80.0,12.0,0.0,0.0,42.0,33.0,112.0,53.0,42.0,74.0,42.0,67.0,121.0,398.0,586.0,2024
36005034500,"Census Tract 345, Bronx, NY",censusreporter:acs2024_5yr,1680.0,62.0,44.0,44.0,12.0,77.0,64.0,18.0,0.0,49.0,60.0,123.0,276.0,213.0,214.0,172.0,252.0,162.0,208.0,1310.0,1680.0,2024
36005034800,"Census Tract 348, Bronx, NY",censusreporter:acs2024_5yr,2106.0,218.0,136.0,117.0,0.0,212.0,59.0,59.0,148.0,37.0,121.0,131.0,186.0,366.0,55.0,118.0,143.0,471.0,515.0,1120.0,2106.0,2024
36005035000,"Census Tract 350, Bronx, NY",censusreporter:acs2024_5yr,790.0,48.0,26.0,0.0,37.0,31.0,55.0,45.0,0.0,54.0,39.0,156.0,60.0,76.0,60.0,0.0,103.0,111.0,185.0,494.0,790.0,2024
36005035100,"Census Tract 351, Bronx, NY",censusreporter:acs2024_5yr,1258.0,43.0,26.0,0.0,13.0,2.0,0.0,39.0,17.0,11.0,92.0,217.0,170.0,114.0,157.0,44.0,313.0,82.0,69.0,1107.0,1258.0,2024
36005035600,"Census Tract 356, Bronx, NY",censusreporter:acs2024_5yr,678.0,51.0,0.0,6.0,26.0,17.0,16.0,6.0,28.0,10.0,96.0,46.0,76.0,20.0,98.0,44.0,138.0,83.0,77.0,518.0,678.0,2024
36005035800,"Census Tract 358, Bronx, NY",censusreporter:acs2024_5yr,2646.0,97.0,192.0,66.0,267.0,22.0,78.0,49.0,53.0,55.0,124.0,71.0,541.0,264.0,182.0,338.0,247.0,622.0,257.0,1767.0,2646.0,2024
36005035900,"Census Tract 359, Bronx, NY",censusreporter:acs2024_5yr,1693.0,266.0,184.0,119.0,101.0,123.0,63.0,60.0,175.0,81.0,43.0,201.0,137.0,9.0,32.0,1.0,98.0,670.0,502.0,521.0,1693.0,2024
36005036000,"Census Tract 360, Bronx, NY",censusreporter:acs2024_5yr,962.0,77.0,57.0,36.0,16.0,33.0,0.0,15.0,61.0,0.0,19.0,110.0,110.0,97.0,51.0,68.0,212.0,186.0,109.0,667.0,962.0,2024
36005036100,"Census Tract 361, Bronx, NY",censusreporter:acs2024_5yr,1969.0,212.0,331.0,98.0,227.0,127.0,11.0,45.0,143.0,264.0,74.0,142.0,150.0,107.0,0.0,38.0,0.0,868.0,590.0,511.0,1969.0,2024
36005036300,"Census Tract 363, Bronx, NY",censusreporter:acs2024_5yr,2458.0,459.0,331.0,182.0,167.0,140.0,129.0,48.0,150.0,43.0,51.0,130.0,165.0,132.0,160.0,155.0,16.0,1139.0,510.0,809.0,2458.0,2024
36005036400,"Census Tract 364, Bronx, NY",censusreporter:acs2024_5yr,857.0,35.0,37.0,0.0,107.0,37.0,0.0,91.0,19.0,0.0,72.0,84.0,82.0,90.0,98.0,48.0,57.0,179.0,147.0,531.0,857.0,2024
36005036501,"Census Tract 365.01, Bronx, NY",censusreporter:acs2024_5yr,1445.0,150.0,88.0,73.0,40.0,21.0,112.0,66.0,110.0,143.0,89.0,101.0,193.0,105.0,19.0,135.0,0.0,351.0,452.0,642.0,1445.0,2024
36005036502,"Census Tract 365.02, Bronx, NY",censusreporter:acs2024_5yr,768.0,53.0,111.0,8.0,147.0,94.0,34.0,23.0,0.0,0.0,108.0,40.0,58.0,21.0,36.0,28.0,7.0,319.0,151.0,298.0,768.0,2024
36005036700,"Census Tract 367, Bronx, NY",censusreporter:acs2024_5yr,777.0,123.0,158.0,34.0,38.0,58.0,44.0,31.0,8.0,0.0,27.0,1.0,23.0,30.0,85.0,21.0,96.0,353.0,141.0,283.0,777.0,2024
36005036800,"Census Tract 368, Bronx, NY",censusreporter:acs2024_5yr,624.0,48.0,36.0,19.0,9.0,97.0,14.0,16.0,11.0,0.0,31.0,51.0,98.0,58.0,25.0,50.0,61.0,112.0,138.0,374.0,624.0,2024
36005036901,"Census Tract 369.01, Bronx, NY",censusreporter:acs2024_5yr,763.0,140.0,207.0,70.0,17.0,45.0,17.0,42.0,40.0,25.0,9.0,73.0,61.0,7.0,0.0,10.0,0.0,434.0,169.0,160.0,763.0,2024
36005036902,"Census Tract 369.02, Bronx, NY",censusreporter:acs2024_5yr,850.0,136.0,125.0,28.0,53.0,27.0,18.0,64.0,6.0,32.0,37.0,52.0,68.0,60.0,80.0,26.0,38.0,342.0,147.0,361.0,850.0,2024
36005037000,"Census Tract 370, Bronx, NY",censusreporter:acs2024_5yr,735.0,84.0,12.0,33.0,13.0,0.0,0.0,29.0,0.0,45.0,7.0,69.0,49.0,126.0,98.0,123.0,47.0,142.0,74.0,519.0,735.0,2024
36005037100,"Census Tract 371, Bronx, NY",censusreporter:acs2024_5yr,1769.0,229.0,350.0,115.0,56.0,11.0,70.0,55.0,32.0,149.0,110.0,197.0,214.0,76.0,0.0,56.0,49.0,750.0,317.0,702.0,1769.0,2024
36005037200,"Census Tract 372, Bronx, NY",censusreporter:acs2024_5yr,852.0,43.0,43.0,36.0,7.0,20.0,0.0,33.0,83.0,11.0,59.0,84.0,180.0,83.0,48.0,89.0,33.0,129.0,147.0,576.0,852.0,2024
36005037300,"Census Tract 373, Bronx, NY",censusreporter:acs2024_5yr,2382.0,473.0,204.0,50.0,165.0,21.0,81.0,33.0,129.0,35.0,439.0,391.0,92.0,69.0,117.0,13.0,70.0,892.0,299.0,1191.0,2382.0,2024
36005037400,"Census Tract 374, Bronx, NY",censusreporter:acs2024_5yr,1506.0,232.0,202.0,114.0,94.0,56.0,28.0,123.0,113.0,82.0,53.0,73.0,137.0,85.0,14.0,61.0,39.0,642.0,402.0,462.0,1506.0,2024
36005037504,"Census Tract 375.04, Bronx, NY",censusreporter:acs2024_5yr,1560.0,144.0,181.0,79.0,237.0,65.0,10.0,57.0,172.0,67.0,224.0,124.0,111.0,32.0,46.0,0.0,11.0,641.0,371.0,548.0,1560.0,2024
36005037600,"Census Tract 376, Bronx, NY",censusreporter:acs2024_5yr,767.0,54.0,20.0,26.0,49.0,25.0,41.0,27.0,16.0,45.0,76.0,91.0,78.0,45.0,40.0,91.0,43.0,149.0,154.0,464.0,767.0,2024
36005037800,"Census Tract 378, Bronx, NY",censusreporter:acs2024_5yr,1186.0,203.0,61.0,33.0,57.0,47.0,23.0,43.0,29.0,22.0,37.0,148.0,203.0,49.0,26.0,67.0,138.0,354.0,164.0,668.0,1186.0,2024
36005037900,"Census Tract 379, Bronx, NY",censusreporter:acs2024_5yr,2212.0,297.0,183.0,57.0,110.0,84.0,92.0,42.0,70.0,166.0,93.0,305.0,348.0,179.0,58.0,99.0,29.0,647.0,454.0,1111.0,2212.0,2024
36005038000,"Census Tract 380, Bronx, NY",censusreporter:acs2024_5yr,2114.0,396.0,135.0,82.0,116.0,67.0,91.0,62.0,34.0,148.0,161.0,167.0,250.0,73.0,203.0,23.0,106.0,729.0,402.0,983.0,2114.0,2024
36005038100,"Census Tract 381, Bronx, NY",censusreporter:acs2024_5yr,2726.0,205.0,272.0,86.0,110.0,257.0,0.0,379.0,67.0,240.0,427.0,293.0,106.0,134.0,30.0,86.0,34.0,673.0,943.0,1110.0,2726.0,2024
36005038200,"Census Tract 382, Bronx, NY",censusreporter:acs2024_5yr,967.0,30.0,41.0,0.0,61.0,96.0,13.0,21.0,75.0,50.0,49.0,39.0,69.0,70.0,67.0,115.0,171.0,132.0,255.0,580.0,967.0,2024
36005038301,"Census Tract 383.01, Bronx, NY",censusreporter:acs2024_5yr,1601.0,228.0,90.0,106.0,157.0,120.0,31.0,0.0,100.0,166.0,55.0,52.0,132.0,174.0,107.0,72.0,11.0,581.0,417.0,603.0,1601.0,2024
36005038303,"Census Tract 383.03, Bronx, NY",censusreporter:acs2024_5yr,1237.0,182.0,163.0,105.0,4.0,47.0,35.0,39.0,37.0,100.0,187.0,131.0,100.0,11.0,24.0,28.0,44.0,454.0,258.0,525.0,1237.0,2024
36005038304,"Census Tract 383.04, Bronx, NY",censusreporter:acs2024_5yr,844.0,138.0,173.0,33.0,36.0,57.0,80.0,17.0,22.0,0.0,75.0,76.0,6.0,104.0,27.0,0.0,0.0,380.0,176.0,288.0,844.0,2024
36005038500,"Census Tract 385, Bronx, NY",censusreporter:acs2024_5yr,1884.0,698.0,329.0,300.0,46.0,142.0,42.0,0.0,0.0,0.0,19.0,67.0,111.0,57.0,60.0,13.0,0.0,1373.0,184.0,327.0,1884.0,2024
36005038600,"Census Tract 386, Bronx, NY",censusreporter:acs2024_5yr,2869.0,447.0,161.0,100.0,168.0,44.0,17.0,20.0,32.0,73.0,205.0,337.0,132.0,226.0,466.0,214.0,227.0,876.0,186.0,1807.0,2869.0,2024
36005038700,"Census Tract 387, Bronx, NY",censusreporter:acs2024_5yr,1481.0,132.0,174.0,41.0,123.0,39.0,109.0,55.0,68.0,26.0,182.0,262.0,27.0,72.0,59.0,112.0,0.0,470.0,297.0,714.0,1481.0,2024
36005038800,"Census Tract 388, Bronx, NY",censusreporter:acs2024_5yr,990.0,137.0,49.0,0.0,0.0,12.0,68.0,0.0,16.0,36.0,161.0,187.0,46.0,52.0,78.0,88.0,60.0,186.0,132.0,672.0,990.0,2024
36005038900,"Census Tract 389, Bronx, NY",censusreporter:acs2024_5yr,1954.0,202.0,234.0,89.0,36.0,76.0,117.0,120.0,93.0,41.0,110.0,252.0,127.0,215.0,151.0,36.0,55.0,561.0,447.0,946.0,1954.0,2024
36005039000,"Census Tract 390, Bronx, NY",censusreporter:acs2024_5yr,1104.0,78.0,141.0,0.0,47.0,0.0,37.0,12.0,47.0,94.0,102.0,66.0,126.0,45.0,130.0,114.0,65.0,266.0,190.0,648.0,1104.0,2024
36005039100,"Census Tract 391, Bronx, NY",censusreporter:acs2024_5yr,3026.0,227.0,495.0,285.0,308.0,34.0,183.0,80.0,137.0,269.0,17.0,179.0,339.0,276.0,115.0,62.0,20.0,1315.0,703.0,1008.0,3026.0,2024
36005039200,"Census Tract 392, Bronx, NY",censusreporter:acs2024_5yr,634.0,72.0,20.0,11.0,31.0,9.0,29.0,47.0,35.0,0.0,26.0,93.0,25.0,45.0,27.0,22.0,142.0,134.0,120.0,380.0,634.0,2024
36005039300,"Census Tract 393, Bronx, NY",censusreporter:acs2024_5yr,3092.0,588.0,504.0,158.0,212.0,197.0,233.0,29.0,165.0,89.0,150.0,103.0,241.0,161.0,24.0,145.0,93.0,1462.0,713.0,917.0,3092.0,2024
36005039400,"Census Tract 394, Bronx, NY",censusreporter:acs2024_5yr,1701.0,177.0,206.0,49.0,132.0,43.0,28.0,69.0,47.0,0.0,91.0,214.0,206.0,176.0,108.0,74.0,81.0,564.0,187.0,950.0,1701.0,2024
36005039500,"Census Tract 395, Bronx, NY",censusreporter:acs2024_5yr,1821.0,257.0,534.0,80.0,59.0,36.0,111.0,16.0,30.0,82.0,130.0,195.0,111.0,76.0,0.0,30.0,74.0,930.0,275.0,616.0,1821.0,2024
36005039600,"Census Tract 396, Bronx, NY",censusreporter:acs2024_5yr,1436.0,148.0,146.0,51.0,99.0,65.0,57.0,44.0,31.0,102.0,143.0,14.0,172.0,103.0,112.0,72.0,77.0,444.0,299.0,693.0,1436.0,2024
36005039700,"Census Tract 397, Bronx, NY",censusreporter:acs2024_5yr,521.0,87.0,47.0,56.0,60.0,5.0,7.0,44.0,67.0,16.0,48.0,23.0,44.0,16.0,1.0,0.0,0.0,250.0,139.0,132.0,521.0,2024
36005039800,"Census Tract 398, Bronx, NY",censusreporter:acs2024_5yr,1251.0,40.0,315.0,30.0,172.0,118.0,19.0,23.0,9.0,35.0,94.0,92.0,125.0,11.0,13.0,69.0,86.0,557.0,204.0,490.0,1251.0,2024
36005039901,"Census Tract 399.01, Bronx, NY",censusreporter:acs2024_5yr,1678.0,114.0,91.0,114.0,38.0,50.0,114.0,163.0,261.0,107.0,83.0,95.0,158.0,98.0,90.0,23.0,79.0,357.0,695.0,626.0,1678.0,2024
36005039902,"Census Tract 399.02, Bronx, NY",censusreporter:acs2024_5yr,1727.0,291.0,140.0,59.0,134.0,38.0,97.0,25.0,97.0,126.0,224.0,117.0,222.0,74.0,52.0,31.0,0.0,624.0,383.0,720.0,1727.0,2024
36005040100,"Census Tract 401, Bronx, NY",censusreporter:acs2024_5yr,2172.0,456.0,166.0,114.0,242.0,195.0,231.0,21.0,76.0,17.0,161.0,121.0,134.0,124.0,31.0,60.0,23.0,978.0,540.0,654.0,2172.0,2024
36005040302,"Census Tract 403.02, Bronx, NY",censusreporter:acs2024_5yr,1581.0,157.0,445.0,49.0,13.0,55.0,37.0,74.0,100.0,21.0,73.0,162.0,82.0,71.0,51.0,180.0,11.0,664.0,287.0,630.0,1581.0,2024
36005040303,"Census Tract 403.03, Bronx, NY",censusreporter:acs2024_5yr,1375.0,98.0,110.0,74.0,68.0,109.0,48.0,126.0,95.0,41.0,170.0,53.0,188.0,55.0,23.0,42.0,75.0,350.0,419.0,606.0,1375.0,2024
36005040304,"Census Tract 403.04, Bronx, NY",censusreporter:acs2024_5yr,1267.0,132.0,133.0,170.0,21.0,64.0,50.0,104.0,49.0,51.0,121.0,97.0,49.0,19.0,39.0,108.0,60.0,456.0,318.0,493.0,1267.0,2024
36005040400,"Census Tract 404, Bronx, NY",censusreporter:acs2024_5yr,1123.0,126.0,35.0,53.0,41.0,19.0,0.0,0.0,88.0,85.0,71.0,121.0,88.0,203.0,84.0,39.0,70.0,255.0,192.0,676.0,1123.0,2024
36005040501,"Census Tract 405.01, Bronx, NY",censusreporter:acs2024_5yr,1325.0,141.0,133.0,141.0,12.0,5.0,111.0,46.0,77.0,72.0,121.0,99.0,187.0,51.0,33.0,59.0,37.0,427.0,311.0,587.0,1325.0,2024
36005040502,"Census Tract 405.02, Bronx, NY",censusreporter:acs2024_5yr,2461.0,437.0,361.0,120.0,155.0,0.0,33.0,162.0,172.0,0.0,145.0,296.0,180.0,249.0,42.0,0.0,109.0,1073.0,367.0,1021.0,2461.0,2024
36005040600,"Census Tract 406, Bronx, NY",censusreporter:acs2024_5yr,1413.0,55.0,140.0,50.0,74.0,130.0,95.0,35.0,58.0,128.0,109.0,130.0,91.0,123.0,40.0,79.0,76.0,319.0,446.0,648.0,1413.0,2024
36005040701,"Census Tract 407.01, Bronx, NY",censusreporter:acs2024_5yr,1205.0,146.0,156.0,20.0,8.0,77.0,97.0,29.0,41.0,75.0,229.0,56.0,115.0,103.0,22.0,31.0,0.0,330.0,319.0,556.0,1205.0,2024
36005040702,"Census Tract 407.02, Bronx, NY",censusreporter:acs2024_5yr,2801.0,176.0,524.0,205.0,278.0,129.0,153.0,277.0,125.0,21.0,241.0,93.0,167.0,207.0,97.0,53.0,55.0,1183.0,705.0,913.0,2801.0,2024
36005040800,"Census Tract 408, Bronx, NY",censusreporter:acs2024_5yr,1467.0,217.0,79.0,89.0,129.0,103.0,35.0,0.0,153.0,37.0,84.0,140.0,117.0,45.0,33.0,24.0,182.0,514.0,328.0,625.0,1467.0,2024
36005040900,"Census Tract 409, Bronx, NY",censusreporter:acs2024_5yr,1409.0,21.0,0.0,82.0,45.0,62.0,51.0,7.0,118.0,121.0,72.0,188.0,197.0,36.0,143.0,239.0,27.0,148.0,359.0,902.0,1409.0,2024
36005041100,"Census Tract 411, Bronx, NY",censusreporter:acs2024_5yr,1571.0,162.0,164.0,49.0,45.0,17.0,8.0,200.0,113.0,0.0,55.0,237.0,302.0,173.0,46.0,0.0,0.0,420.0,338.0,813.0,1571.0,2024
36005041300,"Census Tract 413, Bronx, NY",censusreporter:acs2024_5yr,3199.0,330.0,361.0,38.0,91.0,188.0,49.0,164.0,103.0,175.0,88.0,454.0,468.0,267.0,159.0,238.0,26.0,820.0,679.0,1700.0,3199.0,2024
36005041400,"Census Tract 414, Bronx, NY",censusreporter:acs2024_5yr,1779.0,75.0,0.0,37.0,101.0,3.0,25.0,44.0,59.0,0.0,26.0,282.0,195.0,39.0,206.0,165.0,522.0,213.0,131.0,1435.0,1779.0,2024
36005041500,"Census Tract 415, Bronx, NY",censusreporter:acs2024_5yr,2293.0,136.0,300.0,80.0,125.0,86.0,64.0,159.0,136.0,51.0,205.0,313.0,368.0,141.0,18.0,85.0,26.0,641.0,496.0,1156.0,2293.0,2024
36005041800,"Census Tract 418, Bronx, NY",censusreporter:acs2024_5yr,1289.0,71.0,34.0,3.0,44.0,73.0,26.0,0.0,102.0,149.0,52.0,216.0,181.0,24.0,72.0,114.0,128.0,152.0,350.0,787.0,1289.0,2024
36005041900,"Census Tract 419, Bronx, NY",censusreporter:acs2024_5yr,2592.0,350.0,137.0,16.0,108.0,106.0,98.0,65.0,116.0,92.0,248.0,331.0,362.0,166.0,18.0,188.0,191.0,611.0,477.0,1504.0,2592.0,2024
36005042000,"Census Tract 420, Bronx, NY",censusreporter:acs2024_5yr,1711.0,377.0,128.0,158.0,38.0,114.0,57.0,109.0,0.0,69.0,117.0,37.0,382.0,50.0,10.0,21.0,44.0,701.0,349.0,661.0,1711.0,2024
