NAME,B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,state,county,tract,GEOID,year,n_low,n_mid,n_high,n_i_sum
"Census Tract 413, Bronx County, New York",3137,213,263,102,61,131,107,113,85,116,354,412,407,315,175,262,21,36,005,041300,36005041300,2021,639,552,1946,3137
"Census Tract 414, Bronx County, New York",1840,67,25,26,127,128,145,14,42,77,254,106,143,140,177,101,268,36,005,041400,36005041400,2021,245,406,1189,1840
"Census Tract 415, Bronx County, New York",2386,230,251,78,239,46,118,103,145,78,169,369,238,97,83,39,103,36,005,041500,36005041500,2021,798,490,1098,2386
"Census Tract 418, Bronx County, New York",1241,143,38,25,81,22,55,19,57,31,72,255,196,68,50,24,105,36,005,041800,36005041800,2021,287,184,770,1241
"Census Tract 419, Bronx County, New York",2516,268,331,134,96,64,107,153,135,102,196,215,375,41,109,103,87,36,005,041900,36005041900,2021,829,561,1126,2516
"Census Tract 420, Bronx County, New York",1616,382,142,108,30,65,165,0,72,72,67,128,117,87,82,29,70,36,005,042000,36005042000,2021,662,374,580,1616
"Census Tract 421, Bronx County, New York",2054,239,155,73,88,81,194,52,76,110,152,306,254,63,29,142,40,36,005,042100,36005042100,2021,555,513,986,2054
"Census Tract 422, Bronx County, New York",1218,74,44,64,11,19,41,44,22,200,20,225,175,55,74,38,112,36,005,042200,36005042200,2021,193,326,699,1218
"Census Tract 423, Bronx County, New York",1354,132,63,16,147,79,0,146,37,72,61,146,116,86,109,144,0,36,005,042300,36005042300,2021,358,334,662,1354
"Census Tract 424, Bronx County, New York",801,43,38,0,3,40,20,0,34,44,55,117,174,93,63,16,61,36,005,042400,36005042400,2021,84,138,579,801
"Census Tract 425, Bronx County, New York",2172,195,190,194,200,154,158,107,68,50,59,146,199,205,116,98,33,36,005,042500,36005042500,2021,779,537,856,2172
"Census Tract 426, Bronx County, New York",2195,174,108,0,0,28,108,58,0,0,233,195,281,457,253,106,194,36,005,042600,36005042600,2021,282,194,1719,2195
"Census Tract 428, Bronx County, New York",772,46,15,45,0,20,23,29,28,28,28,33,140,58,48,47,184,36,005,042800,36005042800,2021,106,128,538,772
"Census Tract 429.01, Bronx County, New York",1206,103,173,62,80,51,98,57,35,0,99,126,24,206,12,73,7,36,005,042901,36005042901,2021,418,241,547,1206
"Census Tract 429.02, Bronx County, New York",1689,231,74,162,131,87,78,47,136,79,125,119,168,63,37,133,19,36,005,042902,36005042902,2021,598,427,664,1689
"Census Tract 430, Bronx County, New York",1264,46,113,27,195,96,26,17,48,0,69,98,252,112,22,48,95,36,005,043000,36005043000,2021,381,187,696,1264
"Census Tract 431.01, Bronx County, New York",1886,121,449,131,38,37,96,77,106,66,91,173,401,54,1,0,45,36,005,043101,36005043101,2021,739,382,765,1886
"Census Tract 431.02, Bronx County, New York",1838,161,100,173,111,177,318,84,55,14,43,270,133,172,0,27,0,36,005,043102,36005043102,2021,545,648,645,1838
"Census Tract 434, Bronx County, New York",1460,93,177,15,0,52,13,0,29,28,123,101,87,105,389,123,125,36,005,043400,36005043400,2021,285,122,1053,1460
"Census Tract 435.01, Bronx County, New York",420,50,61,51,26,23,14,11,27,57,18,30,45,7,0,0,0,36,005,043501,36005043501,2021,188,132,100,420
"Census Tract 435.02, Bronx County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,005,043502,36005043502,2021,0,0,0,0
"Census Tract 435.03, Bronx County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,005,043503,36005043503,2021,0,0,0,0
"Census Tract 436, Bronx County, New York",715,133,29,31,0,0,0,8,7,56,29,79,134,130,19,19,41,36,005,043600,36005043600,2021,193,71,451,715
"Census Tract 442, Bronx County, New York",1271,400,46,0,0,16,45,61,84,21,61,280,68,47,17,114,11,36,005,044200,36005044200,2021,446,227,598,1271
"Census Tract 444, Bronx County, New York",1397,17,28,165,20,0,44,94,21,27,116,52,145,287,154,159,68,36,005,044400,36005044400,2021,230,186,981,1397
"Census Tract 448, Bronx County, New York",672,6,7,23,5,0,78,26,18,22,6,69,60,74,124,63,91,36,005,044800,36005044800,2021,41,144,487,672
"Census Tract 449.01, Bronx County, New York",794,17,39,11,0,37,10,35,22,40,66,100,107,77,38,31,164,36,005,044901,36005044901,2021,67,144,583,794
"Census Tract 449.02, Bronx County, New York",898,58,35,17,33,27,45,11,10,11,25,104,80,88,89,139,126,36,005,044902,36005044902,2021,143,104,651,898
"Census Tract 451.01, Bronx County, New York",929,8,22,15,49,48,9,30,12,7,272,85,120,119,65,29,39,36,005,045101,36005045101,2021,94,106,729,929
"Census Tract 451.02, Bronx County, New York",904,10,18,14,60,14,18,0,29,18,54,75,245,85,79,110,75,36,005,045102,36005045102,2021,102,79,723,904
"Census Tract 456, Bronx County, New York",1167,25,0,20,46,66,0,39,27,33,90,86,102,229,56,116,232,36,005,045600,36005045600,2021,91,165,911,1167
"Census Tract 458, Bronx County, New York",2029,182,289,39,347,221,199,0,74,98,114,210,128,0,0,0,128,36,005,045800,36005045800,2021,857,592,580,2029
"Census Tract 460, Bronx County, New York",987,78,181,110,15,51,20,67,54,11,38,29,147,51,50,35,50,36,005,046000,36005046000,2021,384,203,400,987
"Census Tract 462.03, Bronx County, New York",3245,131,171,312,156,406,153,213,179,40,139,287,429,408,0,77,144,36,005,046203,36005046203,2021,770,991,1484,3245
"Census Tract 462.04, Bronx County, New York",2383,106,116,0,51,0,66,134,30,216,126,361,544,281,117,235,0,36,005,046204,36005046204,2021,273,446,1664,2383
"Census Tract 462.05, Bronx County, New York",1922,135,9,256,0,128,78,31,302,32,278,175,99,316,20,0,63,36,005,046205,36005046205,2021,400,571,951,1922
"Census Tract 462.06, Bronx County, New York",2015,46,203,127,189,182,0,390,0,106,189,45,75,75,171,182,35,36,005,046206,36005046206,2021,565,678,772,2015
"Census Tract 462.07, Bronx County, New York",2968,194,204,186,190,139,177,69,127,0,377,255,294,395,283,0,78,36,005,046207,36005046207,2021,774,512,1682,2968
"Census Tract 462.08, Bronx County, New York",1502,176,36,64,4,29,0,0,51,0,55,284,259,155,82,228,79,36,005,046208,36005046208,2021,280,80,1142,1502
"Census Tract 462.09, Bronx County, New York",1488,68,92,317,136,73,0,30,157,66,24,131,47,91,110,146,0,36,005,046209,36005046209,2021,613,326,549,1488
"Census Tract 484.01, Bronx County, New York",1267,62,25,42,72,26,79,0,10,0,117,105,168,101,163,216,81,36,005,048401,36005048401,2021,201,115,951,1267
"Census Tract 484.02, Bronx County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,005,048402,36005048402,2021,0,0,0,0
"Census Tract 504, Bronx County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,005,050400,36005050400,2021,0,0,0,0
"Census Tract 516.01, Bronx County, New York",1958,49,19,16,52,132,84,38,0,80,101,134,101,223,164,379,386,36,005,051601,36005051601,2021,136,334,1488,1958
"Census Tract 516.02, Bronx County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,005,051602,36005051602,2021,0,0,0,0
